district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
01,727366,527650,122840,3354,24062,730,23761,24969,72.543,16.888,0.461,3.308,0.1,3.267,3.433
02,708087,471913,154458,2857,35031,1036,15507,27285,66.646,21.813,0.403,4.947,0.146,2.19,3.853
03,746645,258414,430888,3786,14176,851,16332,22198,34.61,57.71,0.507,1.899,0.114,2.187,2.973
04,727366,447441,230080,2785,14679,525,13838,18018,61.515,31.632,0.383,2.018,0.072,1.902,2.477
05,727365,542589,149277,1874,11096,249,9588,12692,74.597,20.523,0.258,1.526,0.034,1.318,1.745
06,727366,607889,79249,2133,10356,263,13487,13989,83.574,10.895,0.293,1.424,0.036,1.854,1.923
07,727366,556598,105968,2399,29833,376,15216,16976,76.522,14.569,0.33,4.102,0.052,2.092,2.334
08,727366,454669,101464,3409,80065,687,57498,29574,62.509,13.95,0.469,11.008,0.094,7.905,4.066
09,727366,666198,36722,1354,8232,149,5841,8870,91.59,5.049,0.186,1.132,0.02,0.803,1.219
10,727365,527743,49256,2114,87092,471,34632,26057,72.555,6.772,0.291,11.974,0.065,4.761,3.582
11,727366,425748,91197,3160,125268,643,48578,32772,58.533,12.538,0.434,17.222,0.088,6.679,4.506
