district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
01,696345,543819,96574,5586,16795,1063,10003,22505,78.096,13.869,0.802,2.412,0.153,1.437,3.232
02,696345,484052,169726,3576,12613,461,10186,15731,69.513,24.374,0.514,1.811,0.066,1.463,2.259
03,696345,549264,94406,2809,19897,444,13396,16129,78.878,13.557,0.403,2.857,0.064,1.924,2.316
04,696345,534402,94394,2742,30685,665,13843,19614,76.744,13.556,0.394,4.407,0.095,1.988,2.817
05,696345,266910,363610,2971,15693,547,27283,19331,38.33,52.217,0.427,2.254,0.079,3.918,2.776
06,696345,589695,66082,2251,12110,396,12899,12912,84.684,9.49,0.323,1.739,0.057,1.852,1.854
07,696345,559367,61531,2399,23981,388,28595,20084,80.329,8.836,0.345,3.444,0.056,4.106,2.884
08,696344,579706,68072,2603,13436,592,14812,17123,83.25,9.776,0.374,1.93,0.085,2.127,2.459
09,696345,481757,82449,3362,28976,793,71254,27754,69.184,11.84,0.483,4.161,0.114,10.233,3.986
10,696345,535653,81114,2937,27039,685,30028,18889,76.924,11.649,0.422,3.883,0.098,4.312,2.713
11,696345,600318,58012,2602,8591,293,13617,12912,86.21,8.331,0.374,1.234,0.042,1.955,1.854
12,696344,613849,30619,2159,18006,390,15652,15669,88.153,4.397,0.31,2.586,0.056,2.248,2.25
13,696345,599529,40386,2359,22692,729,15535,15115,86.097,5.8,0.339,3.259,0.105,2.231,2.171
14,696345,429546,188229,2777,18244,463,34306,22780,61.686,27.031,0.399,2.62,0.066,4.927,3.271
15,696345,527880,91104,2724,22717,479,32035,19406,75.807,13.083,0.391,3.262,0.069,4.6,2.787
16,696345,600917,45999,1973,10135,352,24528,12441,86.296,6.606,0.283,1.455,0.051,3.522,1.787
17,696344,565179,61938,3560,9436,368,41119,14744,81.164,8.895,0.511,1.355,0.053,5.905,2.117
18,696344,556396,84033,2825,12733,409,25168,14780,79.902,12.068,0.406,1.829,0.059,3.614,2.123
19,696345,586362,52137,2284,9360,387,32367,13448,84.206,7.487,0.328,1.344,0.056,4.648,1.931
20,696345,261698,364456,3145,13538,455,33205,19848,37.582,52.338,0.452,1.944,0.065,4.768,2.85
21,696345,541720,84204,1689,24156,296,26613,17667,77.795,12.092,0.243,3.469,0.043,3.822,2.537
22,696345,557356,78305,3432,14640,402,25964,16246,80.04,11.245,0.493,2.102,0.058,3.729,2.333
23,696345,550203,76013,2384,22824,362,25076,19483,79.013,10.916,0.342,3.278,0.052,3.601,2.798
24,696345,245798,389384,2047,11782,304,25695,21335,35.298,55.918,0.294,1.692,0.044,3.69,3.064
25,696344,578488,52466,1561,12172,149,35945,15563,83.075,7.534,0.224,1.748,0.021,5.162,2.235
26,696345,577921,69265,1377,12035,261,19918,15568,82.993,9.947,0.198,1.728,0.037,2.86,2.236
27,696345,591377,55354,1324,10535,153,22102,15500,84.926,7.949,0.19,1.513,0.022,3.174,2.226
