district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
01,717707,614090,34816,2646,24112,296,26720,15027,85.563,4.851,0.369,3.36,0.041,3.723,2.094
02,717708,553790,70141,2481,21252,178,50960,18906,77.161,9.773,0.346,2.961,0.025,7.1,2.634
03,717707,562047,22380,1300,93814,166,22342,15658,78.311,3.118,0.181,13.071,0.023,3.113,2.182
04,717708,499662,104271,1992,39634,203,53389,18557,69.619,14.528,0.278,5.522,0.028,7.439,2.586
05,717708,135514,373524,6484,82014,773,79474,39925,18.881,52.044,0.903,11.427,0.108,11.073,5.563
06,717707,345308,29604,2158,268634,353,48853,22797,48.113,4.125,0.301,37.429,0.049,6.807,3.176
07,717708,320818,79534,6890,132322,511,144950,32683,44.7,11.082,0.96,18.437,0.071,20.196,4.554
08,717708,202531,402058,4062,32933,334,53258,22532,28.219,56.02,0.566,4.589,0.047,7.421,3.139
09,717708,237466,384656,2807,41762,260,31274,19483,33.087,53.595,0.391,5.819,0.036,4.357,2.715
10,717707,512627,31345,1827,119154,342,32598,19814,71.426,4.367,0.255,16.602,0.048,4.542,2.761
11,717708,517069,55886,2420,82585,305,41748,17695,72.044,7.787,0.337,11.507,0.042,5.817,2.465
12,717707,532960,37997,2004,89674,361,33370,21341,74.259,5.294,0.279,12.495,0.05,4.65,2.973
13,717707,201966,235887,9075,29435,523,197348,43473,28.14,32.867,1.264,4.101,0.073,27.497,6.057
14,717708,323067,83900,6435,114384,381,155424,34117,45.014,11.69,0.897,15.937,0.053,21.656,4.754
15,717708,156116,265470,11871,13504,862,226271,43614,21.752,36.989,1.654,1.882,0.12,31.527,6.077
16,717707,355495,235430,3939,33087,364,65045,24347,49.532,32.803,0.549,4.61,0.051,9.063,3.392
17,717708,523567,75437,2458,42363,270,53024,20589,72.95,10.511,0.342,5.903,0.038,7.388,2.869
18,717707,571477,66195,2633,20709,231,36260,20202,79.625,9.223,0.367,2.885,0.032,5.052,2.815
19,717708,645942,31926,1996,9874,197,12881,14892,90.001,4.448,0.278,1.376,0.027,1.795,2.075
20,717708,588951,66170,1831,26281,265,14619,19591,82.06,9.22,0.255,3.662,0.037,2.037,2.73
21,717707,668394,20505,6577,5664,445,5031,11091,93.129,2.857,0.916,0.789,0.062,0.701,1.545
22,717708,652195,27654,2188,15376,193,6406,13696,90.872,3.853,0.305,2.142,0.027,0.893,1.908
23,717707,658372,20198,4447,13683,175,6676,14156,91.733,2.814,0.62,1.906,0.024,0.93,1.972
24,717707,613667,58100,4652,15904,219,7831,17334,85.504,8.095,0.648,2.216,0.031,1.091,2.415
25,717707,541226,112708,2057,24035,221,18718,18742,75.41,15.704,0.287,3.349,0.031,2.608,2.611
26,717707,531843,130704,4167,21615,204,12910,16264,74.103,18.211,0.581,3.012,0.028,1.799,2.266
27,717707,674814,17304,5509,6440,134,4183,9323,94.024,2.411,0.768,0.897,0.019,0.583,1.299
