district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
01,691974,438191,207711,2465,10972,979,15512,16144,63.325,30.017,0.356,1.586,0.141,2.242,2.333
02,691976,300340,354925,2074,7186,780,15191,11480,43.403,51.292,0.3,1.038,0.113,2.195,1.659
03,691974,490125,159578,2134,11396,437,14558,13746,70.83,23.061,0.308,1.647,0.063,2.104,1.986
04,691976,215191,397911,2209,30136,378,29404,16747,31.098,57.504,0.319,4.355,0.055,4.249,2.42
05,691976,214317,409269,1956,25163,252,26359,14660,30.972,59.145,0.283,3.636,0.036,3.809,2.119
06,691975,479487,86265,2421,65541,406,39252,18603,69.293,12.466,0.35,9.472,0.059,5.672,2.688
07,691975,407874,125010,3245,80006,335,55424,20081,58.943,18.066,0.469,11.562,0.048,8.01,2.902
08,691976,443500,204995,2177,9189,451,19895,11769,64.092,29.625,0.315,1.328,0.065,2.875,1.701
09,691975,583393,46065,2516,7672,407,40320,11602,84.308,6.657,0.364,1.109,0.059,5.827,1.677
10,691976,478347,172398,1662,13912,321,13773,11563,69.128,24.914,0.24,2.01,0.046,1.99,1.671
11,691975,513821,107707,2477,19296,383,31837,16454,74.254,15.565,0.358,2.789,0.055,4.601,2.378
12,691975,408491,238190,2000,10691,782,18393,13428,59.033,34.422,0.289,1.545,0.113,2.658,1.941
13,691976,238625,382493,2283,17035,397,33430,17713,34.485,55.275,0.33,2.462,0.057,4.831,2.56
14,691974,575738,57918,2532,6272,491,35524,13499,83.202,8.37,0.366,0.906,0.071,5.134,1.951
