district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,187327,137564,40316,748,1196,80,4202,3221,73.435,21.522,0.399,0.638,0.043,2.243,1.719
002,183118,141819,29866,897,2729,213,3336,4258,77.447,16.31,0.49,1.49,0.116,1.822,2.325
003,181535,77545,97550,797,627,47,3039,1930,42.716,53.736,0.439,0.345,0.026,1.674,1.063
004,190991,74384,102712,3671,1114,48,6293,2769,38.946,53.778,1.922,0.583,0.025,3.295,1.45
005,181547,70178,97021,721,1816,97,8125,3589,38.656,53.441,0.397,1.0,0.053,4.475,1.977
006,187925,137985,30961,1295,3387,489,5869,7939,73.426,16.475,0.689,1.802,0.26,3.123,4.225
007,190081,143640,30820,718,2562,118,8501,3722,75.568,16.214,0.378,1.348,0.062,4.472,1.958
008,200133,149569,38043,1832,859,61,6244,3525,74.735,19.009,0.915,0.429,0.03,3.12,1.761
009,197372,159484,25692,974,2407,130,4758,3927,80.804,13.017,0.493,1.22,0.066,2.411,1.99
010,192056,124109,40265,1991,749,157,21183,3602,64.621,20.965,1.037,0.39,0.082,11.03,1.875
011,186653,126756,42513,864,1478,48,11744,3250,67.91,22.776,0.463,0.792,0.026,6.292,1.741
012,191817,132351,37555,1939,1625,167,12839,5341,68.999,19.579,1.011,0.847,0.087,6.693,2.784
013,192266,74612,50350,53347,1147,113,8422,4275,38.807,26.188,27.746,0.597,0.059,4.38,2.223
014,189566,61709,96925,1330,5205,94,18427,5876,32.553,51.13,0.702,2.746,0.05,9.721,3.1
015,188841,155589,18651,505,6679,54,3523,3840,82.392,9.877,0.267,3.537,0.029,1.866,2.033
016,199393,134374,30425,1048,19191,88,8743,5524,67.392,15.259,0.526,9.625,0.044,4.385,2.77
017,194407,152657,17348,728,15508,104,3683,4379,78.524,8.924,0.374,7.977,0.053,1.894,2.252
018,189405,133220,39373,1221,2258,59,9218,4056,70.336,20.788,0.645,1.192,0.031,4.867,2.141
019,183181,120509,40810,3486,4292,662,5305,8117,65.787,22.279,1.903,2.343,0.361,2.896,4.431
020,190767,69128,97040,1019,3642,138,15402,4398,36.237,50.868,0.534,1.909,0.072,8.074,2.305
021,183202,64827,92023,6166,3282,680,7381,8843,35.386,50.23,3.366,1.791,0.371,4.029,4.827
022,199919,133138,42855,1009,9138,76,9233,4470,66.596,21.436,0.505,4.571,0.038,4.618,2.236
023,197306,147732,24320,914,9726,65,9960,4589,74.875,12.326,0.463,4.929,0.033,5.048,2.326
024,188171,139458,30837,1311,1976,64,10741,3784,74.112,16.388,0.697,1.05,0.034,5.708,2.011
025,199294,135041,48703,5567,2312,90,4433,3148,67.76,24.438,2.793,1.16,0.045,2.224,1.58
026,191444,150827,28874,639,3572,86,3980,3466,78.784,15.082,0.334,1.866,0.045,2.079,1.81
027,191166,138256,33863,1023,7607,93,6357,3967,72.322,17.714,0.535,3.979,0.049,3.325,2.075
028,199439,60317,113817,1277,8427,116,9946,5539,30.243,57.069,0.64,4.225,0.058,4.987,2.777
029,192959,160044,17547,1393,2046,91,8537,3301,82.942,9.094,0.722,1.06,0.047,4.424,1.711
030,190414,171771,7495,508,768,45,7311,2516,90.209,3.936,0.267,0.403,0.024,3.84,1.321
031,199875,174579,12976,567,3132,63,5658,2900,87.344,6.492,0.284,1.567,0.032,2.831,1.451
032,189201,77945,79443,969,3441,172,22069,5162,41.197,41.989,0.512,1.819,0.091,11.664,2.728
033,190676,156521,19652,914,2435,30,8310,2814,82.087,10.306,0.479,1.277,0.016,4.358,1.476
034,197348,154296,28268,667,1952,54,8865,3246,78.185,14.324,0.338,0.989,0.027,4.492,1.645
035,189794,148259,23137,800,3108,58,10658,3774,78.116,12.191,0.422,1.638,0.031,5.616,1.988
036,189509,144844,27640,674,3676,70,8766,3839,76.431,14.585,0.356,1.94,0.037,4.626,2.026
037,183253,100203,49481,972,8033,190,19187,5187,54.68,27.001,0.53,4.384,0.104,10.47,2.831
038,183694,59189,98701,980,10413,143,9179,5089,32.222,53.731,0.533,5.669,0.078,4.997,2.77
039,181619,152282,12493,432,10103,78,2928,3303,83.847,6.879,0.238,5.563,0.043,1.612,1.819
040,188928,54676,98039,1187,7754,194,20980,6098,28.94,51.892,0.628,4.104,0.103,11.105,3.228
041,182134,142596,24090,690,6049,63,4839,3807,78.292,13.227,0.379,3.321,0.035,2.657,2.09
042,191556,159475,15084,587,5712,65,7233,3400,83.252,7.874,0.306,2.982,0.034,3.776,1.775
043,197035,153360,30570,810,2383,63,6211,3638,77.834,15.515,0.411,1.209,0.032,3.152,1.846
044,200108,167302,20194,689,2912,51,5396,3564,83.606,10.092,0.344,1.455,0.025,2.697,1.781
045,190341,175899,5973,553,1118,59,4208,2531,92.413,3.138,0.291,0.587,0.031,2.211,1.33
046,188990,150839,26344,557,3941,327,3905,3077,79.813,13.939,0.295,2.085,0.173,2.066,1.628
047,187477,169454,9923,624,869,22,3915,2670,90.387,5.293,0.333,0.464,0.012,2.088,1.424
048,184866,165613,6456,703,2011,218,6474,3391,89.585,3.492,0.38,1.088,0.118,3.502,1.834
049,193282,168070,13271,789,1572,257,5141,4182,86.956,6.866,0.408,0.813,0.133,2.66,2.164
050,194102,174955,2323,9008,1023,54,3373,3366,90.136,1.197,4.641,0.527,0.028,1.738,1.734
