district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,96576,83518,7739,210,1733,12,1843,1521,86.479,8.013,0.217,1.794,0.012,1.908,1.575
002,96921,87406,5728,196,616,12,1533,1430,90.183,5.91,0.202,0.636,0.012,1.582,1.475
003,101647,86816,10705,250,1200,31,1151,1494,85.409,10.532,0.246,1.181,0.03,1.132,1.47
004,99334,74741,21001,248,395,13,1430,1506,75.242,21.142,0.25,0.398,0.013,1.44,1.516
005,101105,87557,8075,247,994,28,2609,1595,86.6,7.987,0.244,0.983,0.028,2.58,1.578
006,101187,79285,10843,415,2049,97,6463,2035,78.355,10.716,0.41,2.025,0.096,6.387,2.011
007,96163,44123,42954,368,710,53,5820,2135,45.884,44.668,0.383,0.738,0.055,6.052,2.22
008,101609,80666,14019,251,2416,67,2261,1929,79.389,13.797,0.247,2.378,0.066,2.225,1.898
009,97408,72329,21031,230,380,45,2021,1372,74.254,21.591,0.236,0.39,0.046,2.075,1.409
010,96580,57099,33310,290,496,90,4117,1178,59.121,34.49,0.3,0.514,0.093,4.263,1.22
011,100789,64506,28211,328,2191,31,3746,1776,64.001,27.99,0.325,2.174,0.031,3.717,1.762
012,104166,79123,15415,248,4329,34,3240,1777,75.959,14.798,0.238,4.156,0.033,3.11,1.706
013,104357,78499,21060,246,1512,26,1535,1479,75.222,20.181,0.236,1.449,0.025,1.471,1.417
014,105295,84393,16332,402,870,26,1753,1519,80.149,15.511,0.382,0.826,0.025,1.665,1.443
015,105434,79724,18420,781,1798,88,2601,2022,75.615,17.471,0.741,1.705,0.083,2.467,1.918
016,105361,80932,18405,341,1585,38,2458,1602,76.814,17.469,0.324,1.504,0.036,2.333,1.52
017,105031,56575,44326,1036,368,16,1028,1682,53.865,42.203,0.986,0.35,0.015,0.979,1.601
018,100605,77505,17827,283,1378,60,2334,1218,77.039,17.72,0.281,1.37,0.06,2.32,1.211
019,100434,28376,66558,282,1417,81,1676,2044,28.253,66.27,0.281,1.411,0.081,1.669,2.035
020,100750,74326,20288,286,2760,55,1078,1957,73.773,20.137,0.284,2.739,0.055,1.07,1.942
021,100222,39151,55451,370,1365,154,1596,2135,39.064,55.328,0.369,1.362,0.154,1.592,2.13
022,96987,50913,36777,324,3261,144,2988,2580,52.495,37.92,0.334,3.362,0.148,3.081,2.66
023,98143,80802,11636,503,820,42,2356,1984,82.331,11.856,0.513,0.836,0.043,2.401,2.022
024,97173,72903,18733,401,1100,27,2181,1828,75.024,19.278,0.413,1.132,0.028,2.244,1.881
025,97186,69034,22812,319,546,38,2951,1486,71.033,23.473,0.328,0.562,0.039,3.036,1.529
026,96817,59563,29895,523,827,56,3990,1963,61.521,30.878,0.54,0.854,0.058,4.121,2.028
027,96731,63282,29686,372,328,23,1665,1375,65.421,30.689,0.385,0.339,0.024,1.721,1.421
028,97431,71611,21079,521,515,38,2081,1586,73.499,21.635,0.535,0.529,0.039,2.136,1.628
029,96817,46649,46442,1306,321,13,898,1188,48.183,47.969,1.349,0.332,0.013,0.928,1.227
030,96079,38306,53738,1251,323,13,1129,1319,39.869,55.931,1.302,0.336,0.014,1.175,1.373
031,98754,66114,28453,316,1528,18,1132,1193,66.948,28.812,0.32,1.547,0.018,1.146,1.208
032,96803,38561,55227,284,364,11,1461,895,39.835,57.051,0.293,0.376,0.011,1.509,0.925
033,103213,82106,11996,492,1451,174,4637,2357,79.55,11.623,0.477,1.406,0.169,4.493,2.284
034,103548,88065,10527,339,1116,110,1816,1575,85.048,10.166,0.327,1.078,0.106,1.754,1.521
035,97023,58037,33280,383,1526,103,1504,2190,59.818,34.301,0.395,1.573,0.106,1.55,2.257
036,97036,42289,51453,269,506,47,1388,1084,43.581,53.025,0.277,0.521,0.048,1.43,1.117
037,102521,76434,20113,496,1622,94,1850,1912,74.554,19.618,0.484,1.582,0.092,1.805,1.865
038,103698,73750,22535,566,1640,122,2045,3040,71.12,21.731,0.546,1.582,0.118,1.972,2.932
039,95926,40945,51728,927,263,18,850,1195,42.684,53.925,0.966,0.274,0.019,0.886,1.246
040,103864,45990,54201,397,948,18,1013,1297,44.279,52.185,0.382,0.913,0.017,0.975,1.249
041,105152,80284,19239,262,1928,128,1471,1840,76.35,18.296,0.249,1.834,0.122,1.399,1.75
042,103880,36836,57496,401,1289,130,5695,2033,35.46,55.348,0.386,1.241,0.125,5.482,1.957
043,105524,83653,17358,282,1225,64,1325,1617,79.274,16.449,0.267,1.161,0.061,1.256,1.532
044,104380,70123,22925,637,3365,118,3700,3512,67.18,21.963,0.61,3.224,0.113,3.545,3.365
045,104398,44505,53510,412,492,47,3827,1605,42.63,51.256,0.395,0.471,0.045,3.666,1.537
046,105306,82595,12147,233,1185,53,7218,1875,78.433,11.535,0.221,1.125,0.05,6.854,1.781
