district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
047,174417,132382,25803,456,4624,73,7560,3519,75.9,14.794,0.261,2.651,0.042,4.334,2.018
048,171430,90324,25997,463,40845,66,8693,5042,52.689,15.165,0.27,23.826,0.038,5.071,2.941
049,173823,128931,12877,778,3188,165,24068,3816,74.174,7.408,0.448,1.834,0.095,13.846,2.195
050,171792,150573,9219,566,2066,108,6335,2925,87.648,5.366,0.329,1.203,0.063,3.688,1.703
051,173593,164970,1471,689,705,98,3294,2366,95.033,0.847,0.397,0.406,0.056,1.898,1.363
052,172494,136761,19604,665,1865,188,10022,3389,79.284,11.365,0.386,1.081,0.109,5.81,1.965
053,173151,159576,7102,529,1298,100,1808,2738,92.16,4.102,0.306,0.75,0.058,1.044,1.581
054,173417,143363,4520,911,1587,116,19255,3665,82.67,2.606,0.525,0.915,0.067,11.103,2.113
055,174196,46053,114253,471,3955,98,4747,4619,26.437,65.589,0.27,2.27,0.056,2.725,2.652
056,174487,123181,26018,477,10718,85,9313,4695,70.596,14.911,0.273,6.143,0.049,5.337,2.691
