district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,171350,120106,37852,580,4375,356,3268,4813,70.094,22.09,0.338,2.553,0.208,1.907,2.809
002,172067,67318,92824,488,3363,188,4090,3796,39.123,53.946,0.284,1.954,0.109,2.377,2.206
003,171952,122988,39606,626,1783,184,3197,3568,71.525,23.033,0.364,1.037,0.107,1.859,2.075
004,173075,121282,41571,454,1759,119,5190,2700,70.075,24.019,0.262,1.016,0.069,2.999,1.56
005,172323,64087,49282,1528,16745,164,33736,6781,37.19,28.599,0.887,9.717,0.095,19.577,3.935
006,173708,108900,39863,548,8379,94,11272,4652,62.691,22.948,0.315,4.824,0.054,6.489,2.678
007,171777,122990,37873,523,1034,82,6967,2308,71.599,22.048,0.304,0.602,0.048,4.056,1.344
008,171383,104691,56380,709,1900,151,4286,3266,61.086,32.897,0.414,1.109,0.088,2.501,1.906
009,173867,113374,34699,600,13902,73,6503,4716,65.207,19.957,0.345,7.996,0.042,3.74,2.712
010,172386,42012,118775,418,4631,69,2923,3558,24.371,68.901,0.242,2.686,0.04,1.696,2.064
011,172584,103741,57123,791,977,61,7679,2212,60.11,33.099,0.458,0.566,0.035,4.449,1.282
012,172926,57814,107559,394,1315,154,3760,1930,33.433,62.199,0.228,0.76,0.089,2.174,1.116
013,171365,105649,56948,380,1720,75,4610,1983,61.651,33.232,0.222,1.004,0.044,2.69,1.157
014,173151,141777,15505,731,2701,158,8278,4001,81.881,8.955,0.422,1.56,0.091,4.781,2.311
015,173280,65179,96128,692,1820,387,4385,4689,37.615,55.476,0.399,1.05,0.223,2.531,2.706
016,172012,126607,35797,511,3407,86,2485,3119,73.604,20.811,0.297,1.981,0.05,1.445,1.813
017,171822,111215,51053,467,2252,93,3149,3593,64.727,29.713,0.272,1.311,0.054,1.833,2.091
018,172982,116206,48323,512,2665,80,2626,2570,67.178,27.935,0.296,1.541,0.046,1.518,1.486
019,173261,113775,45980,578,1186,245,8124,3373,65.667,26.538,0.334,0.685,0.141,4.689,1.947
020,173859,113240,50174,465,3181,99,3208,3492,65.133,28.859,0.267,1.83,0.057,1.845,2.009
021,174508,146373,11300,436,9212,48,3549,3590,83.878,6.475,0.25,5.279,0.028,2.034,2.057
022,171645,60165,101076,598,2648,363,2323,4472,35.052,58.887,0.348,1.543,0.211,1.353,2.605
023,172187,101963,62297,476,2077,158,2188,3028,59.216,36.18,0.276,1.206,0.092,1.271,1.759
024,171967,127501,33477,410,4240,135,2703,3501,74.143,19.467,0.238,2.466,0.079,1.572,2.036
025,174016,114231,52329,448,1762,73,2888,2285,65.644,30.071,0.257,1.013,0.042,1.66,1.313
026,171351,61867,103229,382,1084,161,2136,2492,36.105,60.244,0.223,0.633,0.094,1.247,1.454
027,172726,147412,4490,567,10919,65,6441,2832,85.344,2.599,0.328,6.322,0.038,3.729,1.64
028,172358,133362,28697,505,2322,80,4067,3325,77.375,16.65,0.293,1.347,0.046,2.36,1.929
029,173911,117161,45511,527,4175,213,2794,3530,67.368,26.169,0.303,2.401,0.122,1.607,2.03
030,172531,128443,33612,560,1488,67,4519,3842,74.446,19.482,0.325,0.862,0.039,2.619,2.227
031,174298,140053,23616,498,1448,92,5043,3548,80.353,13.549,0.286,0.831,0.053,2.893,2.036
032,174271,139638,14817,338,12674,65,2969,3770,80.127,8.502,0.194,7.273,0.037,1.704,2.163
033,174114,84593,62936,731,4739,101,15512,5502,48.585,36.146,0.42,2.722,0.058,8.909,3.16
034,173063,39128,108169,640,7766,90,12880,4390,22.609,62.503,0.37,4.487,0.052,7.442,2.537
035,173728,53192,107338,516,2087,135,6276,4184,30.618,61.785,0.297,1.201,0.078,3.613,2.408
036,172083,55206,103348,521,3626,57,5690,3635,32.081,60.057,0.303,2.107,0.033,3.307,2.112
037,172832,125857,30548,492,6707,75,5080,4073,72.82,17.675,0.285,3.881,0.043,2.939,2.357
038,174530,47488,110537,563,3512,84,8484,3862,27.209,63.334,0.323,2.012,0.048,4.861,2.213
039,173809,47716,110761,462,6987,52,4234,3597,27.453,63.726,0.266,4.02,0.03,2.436,2.07
040,173539,108695,26747,1196,15321,136,16429,5015,62.634,15.413,0.689,8.829,0.078,9.467,2.89
041,173452,49956,90037,770,16731,95,10903,4960,28.801,51.909,0.444,9.646,0.055,6.286,2.86
042,172447,100288,42913,674,11601,86,11727,5158,58.156,24.885,0.391,6.727,0.05,6.8,2.991
043,172105,55216,105035,398,2017,80,5724,3635,32.083,61.03,0.231,1.172,0.046,3.326,2.112
044,174464,33003,122966,545,6834,89,7186,3841,18.917,70.482,0.312,3.917,0.051,4.119,2.202
045,173558,118448,24226,558,17264,86,8474,4502,68.247,13.958,0.322,9.947,0.05,4.883,2.594
046,174230,131420,30244,340,5280,98,3822,3026,75.429,17.359,0.195,3.03,0.056,2.194,1.737
