district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,474203,383778,54976,3273,9344,636,7404,14792,80.931,11.593,0.69,1.97,0.134,1.561,3.119
002,474074,360229,77789,4179,11229,677,5418,14553,75.986,16.409,0.882,2.369,0.143,1.143,3.07
003,474408,301351,144610,1881,8949,211,8058,9348,63.521,30.482,0.396,1.886,0.044,1.699,1.97
004,472040,376311,49956,1828,21699,431,8993,12822,79.72,10.583,0.387,4.597,0.091,1.905,2.716
005,467982,399612,45057,1881,4480,193,8431,8328,85.39,9.628,0.402,0.957,0.041,1.802,1.78
006,468593,390357,52173,1491,8344,300,7090,8838,83.304,11.134,0.318,1.781,0.064,1.513,1.886
007,466721,350044,74936,1734,18975,361,8045,12626,75.001,16.056,0.372,4.066,0.077,1.724,2.705
008,473504,389441,50519,1838,6797,188,14732,9989,82.247,10.669,0.388,1.435,0.04,3.111,2.11
009,465537,215542,209730,1893,14841,413,10119,12999,46.3,45.051,0.407,3.188,0.089,2.174,2.792
010,469168,369957,50439,1586,16397,277,17144,13368,78.854,10.751,0.338,3.495,0.059,3.654,2.849
011,466763,390626,41924,1988,7578,282,14730,9635,83.688,8.982,0.426,1.624,0.06,3.156,2.064
012,466293,220989,178158,2023,18067,493,30505,16058,47.393,38.207,0.434,3.875,0.106,6.542,3.444
013,470678,382306,38599,1729,17514,418,16846,13266,81.225,8.201,0.367,3.721,0.089,3.579,2.818
014,465515,302801,62919,2524,19306,603,57185,20177,65.046,13.516,0.542,4.147,0.13,12.284,4.334
015,474728,364597,60746,1853,16129,420,18849,12134,76.801,12.796,0.39,3.398,0.088,3.97,2.556
016,465588,384484,46123,1663,9977,383,10808,12150,82.58,9.906,0.357,2.143,0.082,2.321,2.61
017,474570,395341,31791,1425,17638,294,14803,13278,83.305,6.699,0.3,3.717,0.062,3.119,2.798
018,470172,416014,25273,1954,5457,247,11555,9672,88.481,5.375,0.416,1.161,0.053,2.458,2.057
019,467143,230835,181246,1973,8291,342,28968,15488,49.414,38.799,0.422,1.775,0.073,6.201,3.315
020,471128,408901,28368,1475,11126,499,10937,9822,86.792,6.021,0.313,2.362,0.106,2.321,2.085
021,474320,370085,54341,2559,7483,276,28144,11432,78.024,11.457,0.54,1.578,0.058,5.934,2.41
022,469005,404902,24108,1544,18850,397,8138,11066,86.332,5.14,0.329,4.019,0.085,1.735,2.359
023,465842,393885,32776,1490,5720,223,22707,9041,84.553,7.036,0.32,1.228,0.048,4.874,1.941
024,467462,349631,57744,1863,19249,369,24116,14490,74.793,12.353,0.399,4.118,0.079,5.159,3.1
025,467319,373149,56224,852,14399,197,12896,9602,79.849,12.031,0.182,3.081,0.042,2.76,2.055
026,470417,391503,30886,2132,7082,234,29632,8948,83.225,6.566,0.453,1.505,0.05,6.299,1.902
027,468357,277888,130369,4288,9277,430,31636,14469,59.333,27.835,0.916,1.981,0.092,6.755,3.089
028,465376,420574,21612,1162,5889,166,8513,7460,90.373,4.644,0.25,1.265,0.036,1.829,1.603
029,472160,356962,62756,1004,20152,204,17290,13792,75.602,13.291,0.213,4.268,0.043,3.662,2.921
030,469429,399254,34543,1596,6418,247,18282,9089,85.051,7.359,0.34,1.367,0.053,3.895,1.936
031,465789,177995,246371,1294,9085,255,17380,13409,38.214,52.893,0.278,1.95,0.055,3.731,2.879
032,474654,384605,55361,1890,6099,232,17351,9116,81.028,11.663,0.398,1.285,0.049,3.656,1.921
033,470213,350851,66962,1740,19711,232,17005,13712,74.615,14.241,0.37,4.192,0.049,3.616,2.916
034,470697,394751,48170,883,9000,201,9725,7967,83.865,10.234,0.188,1.912,0.043,2.066,1.693
035,473594,393208,42359,953,10756,188,14368,11762,83.026,8.944,0.201,2.271,0.04,3.034,2.484
036,471595,148991,278675,1445,9336,285,17551,15312,31.593,59.092,0.306,1.98,0.06,3.722,3.247
037,474333,420257,21575,627,9114,85,12609,10066,88.6,4.548,0.132,1.921,0.018,2.658,2.122
038,467132,401279,36830,580,4801,48,14614,8980,85.903,7.884,0.124,1.028,0.01,3.128,1.922
039,470135,248698,169583,2291,4183,275,32149,12956,52.899,36.071,0.487,0.89,0.058,6.838,2.756
040,474673,417178,23285,1074,6079,74,16418,10565,87.887,4.905,0.226,1.281,0.016,3.459,2.226
