district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,819976,594733,142717,5616,6478,323,53435,16674,72.531,17.405,0.685,0.79,0.039,6.517,2.033
002,808524,576399,101313,6781,16778,515,85371,21367,71.29,12.531,0.839,2.075,0.064,10.559,2.643
003,843567,659075,104438,5066,5219,259,54747,14763,78.13,12.381,0.601,0.619,0.031,6.49,1.75
004,815995,598601,113135,5226,21278,498,59047,18210,73.358,13.865,0.64,2.608,0.061,7.236,2.232
005,827039,622549,84533,4602,31717,586,61011,22041,75.274,10.221,0.556,3.835,0.071,7.377,2.665
006,812881,460291,95747,7446,14788,377,205354,28878,56.625,11.779,0.916,1.819,0.046,25.262,3.553
007,809277,545358,99626,4409,63996,839,70049,25000,67.388,12.31,0.545,7.908,0.104,8.656,3.089
008,794900,539816,80328,4341,99037,453,46752,24173,67.91,10.105,0.546,12.459,0.057,5.881,3.041
009,815389,538154,94004,6252,45460,2189,102771,26559,66.0,11.529,0.767,5.575,0.268,12.604,3.257
010,834267,533094,152577,5125,30238,791,89043,23399,63.9,18.289,0.614,3.624,0.095,10.673,2.805
011,791770,568326,86162,4503,44831,452,65933,21563,71.779,10.882,0.569,5.662,0.057,8.327,2.723
012,818893,621520,63826,5598,46361,602,57222,23764,75.898,7.794,0.684,5.661,0.074,6.988,2.902
013,808680,245581,348240,5679,62074,448,119894,26764,30.368,43.063,0.702,7.676,0.055,14.826,3.31
014,834750,581209,78068,6527,50332,561,90761,27292,69.627,9.352,0.782,6.03,0.067,10.873,3.269
015,793108,408294,189222,5736,36790,800,126794,25472,51.48,23.858,0.723,4.639,0.101,15.987,3.212
016,816670,530335,89927,5251,73842,420,94199,22696,64.939,11.011,0.643,9.042,0.051,11.535,2.779
017,804162,508616,104820,3714,107662,316,54963,24071,63.248,13.035,0.462,13.388,0.039,6.835,2.993
018,809726,564180,97653,4237,49466,267,74237,19686,69.675,12.06,0.523,6.109,0.033,9.168,2.431
019,800501,602422,53927,6473,10849,894,102984,22952,75.256,6.737,0.809,1.355,0.112,12.865,2.867
020,833339,715793,17135,3863,11968,343,69488,14749,85.895,2.056,0.464,1.436,0.041,8.339,1.77
021,807460,646845,27837,5564,6944,356,102267,17647,80.109,3.447,0.689,0.86,0.044,12.665,2.185
022,809840,599757,94321,5126,16995,1274,73190,19177,74.059,11.647,0.633,2.099,0.157,9.038,2.368
023,813699,303510,321779,5331,10968,336,151070,20705,37.3,39.545,0.655,1.348,0.041,18.566,2.545
024,798189,605527,89331,5791,15073,3338,50721,28408,75.863,11.192,0.726,1.888,0.418,6.355,3.559
025,815771,677516,34756,4747,22769,964,50677,24342,83.052,4.261,0.582,2.791,0.118,6.212,2.984
026,802046,569486,57675,7994,18343,1030,118618,28900,71.004,7.191,0.997,2.287,0.128,14.789,3.603
027,786946,680359,5166,3069,4948,184,81332,11888,86.456,0.656,0.39,0.629,0.023,10.335,1.511
028,778341,613801,45392,5854,8328,414,85771,18781,78.86,5.832,0.752,1.07,0.053,11.02,2.413
029,816681,670451,24997,6148,8407,1000,85632,20046,82.095,3.061,0.753,1.029,0.122,10.485,2.455
030,829574,696894,42740,8006,10984,448,50677,19825,84.006,5.152,0.965,1.324,0.054,6.109,2.39
031,793600,623060,38206,6897,11673,379,94176,19209,78.511,4.814,0.869,1.471,0.048,11.867,2.42
