district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,128861,67716,24440,909,10347,1331,15920,8198,52.55,18.966,0.705,8.03,1.033,12.354,6.362
002,128715,57253,14236,1233,3750,542,45675,6026,44.48,11.06,0.958,2.913,0.421,35.485,4.682
003,128724,70835,13452,1081,7396,847,28612,6501,55.029,10.45,0.84,5.746,0.658,22.227,5.05
004,128783,49555,33804,1044,4841,785,32347,6407,38.479,26.249,0.811,3.759,0.61,25.117,4.975
005,128800,94202,7198,824,11057,1139,7751,6629,73.138,5.589,0.64,8.585,0.884,6.018,5.147
006,128587,90202,12698,755,8490,923,9531,5988,70.149,9.875,0.587,6.603,0.718,7.412,4.657
007,128598,78846,11278,1015,9213,1103,19977,7166,61.312,8.77,0.789,7.164,0.858,15.534,5.572
008,128218,89500,9173,616,15534,721,6462,6212,69.803,7.154,0.48,12.115,0.562,5.04,4.845
009,128882,74829,9852,573,27261,1086,7532,7749,58.06,7.644,0.445,21.152,0.843,5.844,6.012
010,128440,71124,13271,1263,8914,814,26813,6241,55.375,10.332,0.983,6.94,0.634,20.876,4.859
011,128564,71859,13362,928,21804,1072,13490,6049,55.894,10.393,0.722,16.96,0.834,10.493,4.705
012,128846,102324,6052,1045,6100,541,7665,5119,79.416,4.697,0.811,4.734,0.42,5.949,3.973
013,128574,87297,4430,2272,7730,1152,20272,5421,67.896,3.445,1.767,6.012,0.896,15.767,4.216
014,128899,102358,2697,4962,4012,479,9747,4644,79.409,2.092,3.85,3.113,0.372,7.562,3.603
015,128462,102912,2443,1471,6551,705,9650,4730,80.111,1.902,1.145,5.1,0.549,7.512,3.682
016,128490,106597,1924,1871,4978,347,8845,3928,82.961,1.497,1.456,3.874,0.27,6.884,3.057
017,127864,110394,1053,3375,2181,262,6054,4545,86.337,0.824,2.64,1.706,0.205,4.735,3.555
018,128710,95690,11821,797,7729,650,5327,6696,74.345,9.184,0.619,6.005,0.505,4.139,5.202
019,128606,104569,4317,4189,1974,377,8962,4218,81.31,3.357,3.257,1.535,0.293,6.969,3.28
020,128541,89888,7716,801,15172,1149,6718,7097,69.929,6.003,0.623,11.803,0.894,5.226,5.521
021,128387,68738,13409,1038,10402,846,27443,6511,53.54,10.444,0.808,8.102,0.659,21.375,5.071
