district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,189415,175032,4673,601,904,119,5119,2967,92.407,2.467,0.317,0.477,0.063,2.703,1.566
002,190521,177610,3987,681,1572,49,3783,2839,93.223,2.093,0.357,0.825,0.026,1.986,1.49
003,186880,173938,5571,508,1657,49,2249,2908,93.075,2.981,0.272,0.887,0.026,1.203,1.556
004,186903,178321,3746,480,939,38,1115,2264,95.408,2.004,0.257,0.502,0.02,0.597,1.211
005,184664,166731,8453,593,1614,201,3775,3297,90.289,4.578,0.321,0.874,0.109,2.044,1.785
006,185872,158830,18781,467,3006,60,1642,3086,85.451,10.104,0.251,1.617,0.032,0.883,1.66
007,185375,158637,14191,566,4565,164,3404,3848,85.576,7.655,0.305,2.463,0.088,1.836,2.076
008,189038,181950,2223,508,707,44,1362,2244,96.25,1.176,0.269,0.374,0.023,0.72,1.187
009,185860,170040,6706,740,1293,69,3595,3417,91.488,3.608,0.398,0.696,0.037,1.934,1.838
010,187825,127784,48389,761,2760,225,4579,3327,68.034,25.763,0.405,1.469,0.12,2.438,1.771
011,187104,157631,20182,520,3278,87,2559,2847,84.248,10.787,0.278,1.752,0.046,1.368,1.522
012,193957,185860,3044,608,637,64,1269,2475,95.825,1.569,0.313,0.328,0.033,0.654,1.276
013,190126,146988,24730,703,5735,108,7209,4653,77.311,13.007,0.37,3.016,0.057,3.792,2.447
014,187876,158280,16137,694,2880,121,6014,3750,84.247,8.589,0.369,1.533,0.064,3.201,1.996
015,200812,190547,2662,748,1225,108,2954,2568,94.888,1.326,0.372,0.61,0.054,1.471,1.279
016,195287,180350,6189,666,1124,65,3850,3043,92.351,3.169,0.341,0.576,0.033,1.971,1.558
017,195792,179188,8322,643,1432,62,3293,2852,91.52,4.25,0.328,0.731,0.032,1.682,1.457
018,196742,171178,15332,602,2381,132,3631,3486,87.006,7.793,0.306,1.21,0.067,1.846,1.772
019,199634,70744,107433,614,3777,139,11688,5239,35.437,53.815,0.308,1.892,0.07,5.855,2.624
020,199162,163488,20739,566,5983,99,4422,3865,82.088,10.413,0.284,3.004,0.05,2.22,1.941
021,199658,129325,41291,804,8542,139,13738,5819,64.773,20.681,0.403,4.278,0.07,6.881,2.914
022,194081,142956,33363,1087,3732,682,4280,7981,73.658,17.19,0.56,1.923,0.351,2.205,4.112
023,183182,163728,7941,396,5517,82,2784,2734,89.38,4.335,0.216,3.012,0.045,1.52,1.493
024,193852,166760,21242,548,764,44,1773,2721,86.024,10.958,0.283,0.394,0.023,0.915,1.404
025,198282,181453,9137,741,781,71,3174,2925,91.513,4.608,0.374,0.394,0.036,1.601,1.475
026,193211,149807,38070,483,666,23,1748,2414,77.535,19.704,0.25,0.345,0.012,0.905,1.249
027,186862,123862,54847,483,1202,53,3601,2814,66.285,29.352,0.258,0.643,0.028,1.927,1.506
028,189407,167159,15104,656,811,52,2305,3320,88.254,7.974,0.346,0.428,0.027,1.217,1.753
029,197772,43429,146503,536,2095,45,2797,2367,21.959,74.077,0.271,1.059,0.023,1.414,1.197
030,197297,50283,131478,451,2415,89,9570,3011,25.486,66.64,0.229,1.224,0.045,4.851,1.526
031,197580,137110,43258,508,8140,76,5170,3318,69.395,21.894,0.257,4.12,0.038,2.617,1.679
032,198453,154976,32106,537,6019,100,1694,3021,78.092,16.178,0.271,3.033,0.05,0.854,1.522
033,197623,37973,141485,495,3089,183,11809,2589,19.215,71.593,0.25,1.563,0.093,5.976,1.31
