,CNTYVTD,CD,sldl309,sldl358,sldu172
6689,3490308,6,8,8,22
6690,3490400,6,8,8,22
6691,3490401,6,8,8,22
6692,3490402,6,8,8,22
6693,3490403,6,8,8,22
6694,3490404,6,8,8,22
6695,3490405,6,8,8,22
6696,3490406,6,8,8,22
6697,3510001,36,19,19,3
6698,3510002,36,19,19,3
6699,3510003,36,19,19,3
6700,3510004,36,19,19,3
6701,3510005,36,19,19,3
6702,3510006,36,19,19,3
6703,3510007,36,19,19,3
6704,3510008A,36,19,19,3
6705,3510008B,36,19,19,3
6706,3510009,36,19,19,3
6707,3510010,36,19,19,3
6708,3510011,36,19,19,3
6709,3510012,36,19,19,3
6710,3510013,36,19,19,3
6711,3510014,36,19,19,3
6712,3510015,36,19,19,3
6713,3510016,36,19,19,3
6714,3510017,36,19,19,3
6715,3510018,36,19,19,3
6716,3510019,36,19,19,3
6717,3510020,36,19,19,3
6718,3510021,36,19,19,3
6719,3510022,36,19,19,3
6720,3530001,19,71,71,28
6721,3530002,19,71,71,28
6722,3530003,19,71,71,28
6723,3530004,19,71,71,28
6724,3530005,19,71,71,28
6725,3530006,19,71,71,28
6726,3530007,19,71,71,28
6727,3530008,19,71,71,28
6728,3530009,19,71,71,28
6729,3550001,27,34,34,20
6730,3550002,27,32,32,20
6731,3550003,27,34,34,20
6732,3550004,27,32,32,20
6733,3550005,27,34,34,20
6734,3550006,27,32,32,20
6735,3550007,27,34,34,20
6736,3550008,27,32,32,20
6737,3550009,27,34,34,20
6738,3550010,27,34,34,20
6739,3550011,27,34,34,20
6740,3550012,27,34,34,20
6741,3550013,27,34,34,20
6742,3550014,27,34,34,20
6743,3550015,27,34,34,20
6744,3550016,27,34,34,20
6745,3550017,27,32,32,20
6746,3550018,27,32,32,20
6747,3550019,27,32,32,18
6748,3550020,27,32,32,20
6749,3550021,27,34,34,20
6750,3550022,27,34,34,20
6751,3550023,27,34,34,20
6752,3550024,27,34,34,20
6753,3550025,27,34,34,20
6754,3550026,27,32,32,20
6755,3550027,27,34,34,20
6756,3550028,27,34,34,20
6757,3550029,27,34,34,20
6758,3550030,27,32,32,20
6759,3550031,27,32,32,20
6760,3550032,27,32,32,20
6761,3550033,27,32,32,20
6762,3550034,27,34,34,20
6763,3550035,27,34,34,20
6764,3550036,27,34,34,20
6765,3550037,27,34,34,20
6766,3550038,27,32,32,20
6767,3550039,27,32,32,20
6768,3550040,27,32,32,20
6769,3550041,27,34,34,20
6770,3550042,27,32,32,20
6771,3550043,27,34,34,20
6772,3550044,27,34,34,20
6773,3550045,27,34,34,20
6774,3550046,27,34,34,20
6775,3550047,27,34,34,20
6776,3550048,27,34,34,20
6777,3550049,27,34,34,20
6778,3550050,27,32,32,20
6779,3550051,27,34,34,20
6780,3550052,27,34,34,20
6781,3550053,27,34,34,20
6782,3550054,27,34,34,20
6783,3550055,27,34,34,20
6784,3550056,27,34,34,20
6785,3550057,27,32,32,20
6786,3550058,27,32,32,20
6787,3550059,27,32,32,20
6788,3550060,27,34,34,20
6789,3550061,27,34,34,20
6790,3550062,27,32,32,20
6791,3550063,27,32,32,20
6792,3550064,27,32,32,20
6793,3550065,27,32,32,20
6794,3550066,27,32,32,20
6795,3550067,27,32,32,20
6796,3550068,27,32,32,20
6797,3550069,27,34,34,20
6798,3550070,27,32,32,20
6799,3550071,27,34,34,20
6800,3550072,27,34,34,20
6801,3550073,27,34,34,20
6802,3550074,27,34,34,20
6803,3550075,27,34,34,20
6804,3550076,27,34,34,20
6805,3550077,27,34,34,20
6806,3550078,27,34,34,20
6807,3550079,27,34,34,20
6808,3550080,27,34,34,20
6809,3550081,27,32,32,20
6810,3550082,27,34,34,20
6811,3550083,27,34,34,20
6812,3550084,27,32,32,20
6813,3550085,27,32,32,20
6814,3550086,27,32,32,20
6815,3550087,27,34,34,20
6816,3550088,27,32,32,20
6817,3550089,27,32,32,20
6818,3550090,27,32,32,20
6819,3550091,27,32,32,20
6820,3550092A,27,32,32,20
6821,3550092B,27,32,32,20
6822,3550093,27,32,32,20
6823,3550094,27,34,34,20
6824,3550095,27,34,34,20
6825,3550096,27,34,34,20
6826,3550097,27,34,34,20
6827,3550098,27,34,34,20
6828,3550099,27,34,34,20
6829,3550100,27,34,34,20
6830,3550101,27,34,34,20
6831,3550102,27,34,34,20
6832,3550103,27,34,34,20
6833,3550104,27,34,34,20
6834,3550105,27,34,34,20
6835,3550106,27,34,34,20
6836,3550107,27,34,34,20
6837,3550108,27,34,34,20
6838,3550109,27,32,32,20
6839,3550110,27,34,34,20
6840,3550111,27,34,34,20
6841,3550112,27,34,34,20
6842,3550113,27,34,34,20
6843,3550114,27,32,32,20
6844,3550115,27,32,32,20
6845,3550116,27,34,34,20
6846,3550117,27,32,32,20
6847,3550118,27,32,32,20
6848,3550119,27,32,32,20
6849,3550120,27,32,32,20
6850,3550121,27,34,34,20
6851,3550122,27,32,32,20
6852,3550123,27,34,34,20
6853,3550124,27,32,32,20
6854,3550125,27,32,32,20
6855,3550126,27,32,32,20
6856,3550127,27,32,32,20
6857,3570001,13,88,88,31
6858,3570002,13,88,88,31
6859,3570003,13,88,88,31
6860,3570004,13,88,88,31
6861,3590101,13,86,86,31
6862,3590103,13,86,86,31
6863,3590202,13,86,86,31
6864,3590203,13,86,86,31
6865,3590303,13,86,86,31
6866,3590403,13,86,86,31
6867,3590404,13,86,86,31
6868,3610001,36,21,21,3
6869,3610002,36,21,21,3
6870,3610003,36,21,21,3
6871,3610004,36,21,21,3
6872,3610005,36,21,21,3
6873,3610006,36,21,21,3
6874,3610007,36,21,21,3
6875,3610008,36,21,21,3
6876,3610009,36,21,21,3
6877,3610010,36,21,21,3
6878,3610011,36,21,21,3
6879,3610012,36,21,21,3
6880,3610013,36,21,21,3
6881,3610014,36,21,21,3
6882,3610015,36,21,21,3
6883,3610016,36,21,21,3
6884,3610017,36,21,21,3
6885,3610018,36,21,21,3
6886,3610019,36,21,21,3
6887,3610020,36,21,21,3
6888,3610021,36,21,21,3
6889,3610022,36,21,21,3
6890,3610023,36,21,21,3
6891,3610024,36,21,21,3
6892,3610025,36,21,21,3
6893,3610026,36,21,21,3
6894,3610027,36,21,21,3
6895,3610028,36,21,21,3
6896,3610029,36,21,21,3
6897,3610030,36,21,21,3
6898,3610031,36,21,21,3
6899,3610032,36,21,21,3
6900,3610033,36,21,21,3
6901,3610034,36,21,21,3
6902,3630001,11,60,60,30
6903,3630002,11,60,60,30
6904,3630003,11,60,60,30
6905,3630004,11,60,60,30
6906,3630005,11,60,60,30
6907,3630006,11,60,60,30
6908,3630007,11,60,60,30
6909,3630008,11,60,60,30
6910,3630009,11,60,60,30
6911,3630011,11,60,60,30
6912,3630012,11,60,60,30
6913,3630013,11,60,60,30
6914,3630014,11,60,60,30
6915,3630015,11,60,60,30
6916,3630016,11,60,60,30
6917,3630017,11,60,60,30
6918,3630018,11,60,60,30
6919,3630020,11,60,60,30
6920,3630021,11,60,60,30
6921,3630022,11,60,60,30
6922,3630023,11,60,60,30
6923,3630024,11,60,60,30
6924,3630025,11,60,60,30
6925,3630026,11,60,60,30
6926,3630027,11,60,60,30
6927,3630028,11,60,60,30
6928,3630029,11,60,60,30
6929,3630030,11,60,60,30
6930,3650001,1,9,9,1
6931,3650002,1,9,9,1
6932,3650003,1,9,9,1
6933,3650005,1,9,9,1
6934,3650007,1,9,9,1
6935,3650008,1,9,9,1
6936,3650009,1,9,9,1
6937,3650010,1,9,9,1
6938,3650012,1,9,9,1
6939,3650013,1,9,9,1
6940,3650014,1,9,9,1
6941,3650018,1,9,9,1
6942,3650019,1,9,9,1
6943,3650020,1,9,9,1
6944,3650022,1,9,9,1
6945,3650026,1,9,9,1
6946,3650027,1,9,9,1
6947,3650028,1,9,9,1
6948,3650029,1,9,9,1
6949,3670100,12,61,61,30
6950,3670105,12,61,61,30
6951,3670110,12,61,61,30
6952,3670111,12,61,61,30
6953,3670115,12,61,61,30
6954,3670120,12,61,61,30
6955,3670125,12,61,61,30
6956,3670130,12,61,61,30
6957,3670135,12,61,61,30
6958,3670140,12,61,61,30
6959,3670200,12,61,61,30
6960,3670205,12,61,61,30
6961,3670210,12,61,61,30
6962,3670215,12,61,61,30
6963,3670220,12,61,61,30
6964,3670225,12,61,61,30
6965,3670230,12,61,61,30
6966,3670235,12,61,61,30
6967,3670240,12,61,61,30
6968,3670245,12,61,61,30
6969,3670250,12,61,61,30
6970,3670255,12,61,61,30
6971,3670300,12,61,61,30
6972,3670305,12,61,61,30
6973,3670310,12,61,61,30
6974,3670315,12,61,61,30
6975,3670320,12,61,61,30
6976,3670325,12,61,61,30
6977,3670330,12,61,61,30
6978,3670335,12,61,61,30
6979,3670340,12,61,61,30
6980,3670345,12,61,61,30
6981,3670350,12,61,61,30
6982,3670400,12,61,61,30
6983,3670405A,12,61,61,30
6984,3670405B,12,61,61,30
6985,3670410,12,61,61,30
6986,3670415,12,61,61,30
6987,3670420,12,61,61,30
6988,3670425,12,61,61,30
6989,3670430,12,61,61,30
6990,3670435,12,61,61,30
6991,3670440,12,61,61,30
6992,3670445,12,61,61,30
6993,3670450,12,61,61,30
6994,3690101,19,86,86,31
6995,3690201,19,86,86,31
6996,3690202,19,86,86,31
6997,3690203,19,86,86,31
6998,3690301,19,86,86,31
6999,3690302,19,86,86,31
7000,3690303,19,86,86,31
7001,3690401,19,86,86,31
7002,3690402,19,86,86,31
7003,3710001,23,74,74,19
7004,3710002,23,74,74,19
7005,3710003,23,74,74,19
7006,3710004,23,74,74,19
7007,3710005,23,74,74,19
7008,3710006,23,74,74,19
7009,3710007,23,74,74,19
7010,3710009,23,74,74,19
7011,3710010,23,74,74,19
7012,3730001,36,19,19,3
7013,3730002,36,19,19,3
7014,3730003,36,19,19,3
7015,3730004,36,19,19,3
7016,3730005,36,19,19,3
7017,3730006,36,19,19,3
7018,3730007,36,19,19,3
7019,3730008,36,19,19,3
7020,3730009,36,19,19,3
7021,3730010,36,19,19,3
7022,3730011,36,19,19,3
7023,3730012,36,19,19,3
7024,3730013,36,19,19,3
7025,3730014,36,19,19,3
7026,3730015,36,19,19,3
7027,3730016,36,19,19,3
7028,3730017,36,19,19,3
7029,3730018,36,19,19,3
7030,3730019,36,19,19,3
7031,3730020,36,19,19,3
7032,3730021,36,19,19,3
7033,3750121,13,87,87,31
7034,3750122,13,87,87,31
7035,3750123,13,87,87,31
7036,3750124,13,87,87,31
7037,3750125,13,87,87,31
7038,3750126,13,87,87,31
7039,3750221,13,87,87,31
7040,3750222,13,87,87,31
7041,3750223,13,87,87,31
7042,3750224,13,87,87,31
7043,3750225,13,87,87,31
7044,3750321,13,87,87,31
7045,3750322,13,87,87,31
7046,3750323,13,87,87,31
7047,3750324,13,87,87,31
7048,3750325,13,87,87,31
7049,3750326,13,87,87,31
7050,3750327,13,87,87,31
7051,3750421,13,87,87,31
7052,3750422,13,87,87,31
7053,3750424,13,87,87,31
7054,3750425,13,87,87,31
7055,3750426,13,87,87,31
7056,3750427,13,87,87,31
7057,3770001,23,74,74,29
7058,3770002,23,74,74,29
7059,3770003,23,74,74,29
7060,3770004,23,74,74,29
7061,3770005,23,74,74,29
7062,3770006,23,74,74,29
7063,3770007,23,74,74,29
7064,3790101,4,5,5,2
7065,3790102,4,5,5,2
7066,3790203,4,5,5,2
7067,3790204,4,5,5,2
7068,3790305,4,5,5,2
7069,3790306,4,5,5,2
7070,3790407,4,5,5,2
7071,3790408,4,5,5,2
7072,3810110,13,86,86,31
7073,3810111,13,86,86,31
7074,3810112,13,86,86,31
7075,3810114,13,86,86,31
7076,3810123,13,86,86,31
7077,3810208,13,86,86,31
7078,3810220,13,86,86,31
7079,3810222,13,86,86,31
7080,3810227,13,86,86,31
7081,3810228,13,86,86,31
7082,3810230,13,86,86,31
7083,3810305,13,86,86,31
7084,3810306,13,86,86,31
7085,3810307,13,86,86,31
7086,3810309,13,86,86,31
7087,3810324,13,86,86,31
7088,3810325,13,86,86,31
7089,3810415,13,86,86,31
7090,3810418,13,86,86,31
7091,3810421,13,86,86,31
7092,3810426,13,86,86,31
7093,3810429,13,86,86,31
7094,3830001,23,72,72,28
7095,3830002,23,72,72,28
7096,3830003A,23,72,72,28
7097,3830003B,23,72,72,28
7098,3830004,23,72,72,28
7099,3850001,21,53,53,19
7100,3850002,21,53,53,19
7101,3850003,21,53,53,19
7102,3850004,21,53,53,19
7103,3850006,21,53,53,19
7104,3850007,21,53,53,19
7105,3870001,4,1,1,1
7106,3870002,4,1,1,1
7107,3870003,4,1,1,1
7108,3870004,4,1,1,1
7109,3870005,4,1,1,1
7110,3870007,4,1,1,1
7111,3870009,4,1,1,1
7112,3870010,4,1,1,1
7113,3870011,4,1,1,1
7114,3870013,4,1,1,1
7115,3870014,4,1,1,1
7116,3870017,4,1,1,1
7117,3870018,4,1,1,1
7118,3870019,4,1,1,1
7119,3870020,4,1,1,1
7120,3870021,4,1,1,1
7121,3870024,4,1,1,1
7122,3870027,4,1,1,1
7123,3870028,4,1,1,1
7124,3870029,4,1,1,1
7125,3870030,4,1,1,1
7126,3870031,4,1,1,1
7127,3890001,23,74,74,19
7128,3890002,23,74,74,19
7129,3890003,23,74,74,19
7130,3890004,23,74,74,19
7131,3890005,23,74,74,19
7132,3890006,23,74,74,19
7133,3890007,23,74,74,19
7134,3890008,23,74,74,19
7135,3890010,23,74,74,19
7136,3890011,23,74,74,19
7137,3890012,23,74,74,19
7138,3910001,27,30,30,18
7139,3910002,27,30,30,18
7140,3910003,27,30,30,18
7141,3910004,27,30,30,18
7142,391001A,27,30,30,18
7143,391002A,27,30,30,18
7144,391002B,27,30,30,18
7145,391003A,27,30,30,18
7146,391004A,27,30,30,18
7147,391004B,27,30,30,18
7148,3930001,13,88,88,31
7149,3930002,13,88,88,31
7150,3930003,13,88,88,31
7151,39304-1,13,88,88,31
7152,39304-2,13,88,88,31
7153,3950001,17,12,12,5
7154,3950002,17,12,12,5
7155,3950003,17,12,12,5
7156,3950004,17,12,12,5
7157,3950005,17,12,12,5
7158,3950006,17,12,12,5
7159,3950007,17,12,12,5
7160,3950008,17,12,12,5
7161,3950011,17,12,12,5
7162,3950013,17,12,12,5
7163,3950016,17,12,12,5
7164,3950018,17,12,12,5
7165,3950019,17,12,12,5
7166,3950022,17,12,12,5
7167,3950023,17,12,12,5
7168,3970001,4,33,33,2
7169,3970002,4,33,33,2
7170,3970003,4,33,33,2
7171,3970004,4,33,33,2
7172,397001A,4,33,33,2
7173,397001B,4,33,33,2
7174,397001C,4,33,33,2
7175,397002A,4,33,33,2
7176,397002B,4,33,33,2
7177,397002C,4,33,33,2
7178,397003A,4,33,33,2
7179,397003B,4,33,33,2
7180,397003C,4,33,33,2
7181,397003D,4,33,33,2
7182,397004A,4,33,33,2
7183,397004B,4,33,33,2
7184,397004C,4,33,33,2
7185,3990001,11,72,72,28
7186,3990002,11,72,72,28
7187,3990003,11,72,72,28
7188,3990004A,11,72,72,28
7189,3990004B,11,72,72,28
7190,3990005,11,72,72,28
7191,3990006,11,72,72,28
7192,3990007,11,72,72,28
7193,3990008,11,72,72,28
7194,3990009,11,72,72,28
7195,3990010,11,72,72,28
7196,4010111,1,11,11,1
7197,4010112,1,11,11,1
7198,4010113,1,11,11,1
7199,4010114,1,11,11,1
7200,4010201,1,11,11,1
7201,4010212,1,11,11,1
7202,4010213,1,11,11,1
7203,4010214,1,11,11,1
7204,4010215,1,11,11,1
7205,4010302,1,11,11,1
7206,4010303,1,11,11,1
7207,4010314A,1,11,11,1
7208,4010314B,1,11,11,1
7209,4010315,1,11,11,1
7210,4010316,1,11,11,1
7211,4010317,1,11,11,1
7212,4010318,1,11,11,1
7213,4010319,1,11,11,1
7214,4010404,1,11,11,1
7215,4010405,1,11,11,1
7216,4010416,1,11,11,1
7217,4010417,1,11,11,1
7218,4010418,1,11,11,1
7219,4030001,1,9,9,3
7220,4030002,1,9,9,3
7221,4030003,1,9,9,3
7222,4030004,1,9,9,3
7223,4030005,1,9,9,3
7224,4030006,1,9,9,3
7225,4030007,1,9,9,3
7226,4030008,1,9,9,3
7227,4050001,1,57,57,3
7228,4050002,1,57,57,3
7229,4050003,1,57,57,3
7230,4050004,1,57,57,3
7231,4050005,1,57,57,3
7232,4050006,1,57,57,3
7233,4050007,1,57,57,3
7234,4050008,1,57,57,3
7235,4050009,1,57,57,3
7236,4050010,1,57,57,3
7237,4050011,1,57,57,3
7238,4070001,8,18,18,3
7239,4070002,8,18,18,3
7240,4070003,8,18,18,3
7241,4070004,8,18,18,3
7242,4070005,8,18,18,3
7243,4070006,8,18,18,3
7244,4070007,8,18,18,3
7245,4070008,8,18,18,3
7246,4070010,8,18,18,3
7247,4070013,8,18,18,3
7248,4070014,8,18,18,3
7249,4090101,27,43,43,21
7250,4090102,34,43,43,21
7251,4090103,27,43,43,21
7252,4090104,34,43,43,21
7253,4090105,34,43,43,21
7254,4090106,27,43,43,21
7255,4090107,27,43,43,21
7256,4090108,27,43,43,21
7257,4090109,27,43,43,21
7258,4090110,27,43,43,21
7259,4090111,27,43,43,21
7260,4090112,27,43,43,21
7261,4090113,27,43,43,21
7262,4090114,27,43,43,21
7263,4090115,27,43,43,21
7264,4090116,27,43,43,21
7265,4090117,34,43,43,21
7266,4090118,34,43,43,21
7267,4090119,27,43,43,21
7268,4090120,27,43,43,21
7269,4090121,27,43,43,21
7270,4090122,34,43,43,21
7271,4090123,27,43,43,21
7272,4090124,34,43,43,21
7273,4090125,27,43,43,21
7274,4110001,11,59,59,24
7275,411002A,11,59,59,24
7276,411002B,11,59,59,24
7277,411003A,11,59,59,24
7278,411003B,11,59,59,24
7279,411004A,11,59,59,24
7280,411004B,11,59,59,24
7281,4130001,23,53,53,28
7282,4130002,23,53,53,28
7283,4130003,23,53,53,28
7284,4130004,23,53,53,28
7285,4150005,19,83,83,28
7286,4150006,19,83,83,28
7287,4150007,19,83,83,28
7288,4150008,19,83,83,28
7289,4150009,19,83,83,28
7290,4150010,19,83,83,28
7291,4150011,19,83,83,28
7292,4150012,19,83,83,28
7293,4150013,19,83,83,28
7294,4150014,19,83,83,28
7295,4150015,19,83,83,28
7296,4170101,19,60,60,28
7297,4170202,19,60,60,28
7298,4170303,19,60,60,28
7299,4170307,19,60,60,28
7300,4170404,19,60,60,28
7301,4170405,19,60,60,28
7302,4170406A,19,60,60,28
7303,4170406B,19,60,60,28
7304,4190002,1,9,9,3
7305,4190003,1,9,9,3
7306,4190004,1,9,9,3
7307,4190005,1,9,9,3
7308,4190006,1,9,9,3
7309,4190007,1,9,9,3
7310,4190008,1,9,9,3
7311,419001N,1,9,9,3
7312,419001S,1,9,9,3
7313,419001W,1,9,9,3
7314,419009N,1,9,9,3
7315,419009S,1,9,9,3
7316,41901SE,1,9,9,3
7317,41901SW,1,9,9,3
7318,4210101,13,87,87,31
7319,4210102,13,87,87,31
7320,4210201,13,87,87,31
7321,4210202,13,87,87,31
7322,4210301,13,87,87,31
7323,4210302,13,87,87,31
7324,4210401,13,87,87,31
7325,4230001,1,6,6,1
7326,4230002,1,6,6,1
7327,4230003,1,6,6,1
7328,4230004,1,5,5,1
7329,4230005,1,5,5,1
7330,4230006,1,5,5,1
7331,4230007,1,5,5,1
7332,4230008,1,5,5,1
7333,4230009,1,6,6,1
7334,4230010,1,5,5,1
7335,4230011,1,6,6,1
7336,4230012,1,6,6,1
7337,4230013,1,6,6,1
7338,4230014,1,5,5,1
7339,4230015,1,5,5,1
7340,4230016,1,6,6,1
7341,4230017,1,5,5,1
7342,4230018,1,6,6,1
7343,4230019,1,5,5,1
7344,4230020,1,6,6,1
7345,4230021,1,6,6,1
7346,4230022,1,6,6,1
7347,4230023,1,6,6,1
7348,4230025,1,6,6,1
7349,4230026,1,5,5,1
7350,4230027,1,6,6,1
7351,4230028,1,6,6,1
7352,4230029,1,5,5,1
7353,4230030,1,6,6,1
7354,4230031,1,6,6,1
7355,4230032,1,6,6,1
7356,4230034,1,6,6,1
7357,4230035,1,6,6,1
7358,4230036,1,6,6,1
7359,4230037,1,6,6,1
7360,4230038,1,6,6,1
7361,4230039,1,6,6,1
7362,4230040,1,6,6,1
7363,4230041,1,6,6,1
7364,4230042,1,6,6,1
7365,4230043,1,6,6,1
7366,4230044,1,6,6,1
7367,4230045,1,5,5,1
7368,4230046,1,5,5,1
7369,4230047,1,5,5,1
7370,4230048,1,6,6,1
7371,4230049,1,6,6,1
7372,4230050,1,6,6,1
7373,4230052,1,5,5,1
7374,4230054,1,6,6,1
7375,4230055,1,6,6,1
7376,4230056,1,6,6,1
7377,4230058,1,6,6,1
7378,4230059,1,6,6,1
7379,4230060,1,6,6,1
7380,4230061,1,6,6,1
7381,4230063,1,6,6,1
7382,4230064,1,6,6,1
7383,4230065,1,6,6,1
7384,4230066,1,6,6,1
7385,4230070,1,6,6,1
7386,4230071,1,6,6,1
7387,4230072,1,6,6,1
7388,4230073,1,6,6,1
7389,4230074,1,6,6,1
7390,4230075,1,6,6,1
7391,4230076,1,6,6,1
7392,4230077,1,6,6,1
7393,4230078,1,6,6,1
7394,4230079,1,6,6,1
7395,4230080,1,6,6,1
7396,4230081,1,6,6,1
7397,4230082,1,6,6,1
7398,4250001,25,59,59,22
7399,4250002,25,59,59,22
7400,4250003,25,59,59,22
7401,4250004,25,59,59,22
7402,4270001,28,31,31,21
7403,4270002,28,31,31,21
7404,4270003,28,31,31,21
7405,4270004,28,31,31,21
7406,4270005,28,31,31,21
7407,4270006,28,31,31,21
7408,4270007,28,31,31,21
7409,4270008,28,31,31,21
7410,4270009,28,31,31,21
7411,4270010,28,31,31,21
7412,4291-11,11,60,60,28
7413,4292-11,11,60,60,28
7414,4292-19A,19,60,60,28
7415,4292-19B,19,60,60,28
7416,4292-19C,19,60,60,28
7417,4293-11,11,60,60,28
7418,4293-19,19,60,60,28
7419,4294-11,11,60,60,28
7420,4294-19,19,60,60,28
7421,4295-11,11,60,60,28
7422,4310001A,11,72,72,28
7423,4310001B,11,72,72,28
7424,4310002A,11,72,72,28
7425,4310002B,11,72,72,28
7426,4310002C,11,72,72,28
7427,4310002D,11,72,72,28
7428,4310003,11,72,72,28
7429,4310004,11,72,72,28
7430,4330001,19,68,68,28
7431,4330002,19,68,68,28
7432,4330003,19,68,68,28
7433,4330004,19,68,68,28
7434,4350101,23,53,53,28
7435,4350201,23,53,53,28
7436,4350301,23,53,53,28
7437,4350401,23,53,53,28
7438,4370001,13,88,88,31
7439,4370002,13,88,88,31
7440,4370003,13,88,88,31
7441,4370004,13,88,88,31
7442,4370006,13,88,88,31
7443,4370007,13,88,88,31
7444,4370009,13,88,88,31
7445,4370011,13,88,88,31
7446,4391001,12,95,95,10
7447,4391004,12,97,97,10
7448,4391005,33,95,95,10
7449,4391008,33,95,95,10
7450,4391009,12,97,97,12
7451,4391010,33,95,95,10
7452,4391011,33,90,90,10
7453,4391012,6,95,95,10
7454,4391013,33,95,95,10
7455,4391014,12,90,90,10
7456,4391015,12,90,90,12
7457,4391019,33,90,90,10
7458,4391021,12,97,97,10
7459,4391022,12,97,97,10
7460,4391023,6,96,96,10
7461,4391024,6,96,96,10
7462,4391025,33,95,95,10
7463,4391034,6,96,96,10
7464,4391056,12,95,95,10
7465,4391059,33,95,95,10
7466,4391061,12,90,90,10
7467,4391062,33,97,90,10
7468,4391064,24,95,95,9
7469,4391066,33,90,90,10
7470,4391071,12,97,97,10
7471,4391074,33,90,90,10
7472,4391075,33,90,90,10
7473,4391076,12,97,97,10
7474,4391078,33,95,95,10
7475,4391079,33,95,95,10
7476,4391080,33,90,90,10
7477,4391081,12,97,97,10
7478,4391082,33,90,90,10
7479,4391083,33,90,90,10
7480,4391084,33,95,95,10
7481,4391085,33,90,90,10
7482,4391088,33,90,90,10
7483,4391089,33,95,95,10
7484,4391090,33,95,95,10
7485,4391094,12,99,99,12
7486,4391095,12,97,97,10
7487,4391098,33,90,90,10
7488,4391099,33,95,95,10
7489,4391103,12,96,96,10
7490,4391104,33,95,95,10
7491,4391105,12,97,97,10
7492,4391106,33,95,95,10
7493,4391108,12,97,97,10
7494,4391109,33,90,90,10
7495,4391111,12,97,97,10
7496,4391117,12,97,97,10
7497,4391119,12,97,97,10
7498,4391120,12,99,90,12
7499,4391126,6,95,95,10
7500,4391127,33,95,95,10
7501,4391132,33,90,90,10
7502,4391133,12,97,97,10
7503,4391142,12,97,97,10
7504,4391146,6,95,95,10
7505,4391149,33,95,95,10
7506,4391150,12,95,95,10
7507,4391151,33,95,95,9
7508,4391153,33,95,95,10
7509,4391154,33,95,95,10
7510,4391165,12,90,90,10
7511,4391167,12,97,97,10
7512,4391170,6,95,95,10
7513,4391175,24,93,93,10
7514,4391184,6,95,95,10
7515,4391186,12,97,97,10
7516,4391188,33,95,95,10
7517,4391189,12,95,95,10
7518,4391197,24,93,93,9
7519,4391198,33,90,90,9
7520,4391199,12,93,93,9
7521,4391206,12,97,97,10
7522,4391207,12,97,97,10
7523,4391208,12,97,97,10
7524,4391211,33,95,95,10
7525,4391227,33,95,95,9
7526,4391236,6,95,95,9
7527,4391237,33,90,90,10
7528,4391238,6,97,97,10
7529,4391241,12,97,97,10
7530,4391244,6,95,95,10
7531,4391251,6,96,96,10
7532,4391255,6,96,96,10
7533,4391257,12,95,95,10
7534,4391264,12,97,97,10
7535,4391265,12,97,97,10
7536,4391270,6,95,95,10
7537,4391271,25,96,96,10
7538,4391273,33,90,90,10
7539,4391277A,33,95,95,9
7540,4391277B,6,95,95,9
7541,4391278,33,95,95,10
7542,4391279,6,95,95,10
7543,4391291,33,95,95,10
7544,4391292,12,97,97,10
7545,4391293,33,95,95,10
7546,4391294,6,96,96,10
7547,4391295,33,95,95,10
7548,4391296,12,97,97,10
7549,4391297,33,95,95,10
7550,4391298,12,97,97,10
7551,4391300,12,95,95,10
7552,4391301,33,95,95,10
7553,4391311,6,95,95,10
7554,4391337,12,97,97,10
7555,4391339,12,97,97,10
7556,4391345,6,96,96,10
7557,4391346,33,95,95,10
7558,4391347,12,96,96,10
7559,4391348,12,97,97,10
7560,4391351,33,90,90,10
7561,4391352,6,96,96,10
7562,4391366,12,97,97,10
7563,4391376,12,95,95,10
7564,4391377,12,97,97,10
7565,4391378,6,96,96,10
7566,4391380,6,93,93,10
7567,4391382,6,92,92,9
7568,4391388,24,92,92,9
7569,4391394,25,96,96,10
7570,4391404,33,92,92,9
7571,4391407,6,95,95,10
7572,4391408,33,90,90,10
7573,4391412,33,90,90,10
7574,4391414,6,95,95,10
7575,4391415,33,95,95,10
7576,4391416,12,90,90,10
7577,4391418,25,96,96,10
7578,4391420,33,93,93,10
7579,4391423,12,97,97,10
7580,4391424,12,97,97,10
7581,4391427,6,95,95,10
7582,4391430,33,93,93,9
7583,4391431,6,96,96,10
7584,4391434,33,97,90,10
7585,4391436,6,96,96,10
7586,4391437,33,95,95,9
7587,4391439,33,95,95,10
7588,4391440,12,95,95,10
7589,4391441,6,92,92,9
7590,4391444,12,95,95,10
7591,4391445,33,97,97,10
7592,4391455,33,90,90,10
7593,4391457,12,97,97,10
7594,4391459,6,97,97,10
7595,4391460,33,95,95,9
7596,4391463,6,93,93,9
7597,4391472,12,97,90,12
7598,4391473,33,90,90,10
7599,4391476,33,90,90,10
7600,4391477,33,90,90,10
7601,4391479,33,95,95,10
7602,4391481,33,90,90,10
7603,4391482,33,90,90,10
7604,4391489,6,95,95,10
7605,4391490,33,95,95,10
7606,4391491,33,95,95,10
7607,4391501,6,96,96,10
7608,4391504,6,96,96,10
7609,4391514,6,95,95,10
7610,4391515,6,96,96,10
7611,4391518,33,95,95,10
7612,4391543,33,95,95,10
7613,4391544,33,90,90,10
7614,4391547,24,92,92,10
7615,4391549,12,95,95,10
7616,4391550,33,90,90,10
