,CNTYVTD,CD,sldl309,sldl358,sldu172
2008,1131085,30,110,110,23
2009,1131086,30,100,100,2
2010,1131087A,30,100,100,23
2011,1131087B,5,100,100,23
2012,1131087C,30,100,100,2
2013,1131087D,30,100,100,23
2014,1131088,30,110,110,23
2015,1131089,30,100,100,23
2016,1131090,30,110,110,23
2017,1131091,30,110,110,23
2018,1131092,30,110,110,23
2019,1131093,30,110,110,23
2020,1131094,30,110,110,23
2021,1131095,30,110,110,23
2022,1131096,30,110,110,23
2023,1131097,30,110,110,23
2024,1131098,30,110,110,23
2025,1131099,30,110,110,2
2026,1131100,30,110,110,23
2027,1131101,30,110,110,23
2028,1131102,30,110,110,23
2029,1131103,30,110,110,23
2030,1131104,30,110,110,23
2031,1131105,30,110,110,2
2032,1131106,30,109,109,2
2033,1131107,30,109,109,2
2034,1131108,30,110,110,2
2035,1131109,30,110,110,2
2036,1131110,5,109,109,2
2037,1131111,30,109,109,2
2038,1131112,30,100,100,23
2039,1131113,30,110,110,23
2040,1131114,30,100,100,23
2041,1131115,5,100,100,2
2042,1131116,30,100,100,2
2043,1131117,32,108,108,16
2044,1131118,30,108,108,23
2045,1131119,30,100,100,23
2046,1131120,32,108,108,23
2047,1131121,5,107,107,2
2048,1131122,30,108,108,23
2049,1131124,30,110,110,23
2050,1131125,5,107,107,2
2051,1131126,5,114,114,16
2052,1131127,32,102,102,8
2053,1131128,5,114,114,16
2054,1131129,32,114,114,2
2055,1131130,30,108,108,23
2056,1131131,32,108,108,23
2057,1131132,30,108,108,23
2058,1131133,5,100,100,2
2059,1131134,30,100,100,23
2060,1131135,30,110,110,23
2061,1131136,5,109,109,2
2062,1131137,5,100,100,2
2063,1131138,32,108,108,23
2064,1131139,5,107,107,2
2065,1131140,30,110,110,23
2066,1131141A,5,107,107,2
2067,1131141B,30,107,107,2
2068,1131300,5,107,107,2
2069,1131301,5,107,107,2
2070,1131302,5,107,107,2
2071,1131303,5,100,100,23
2072,1131304,5,100,100,2
2073,1131305,5,107,107,2
2074,1131307,5,100,100,23
2075,1131308A,5,100,100,2
2076,1131308B,5,100,100,23
2077,1131309,5,100,100,2
2078,1131310,5,107,107,2
2079,1131311,5,107,107,2
2080,1131312,5,107,107,2
2081,1131313,5,100,100,2
2082,1131314,5,110,110,2
2083,1131315,5,100,100,2
2084,1131316,5,107,107,2
2085,1131317,5,107,107,2
2086,1131500,32,102,102,8
2087,1131501,32,102,102,8
2088,1131502,32,102,102,8
2089,1131503,32,102,102,8
2090,1131504,32,102,102,8
2091,1131700,32,112,112,16
2092,1131701,32,112,112,16
2093,1131702,32,112,112,16
2094,1131703,32,112,112,16
2095,1131704,32,102,102,16
2096,1131705,32,102,102,16
2097,1131706,32,102,102,16
2098,1131707,5,112,112,16
2099,1131708,32,112,112,16
2100,1131709,32,112,112,2
2101,1131710,32,112,112,16
2102,1131711,32,112,112,16
2103,1131712A,32,112,112,16
2104,1131712B,5,112,112,16
2105,1131713,32,107,107,2
2106,1131714,32,107,107,2
2107,1131715,32,113,113,2
2108,1131716,32,113,113,2
2109,1131717,32,113,113,2
2110,1131718,32,107,107,2
2111,1131719,5,107,107,2
2112,1131720,5,107,107,2
2113,1131721,32,107,107,2
2114,1131722,32,113,113,2
2115,1131723,32,113,113,2
2116,1131724,32,107,107,2
2117,1131725,32,107,107,2
2118,1131726,32,107,107,2
2119,1131727,32,107,107,16
2120,1131728,5,107,107,16
2121,1131729,32,113,113,2
2122,1131730,5,114,114,16
2123,1131731,5,107,107,16
2124,1132000,24,103,103,16
2125,1132001,24,115,115,16
2126,1132002,24,114,114,16
2127,1132003,24,114,114,16
2128,1132004,24,114,114,16
2129,1132005,24,114,114,16
2130,1132006,24,114,114,16
2131,1132007,32,114,114,16
2132,1132008,32,114,114,16
2133,1132009,24,114,114,16
2134,1132010,24,114,114,16
2135,1132011,32,114,114,16
2136,1132012,24,114,114,16
2137,1132013,32,114,114,16
2138,1132014,32,114,114,16
2139,1132015,24,114,114,16
2140,1132016,32,114,114,16
2141,1132017,32,114,114,16
2142,1132018,32,114,114,16
2143,1132019,32,114,114,16
2144,1132020,32,114,114,16
2145,1132021,32,108,108,16
2146,1132022,32,114,114,16
2147,1132023,32,114,114,16
2148,1132024,32,114,114,16
2149,1132025,32,108,108,16
2150,1132026,32,108,108,16
2151,1132027,32,114,114,16
2152,1132028A,24,103,103,16
2153,1132028B,24,115,103,16
2154,1132029,32,108,108,16
2155,1132030,32,108,108,16
2156,1132031,32,108,108,16
2157,1132032,32,108,108,16
2158,1132033,32,108,108,16
2159,1132034,32,108,108,16
2160,1132035,32,108,108,16
2161,1132036,32,108,108,16
2162,1132037,32,108,108,16
2163,1132038,32,108,108,16
2164,1132039,32,108,108,16
2165,1132040,32,108,108,16
2166,1132041,24,102,102,16
2167,1132042,32,102,102,16
2168,1132043,32,102,102,16
2169,1132044,32,102,102,16
2170,1132045,32,102,102,16
2171,1132046,32,102,102,16
2172,1132047,32,102,102,16
2173,1132048,24,102,102,16
2174,1132049,32,102,102,16
2175,1132050,32,102,102,16
2176,1132051,32,102,102,16
2177,1132052,32,102,102,16
2178,1132053,24,114,114,16
2179,1132054,24,114,114,16
2180,1132055,24,114,114,16
2181,1132056,32,114,114,16
2182,1132057,32,102,102,16
2183,1132058,32,102,102,16
2184,1132059,32,114,114,16
2185,1132060,5,114,114,16
2186,1132061,5,114,114,16
2187,1132062,5,114,114,16
2188,1132063,32,114,114,16
2189,1132064,32,114,114,16
2190,1132065,5,114,114,2
2191,1132066,5,114,114,16
2192,1132067,5,114,114,16
2193,1132068,32,114,114,16
2194,1132069,32,107,107,16
2195,1132070,5,107,107,16
2196,1132071,32,107,107,16
2197,1132072,5,107,107,16
2198,1132073,5,107,107,2
2199,1132074,24,115,115,16
2200,1132076,24,115,103,16
2201,1132077,32,114,114,16
2202,1132078,24,115,115,16
2203,1132079,24,102,102,16
2204,1132200,32,108,108,16
2205,1132201,32,108,108,16
2206,1132202,32,108,108,16
2207,1132203,32,108,108,16
2208,1132220,32,108,108,16
2209,1132221,32,108,108,16
2210,1132222,32,108,108,16
2211,1132223,32,108,108,16
2212,1132224,32,108,108,16
2213,1132225,32,108,108,16
2214,1132226,32,108,108,16
2215,1132300,24,115,115,16
2216,1132301,24,115,115,16
2217,1132302,24,103,103,16
2218,1132303,24,115,115,16
2219,1132305,24,115,115,16
2220,1132306,24,115,115,16
2221,1132307,24,115,115,16
2222,1132308,24,115,103,16
2223,1132309,24,115,103,16
2224,1132310,24,115,115,16
2225,1132311,24,103,115,16
2226,1132312,24,103,103,16
2227,1132400,24,115,115,16
2228,1132401,24,115,115,16
2229,1132402,24,115,115,16
2230,1132403,24,115,115,16
2231,1132404,24,115,115,16
2232,1132405,24,115,115,16
2233,1132406,24,115,115,16
2234,1132407,24,115,115,16
2235,1132408,24,115,115,16
2236,1132409,24,103,115,16
2237,1132410,24,115,115,16
2238,1132411,24,103,115,16
2239,1132500,32,102,102,8
2240,1132501,32,112,112,8
2241,1132502,32,112,112,8
2242,1132503,32,102,102,8
2243,1132504,32,102,102,8
2244,1132505,32,102,102,8
2245,1132506,32,102,102,8
2246,1132507,32,102,102,8
2247,1132508,32,112,112,8
2248,1132509,32,112,112,8
2249,1132510,32,112,112,8
2250,1132511,32,112,112,8
2251,1132512,32,112,112,8
2252,1132513,32,102,102,8
2253,1132514,32,102,102,8
2254,1132601,24,115,115,16
2255,1132602,24,115,115,16
2256,1132603,24,115,115,16
2257,1132604,24,115,115,16
2258,1132605,24,115,115,16
2259,1132606,24,115,115,16
2260,1132700,32,112,112,16
2261,1132701,32,112,112,16
2262,1132702,32,112,112,16
2263,1132703,32,112,112,16
2264,1132704,32,112,112,16
2265,1132705,32,112,112,16
2266,1132706,32,112,112,16
2267,1132707,32,112,112,16
2268,1132708,32,112,112,16
2269,1132709,32,112,112,16
2270,1132710,32,113,113,16
2271,1132711,32,112,112,16
2272,1132712,32,113,113,16
2273,1132713,32,113,113,2
2274,1132714,32,113,113,2
2275,1132715,32,113,113,16
2276,1132716,32,113,113,16
2277,1132717,32,112,112,16
2278,1132800,24,115,115,16
2279,1132801,24,115,115,16
2280,1132802,24,115,115,16
2281,1132803,24,115,115,16
2282,1132804,24,115,115,16
2283,1132805,24,115,115,16
2284,1132806,24,115,115,16
2285,1132807A,24,115,115,16
2286,1132807B,26,115,115,16
2287,1132808,24,115,115,16
2288,1132809,24,115,115,16
2289,1132810A,24,115,115,16
2290,1132810B,26,115,115,16
2291,1132900,24,102,102,16
2292,1132901,24,115,115,16
2293,1132902,24,102,102,16
2294,1132903,24,102,102,16
2295,1132904,24,115,115,16
2296,1132905,24,102,102,16
2297,1132910,26,115,115,16
2298,1132911,26,115,115,16
2299,1132920,32,113,113,16
2300,1132921,32,113,113,16
2301,1132922,32,112,112,16
2302,1132923,32,113,113,16
2303,1132924,32,113,113,16
2304,1132925,32,113,113,16
2305,1132926,32,113,113,16
2306,1132927,32,112,112,16
2307,1132928,32,113,113,16
2308,1132929,32,113,113,16
2309,1132940,32,112,112,8
2310,1132941,32,112,112,8
2311,1132942,32,112,112,8
2312,1133000,32,108,108,16
2313,1133001,30,111,111,23
2314,1133002,33,111,111,23
2315,1133003,30,111,111,23
2316,1133004,30,111,111,23
2317,1133005,30,100,100,23
2318,1133006,30,108,108,23
2319,1133007,30,108,108,23
2320,1133008A,30,108,108,23
2321,1133008B,30,108,108,23
2322,1133009,30,108,108,23
2323,1133010,30,108,108,23
2324,1133011,30,108,108,23
2325,1133012,30,110,110,23
2326,1133013,30,109,109,2
2327,1133014,5,113,113,2
2328,1133015,5,113,113,2
2329,1133016A,30,100,100,23
2330,1133016B,30,100,100,23
2331,1133017,30,100,100,23
2332,1133018,30,100,100,23
2333,1133019,30,100,100,23
2334,1133020,30,100,100,23
2335,1133021,30,100,100,23
2336,1133022,30,100,100,23
2337,1133023,30,100,100,23
2338,1133024,30,100,100,23
2339,1133025,30,110,110,23
2340,1133026,30,100,100,23
2341,1133027,30,100,100,23
2342,1133028,30,100,100,23
2343,1133029,30,100,100,23
2344,1133030,30,109,109,2
2345,1133031,30,109,109,2
2346,1133032,33,104,104,23
2347,1133033,30,100,100,23
2348,1133034,30,100,100,23
2349,1133035,30,100,100,23
2350,1133036,30,100,100,23
2351,1133037,30,100,100,23
2352,1133038,30,110,110,23
2353,1133039,30,110,110,23
2354,1133040,30,100,100,23
2355,1133041,33,104,104,23
2356,1133042,30,110,110,23
2357,1133043,30,110,110,23
2358,1133044,30,110,110,23
2359,1133045,30,100,100,23
2360,1133046,30,111,111,23
2361,1133047,30,111,111,23
2362,1133048,30,109,109,23
2363,1133049,30,109,109,23
2364,1133050,30,109,109,23
2365,1133051,30,110,110,23
2366,1133052,30,110,110,23
2367,1133053,30,111,111,23
2368,1133054,30,111,111,23
2369,1133055,30,111,111,23
2370,1133056,30,111,111,23
2371,1133057,30,111,111,23
2372,1133058,30,109,109,23
2373,1133059,30,109,109,23
2374,1133060,30,109,109,23
2375,1133061,30,110,110,23
2376,1133062,30,110,110,23
2377,1133063,30,111,111,23
2378,1133064,30,111,111,23
2379,1133065,30,111,111,23
2380,1133066,30,111,111,23
2381,1133067,30,111,111,23
2382,1133068,30,109,109,23
2383,1133069,30,110,110,23
2384,1133070,30,110,110,23
2385,1133071,30,110,110,23
2386,1133072,30,110,110,23
2387,1133073,30,110,109,23
2388,1133074,30,109,109,23
2389,1133075,30,109,109,23
2390,1133076,30,111,111,23
2391,1133077,30,111,111,23
2392,1133078,30,111,111,23
2393,1133079,5,113,113,2
2394,1133080,30,113,113,2
2395,1133081,32,108,108,23
2396,1133082,30,110,110,23
2397,1133083,30,109,109,2
2398,1133084,30,104,104,23
2399,1133086,32,108,108,16
2400,1133087,30,109,109,2
2401,1133088,33,111,111,23
2402,1133089,30,108,108,23
2403,1133090,30,100,100,23
2404,1133091,30,108,108,23
2405,1133092,30,111,111,23
2406,1133093,5,109,109,2
2407,1133094,30,100,100,23
2408,1133095,30,100,100,23
2409,1133096,30,104,104,23
2410,1133097,30,109,110,23
2411,1133098,30,109,110,23
2412,1133099,30,110,109,23
2413,1133100,30,109,109,23
2414,1133101,30,109,109,23
2415,1133102,30,109,109,23
2416,1133103,30,109,109,23
2417,1133104,30,109,109,23
2418,1133105,30,109,109,23
2419,1133106,30,109,109,23
2420,1133107,30,109,109,23
2421,1133108,30,109,109,23
2422,1133109,30,109,109,23
2423,1133110,30,109,109,23
2424,1133111,30,111,111,23
2425,1133112,30,111,109,23
2426,1133113,30,109,109,23
2427,1133200,30,111,111,23
2428,1133201,30,111,111,23
2429,1133202,30,111,111,23
2430,1133203,30,111,111,23
2431,1133204,30,111,111,23
2432,1133205,30,111,111,23
2433,1133206,30,111,111,23
2434,1133207,30,111,111,23
2435,1133208,30,111,111,23
2436,1133209,30,111,111,23
2437,1133210,30,111,111,23
2438,1133211,30,111,111,23
2439,1133300,32,107,107,2
2440,1133301,32,107,107,2
2441,1133302,5,107,107,2
2442,1133303,5,107,107,2
2443,1133304,5,107,107,2
2444,1133305,5,113,113,2
2445,1133306,5,107,107,2
2446,1133307,5,107,107,2
2447,1133308,5,107,107,2
2448,1133309,5,107,107,2
2449,1133310,5,107,107,2
2450,1133311,5,107,107,2
2451,1133312,5,107,107,2
2452,1133313,5,113,113,2
2453,1133314,5,113,113,2
2454,1133315,5,107,107,2
2455,1133316,5,107,107,2
2456,1133317,5,113,113,2
2457,1133318,5,113,113,2
2458,1133400,5,113,113,2
2459,1133401,30,110,110,2
2460,1133402,5,110,110,2
2461,1133404,5,110,110,2
2462,1133405,5,113,113,2
2463,1133406,5,110,110,2
2464,1133407,5,113,113,2
2465,1133408,5,110,110,2
2466,1133409,5,113,113,2
2467,1133410,5,110,110,2
2468,1133411,30,109,113,2
2469,1133500,5,113,113,2
2470,1133501,32,113,113,2
2471,1133600,30,111,111,23
2472,1133601,30,111,111,23
2473,1133602,30,111,111,23
2474,1133603,30,109,109,23
2475,1133604,30,109,109,23
2476,1133605,30,109,109,23
2477,1133606,30,109,109,23
2478,1133607,30,111,111,23
2479,1133608,30,111,111,23
2480,1133609,30,109,109,23
2481,1133610,30,109,109,23
2482,1133611,30,109,109,23
2483,1133612,30,109,109,23
2484,1133613,30,109,109,23
2485,1133614,30,109,109,23
2486,1133615,30,109,109,23
2487,1133616,30,109,109,23
2488,1133617,30,109,109,23
2489,1133618,30,109,109,23
2490,1133619,30,109,109,23
2491,1133620,30,111,111,23
2492,1133621,30,111,109,23
2493,1133700,32,113,113,2
2494,1133701,32,107,107,2
2495,1133702,32,113,113,2
2496,1133703,5,107,107,2
2497,1133800,30,109,109,23
2498,1133801,30,109,109,23
2499,1133802,30,109,109,23
2500,1133803,30,109,109,23
2501,1133805,30,109,109,23
2502,1133806,30,109,109,23
2503,1133807,30,109,109,23
2504,1133808,30,109,109,23
2505,1133809,30,109,109,23
2506,1133900,30,109,109,23
2507,1133920,5,113,113,2
2508,1133921,5,113,113,2
2509,1133922,30,109,109,2
2510,1133940A,30,109,109,23
2511,1133940B,5,109,109,23
2512,1133950,30,109,109,23
2513,1134000A,24,103,103,16
2514,1134000B,33,103,103,16
2515,1134000C,24,115,103,16
2516,1134001A,33,103,103,16
2517,1134001B,33,115,103,16
2518,1134001C,24,103,103,16
2519,1134002,24,114,114,16
2520,1134003A,33,103,103,16
2521,1134003B,33,103,103,16
2522,1134004,24,103,103,16
2523,1134005,24,115,115,16
2524,1134006A,24,114,114,16
2525,1134006B,24,114,114,16
2526,1134007,24,114,114,16
2527,1134008,33,103,103,16
2528,1134009,33,103,103,16
2529,1134010,24,114,114,16
2530,1134011,33,103,103,16
2531,1134012,24,103,103,16
2532,1134013,24,114,114,16
2533,1134014,32,108,108,16
2534,1134015,30,103,103,23
2535,1134016,30,103,103,23
2536,1134017,30,103,103,23
2537,1134018,32,103,103,16
2538,1134019,30,103,103,23
2539,1134020,32,103,103,23
2540,1134021,32,103,103,23
2541,1134022,30,103,103,23
2542,1134023,30,100,100,23
2543,1134024,30,100,100,23
2544,1134025,33,103,103,23
2545,1134026,33,103,103,23
2546,1134027,33,103,103,23
2547,1134028,33,100,100,23
2548,1134029,33,100,100,23
2549,1134030,33,103,103,23
2550,1134031,33,100,100,23
2551,1134032,30,103,103,23
2552,1134033,30,100,100,23
2553,1134035,30,104,104,23
2554,1134036,33,104,104,23
2555,1134037,33,104,104,23
2556,1134038,30,100,100,23
2557,1134039,30,110,110,23
2558,1134040,30,100,100,23
2559,1134041,30,100,100,23
2560,1134043,33,104,104,23
2561,1134044,33,104,104,23
2562,1134046,33,111,111,23
2563,1134047,30,110,110,23
2564,1134048,30,111,111,23
2565,1134049,30,104,104,23
2566,1134050,30,111,111,23
2567,1134051,30,104,104,23
2568,1134052,30,111,111,23
2569,1134053,33,104,104,23
2570,1134054,33,111,111,23
2571,1134055,33,104,104,23
2572,1134056,33,104,104,23
2573,1134057,33,104,104,23
2574,1134058,33,104,104,23
2575,1134059,33,104,104,9
2576,1134060,33,104,104,23
2577,1134061,33,104,104,23
2578,1134062,33,104,104,23
2579,1134063,33,104,104,23
2580,1134065,33,103,103,23
2581,1134066,33,104,104,23
2582,1134067,33,104,104,23
2583,1134068,33,104,104,23
2584,1134069,33,104,104,23
2585,1134070,33,104,104,23
2586,1134071,33,104,104,23
2587,1134072,33,104,104,23
2588,1134073,33,103,103,23
2589,1134074,33,103,103,23
2590,1134075,33,103,103,23
2591,1134076,33,103,103,23
2592,1134077,33,103,103,23
2593,1134078,33,104,104,23
2594,1134079,30,103,103,23
2595,1134080,30,103,103,23
2596,1134081,33,103,103,23
2597,1134082,33,103,103,23
2598,1134083,33,103,103,23
2599,1134084,33,104,104,23
2600,1134085,33,104,104,23
2601,1134086,33,103,103,23
2602,1134087A,33,103,103,16
2603,1134087B,24,103,103,16
2604,1134088,33,103,103,16
2605,1134090,33,111,111,23
2606,1134091A,33,104,104,23
2607,1134091B,33,104,104,23
2608,1134091C,33,104,104,9
2609,1134092,24,114,114,16
2610,1134093,30,111,111,23
2611,1134094,24,103,103,16
2612,1134095,24,103,103,16
2613,1134096,24,114,114,16
2614,1134097A,33,103,103,16
2615,1134097B,33,103,103,16
2616,1134098,24,114,114,16
2617,1134099,24,108,108,16
2618,1134100,32,103,103,23
2619,1134101,30,103,103,23
2620,1134102,32,108,108,23
2621,1134103,32,103,103,23
2622,1134104,32,103,103,23
2623,1134105,32,103,103,23
2624,1134106,32,108,108,23
2625,1134107,33,100,100,23
2626,1134108,33,110,110,23
2627,1134109,30,104,104,23
2628,1134110,30,111,111,23
2629,1134111,33,111,111,23
2630,1134112,30,111,111,23
2631,1134113,33,104,104,23
2632,1134114,33,104,104,23
2633,1134115,30,104,104,23
2634,1134116,30,104,104,23
2635,1134117,30,103,103,23
2636,1134118,30,103,103,23
2637,1134119,30,103,103,16
2638,1134120,33,103,103,16
2639,1134121,24,105,105,16
2640,1134122,30,105,105,23
2641,1134123,33,104,104,23
2642,1134124,33,104,104,23
2643,1134125,24,103,103,16
2644,1134300,33,104,104,23
2645,1134500,30,111,111,23
2646,1134501,30,111,111,9
2647,1134502,30,104,104,9
2648,1134503,30,104,104,9
2649,1134504,30,105,105,9
2650,1134505,30,105,105,9
2651,1134506,30,104,104,9
2652,1134507,33,104,104,9
2653,1134508,33,105,105,9
2654,1134509,30,105,105,9
2655,1134510,33,104,104,9
2656,1134511,33,104,104,9
2657,1134512,33,105,105,9
2658,1134513,33,104,104,9
2659,1134514,33,105,105,9
2660,1134515,33,104,104,9
2661,1134516,33,104,104,9
2662,1134517,33,105,105,9
2663,1134518A,33,105,105,9
2664,1134518B,33,105,105,9
2665,1134519,30,105,105,9
2666,1134520,30,104,104,9
2667,1134521,30,105,105,9
2668,1134522,30,111,111,23
2669,1134523,30,111,111,23
2670,1134525,30,104,104,9
2671,1134527,33,104,104,9
2672,1134528,30,105,105,23
2673,1134529,30,111,111,9
2674,1134530,33,104,104,9
2675,1134531,30,105,105,9
2676,1134532,33,105,105,9
2677,1134533,33,105,105,9
2678,1134534,33,105,105,9
2679,1134535,33,104,104,9
2680,1134536,30,104,104,9
2681,1134537,30,109,111,23
2682,1134538,30,105,105,9
2683,1134539,30,104,104,23
2684,1134540,33,104,104,9
2685,1134541,30,104,104,23
2686,1134542,30,104,104,23
2687,1134600,33,105,105,9
2688,1134601,33,105,105,9
2689,1134602,33,105,105,9
2690,1134603,33,103,103,23
2691,1134604,33,105,105,9
2692,1134605,33,105,105,9
2693,1134606,33,105,105,9
2694,1134607,33,103,103,9
2695,1134608A,24,105,105,9
2696,1134608B,33,105,105,9
2697,1134609,33,105,105,9
2698,1134610,33,105,105,9
2699,1134611,33,105,105,9
2700,1134612,24,105,105,9
2701,1134613A,33,103,103,9
2702,1134613B,24,103,103,9
2703,1134614,24,105,105,9
2704,1134615,33,105,105,9
2705,1134616,33,103,103,9
2706,1134617,33,105,105,16
2707,1134618,33,105,105,9
2708,1134619,24,105,105,9
2709,1134620,33,105,105,9
2710,1134621,24,105,105,16
2711,1134622,24,105,105,16
2712,1134623,24,105,105,16
2713,1134624,24,105,105,16
2714,1134625,24,105,105,16
2715,1134626,24,105,105,16
2716,1134627A,24,105,105,16
2717,1134627B,24,105,105,9
2718,1134628,24,115,115,16
2719,1134629,24,105,105,16
2720,1134630,24,105,105,16
2721,1134631,24,105,105,16
2722,1134632,24,115,115,16
2723,1134633,24,115,115,16
2724,1134634,24,105,105,16
2725,1134635,24,115,115,16
2726,1134636,24,115,115,16
2727,1134637,24,115,103,16
2728,1134639,24,105,105,16
2729,1134640,24,105,105,16
2730,1134641,24,105,105,16
2731,1134642,24,105,105,16
2732,1134644,24,115,115,16
2733,1134645,24,115,115,16
2734,1134646,33,105,105,16
2735,1134647,24,115,115,16
2736,1134648,24,115,115,16
2737,1134649,33,104,104,9
2738,1134650,33,105,105,9
2739,1134651,33,103,103,9
2740,1134652,33,103,103,9
2741,1134653,33,103,103,9
2742,1134654,33,105,105,9
2743,1134655,24,105,105,9
2744,1134656,24,105,105,9
2745,1134657,24,105,105,9
2746,1134658,33,105,105,9
2747,1134659,33,103,103,9
2748,1134660,33,105,105,9
2749,1134661,33,103,103,9
2750,1134662,33,103,103,16
2751,1134663,24,105,105,16
2752,1134664,24,115,103,16
2753,1150001,11,82,82,28
2754,1150002,11,82,82,28
2755,1150003,11,82,82,28
2756,1150004,11,82,82,28
2757,1150005,11,82,82,28
2758,1150011,11,82,82,28
2759,1150012,11,82,82,28
2760,1150013,11,82,82,28
2761,1150017,11,82,82,28
2762,1170001,13,86,86,31
2763,1170002,13,86,86,31
2764,1170003,13,86,86,31
2765,1170004,13,86,86,31
2766,1190001,4,62,62,2
2767,1190003,4,62,62,2
2768,1190004,4,62,62,2
2769,1190005,4,62,62,2
2770,1190007,4,62,62,2
2771,1190009,4,62,62,2
2772,1190010,4,62,62,2
2773,1211000,26,64,64,30
2774,1211001,26,106,106,30
2775,1211002,26,106,106,30
2776,1211003,26,106,106,30
2777,1211004A,26,106,106,30
2778,1211004B,26,106,106,30
2779,1211005,26,106,106,30
2780,1211006,26,106,106,12
2781,1211007,26,106,106,12
2782,1211008,26,64,64,30
2783,1211009,26,64,64,30
2784,1211010,26,64,64,30
2785,1211011,26,64,64,30
2786,1211012,26,64,64,30
2787,1211013,26,64,64,12
2788,1211014,26,64,64,12
2789,1211015,26,64,64,12
2790,1211016,26,64,64,12
2791,1211017,26,64,64,12
2792,1211018,26,64,64,12
2793,1211019,26,64,64,12
2794,1211020,26,64,64,12
2795,1211021,26,64,64,12
2796,1211022,26,64,64,12
2797,1211023,26,64,64,12
2798,1211024A,26,64,64,12
2799,1211024B,26,64,64,12
2800,1211025,26,106,106,12
2801,1211026,26,106,106,12
2802,1211027A,26,106,106,12
2803,1211027B,26,106,106,12
2804,1211028,26,106,106,12
2805,1211029,26,106,106,12
2806,1211030,26,106,106,12
2807,1211031,26,106,106,12
2808,1211032A,26,106,106,12
2809,1211032B,26,106,106,12
2810,1211033,26,106,106,12
2811,1211034,26,106,106,12
2812,1211035,26,106,106,12
2813,1211036,26,106,106,12
2814,1211037,26,106,106,12
2815,1211038,26,64,64,12
2816,1211039,26,64,64,12
2817,1211040,26,106,106,12
2818,1211041,26,106,106,30
2819,1211042,26,106,106,30
2820,1211043,26,106,106,30
2821,1211044,26,106,106,30
2822,1211045,26,106,106,12
2823,1211046,26,64,64,12
2824,1211047,26,106,106,12
2825,1211048,26,106,106,12
2826,1211049,26,106,106,12
2827,1211050,26,106,106,12
2828,1211051,26,106,106,12
2829,1211052,26,106,106,12
2830,1212000,24,65,65,12
2831,1212001,24,65,65,12
2832,1212002,24,65,65,12
2833,1212003,24,65,65,12
2834,1212004,24,65,65,12
2835,1212005,24,65,65,12
2836,1212006,24,65,65,12
2837,1212007,24,65,65,12
2838,1212008,24,65,65,12
2839,1212009,24,65,65,12
2840,1212010,24,65,65,12
2841,1212011,24,65,65,12
2842,1212012,24,65,65,12
2843,1212013,24,65,65,12
2844,1212014,24,65,65,12
2845,1212015,24,65,65,12
2846,1212016,24,65,65,12
2847,1212017,24,65,65,12
2848,1212018,24,106,106,12
2849,1212019,26,106,106,12
2850,1212020A,24,106,106,12
2851,1212020B,24,106,106,12
2852,1212021,26,106,106,12
2853,1212022,26,106,106,12
2854,1212023,26,106,106,12
2855,1212024,26,106,106,12
2856,1212025,26,106,106,12
2857,1212026,26,106,106,12
2858,1212027,26,106,106,12
2859,1212028,26,106,106,12
2860,1212029,26,106,106,12
2861,1212030,26,106,106,12
2862,1212031,26,106,106,12
2863,1212032A,26,106,106,12
2864,1212032B,26,106,106,12
2865,1212032C,26,106,106,12
2866,1212033,24,65,65,12
2867,1212034,24,65,65,12
2868,1212035,26,106,106,12
2869,1212096,24,106,106,12
2870,1212097,24,106,106,12
2871,1212099,24,106,106,12
2872,1213000,26,64,64,12
2873,1213001,26,64,64,12
2874,1213002,26,63,63,12
2875,1213003,26,63,63,12
2876,1213004,26,65,65,12
2877,1213005,26,65,65,12
2878,1213006,26,65,65,12
2879,1213007,26,65,65,12
2880,1213008,26,65,65,12
2881,1213009,26,65,65,12
2882,1213010,26,63,63,12
2883,1213011,26,63,63,12
2884,1213012,26,63,63,12
2885,1213013,26,63,63,12
2886,1213014,26,63,63,12
2887,1213015,26,63,63,12
2888,1213016A,26,63,63,12
2889,1213016B,26,65,65,12
2890,1213017,26,65,65,12
2891,1213018,26,65,65,12
2892,1213019,26,65,65,12
2893,1213020,26,65,65,12
2894,1213021,26,65,65,12
2895,1213022,24,65,65,12
2896,1213023,24,65,65,12
2897,1213024,26,63,63,12
2898,1213025,26,63,63,12
2899,1213026,26,63,63,12
2900,1213027,26,63,63,12
2901,1213028,26,63,63,12
2902,1213029,26,63,63,12
2903,1213030,26,63,63,12
2904,1213031,26,63,63,12
2905,1213032,26,65,65,12
2906,1213033,26,63,63,12
2907,1213098,24,63,63,12
2908,1213099,24,65,65,12
2909,1214000,26,64,64,30
2910,1214001,26,64,64,30
2911,1214002,26,63,63,12
2912,1214003,26,64,64,12
2913,1214004,26,64,64,30
2914,1214005,26,64,64,30
2915,1214006,26,64,64,30
2916,1214007,26,64,64,30
2917,1214008,26,64,64,30
2918,1214009,26,64,64,30
2919,1214010,26,64,64,30
2920,1214011,26,64,64,30
2921,1214012,26,64,64,30
2922,1214013,26,64,64,30
2923,1214014,26,64,64,12
2924,1214015,26,64,64,12
2925,1214016,26,64,64,12
2926,1214017,26,63,63,12
2927,1214018,26,63,63,12
2928,1214019,26,63,63,12
2929,1214020,26,63,63,12
2930,1214021,26,63,63,12
2931,1214022,26,63,63,12
2932,1214023A,26,63,63,12
2933,1214023B,26,63,63,12
2934,1214024,26,63,63,12
