district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,35987,110850,1513,343279,522309,10901,11730,8049,6.89,21.223,0.29,65.723,2.087,2.246,1.541
02,38505,7255,1123,459933,558252,14612,20683,16141,6.897,1.3,0.201,82.388,2.617,3.705,2.891
03,107537,20552,782,322160,497743,15016,21261,10435,21.605,4.129,0.157,64.724,3.017,4.271,2.096
04,31747,11691,776,486656,556383,10653,8672,6188,5.706,2.101,0.139,87.468,1.915,1.559,1.112
05,26921,5036,1079,433598,512943,9772,14835,21702,5.248,0.982,0.21,84.531,1.905,2.892,4.231
06,26718,8873,696,475601,554574,9880,13191,19615,4.818,1.6,0.126,85.76,1.782,2.379,3.537
07,131383,14209,952,253600,474491,16049,45220,13078,27.689,2.995,0.201,53.447,3.382,9.53,2.756
08,32627,4652,795,451026,536590,10440,20002,17048,6.08,0.867,0.148,84.054,1.946,3.728,3.177
09,51915,14856,1505,415710,549718,14719,27116,23897,9.444,2.702,0.274,75.622,2.678,4.933,4.347
