district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,5997,1349,228,472618,558168,5892,62355,9729,1.074,0.242,0.041,84.673,1.056,11.171,1.743
02,10289,2182,353,338240,552587,10613,165520,25390,1.862,0.395,0.064,61.21,1.921,29.954,4.595
03,16655,1761,428,390457,563748,11160,107368,35919,2.954,0.312,0.076,69.261,1.98,19.045,6.371
04,38302,2492,385,175598,542964,12918,295549,17720,7.054,0.459,0.071,32.341,2.379,54.433,3.264
05,16497,2439,348,296784,544906,11774,194686,22378,3.027,0.448,0.064,54.465,2.161,35.728,4.107
06,21704,1606,268,395359,551989,11901,66820,54331,3.932,0.291,0.049,71.624,2.156,12.105,9.843
07,5746,1597,204,204562,552615,9343,299081,32082,1.04,0.289,0.037,37.017,1.691,54.121,5.805
08,28784,1812,277,395580,553611,13020,64673,49465,5.199,0.327,0.05,71.455,2.352,11.682,8.935
