district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,77821,21710,519,379893,523776,17584,14332,11917,14.858,4.145,0.099,72.53,3.357,2.736,2.275
02,72068,25229,442,384522,508648,12767,9380,4240,14.169,4.96,0.087,75.597,2.51,1.844,0.834
03,63058,85910,393,331205,508083,14208,7307,6002,12.411,16.909,0.077,65.187,2.796,1.438,1.181
