district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,,,,,,,,,,,,,,,
02,,,,,,,,,,,,,,,
03,5309.0,1863.0,299.0,380198.0,524977.0,5165.0,126215.0,5928.0,1.011,0.355,0.057,72.422,0.984,24.042,1.129
04,14398.0,4180.0,344.0,460438.0,522101.0,6082.0,34374.0,2285.0,2.758,0.801,0.066,88.189,1.165,6.584,0.438
05,10698.0,3885.0,400.0,406038.0,522912.0,7883.0,85841.0,8167.0,2.046,0.743,0.076,77.649,1.508,16.416,1.562
06,10681.0,1596.0,218.0,427601.0,518014.0,4464.0,65503.0,7951.0,2.062,0.308,0.042,82.546,0.862,12.645,1.535
07,7116.0,1218.0,238.0,190099.0,522574.0,3698.0,316422.0,3783.0,1.362,0.233,0.046,36.377,0.708,60.551,0.724
