district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,7791,1309,174,400532,553526,3903,136262,3555,1.408,0.236,0.031,72.36,0.705,24.617,0.642
02,4579,1873,116,197290,543684,3290,333621,2915,0.842,0.345,0.021,36.288,0.605,61.363,0.536
03,5427,4844,215,357918,557605,3544,180704,4953,0.973,0.869,0.039,64.188,0.636,32.407,0.888
04,8062,2190,407,414901,556927,6235,116912,8220,1.448,0.393,0.073,74.498,1.12,20.992,1.476
