district,other,american_indian,pacific_islander,white,total,two_or_more,black,asian,other_pct,american_indian_pct,pacific_islander_pct,white_pct,two_or_more_pct,black_pct,asian_pct
01,7201,1586,167,526607,555847,5106,11766,3414,1.296,0.285,0.03,94.74,0.919,2.117,0.614
02,6700,1597,311,497976,551485,5924,31633,7344,1.215,0.29,0.056,90.297,1.074,5.736,1.332
03,6359,1851,284,473488,549909,5959,56016,5952,1.156,0.337,0.052,86.103,1.084,10.186,1.082
04,12632,1984,253,462693,532666,6201,41216,7687,2.371,0.372,0.047,86.864,1.164,7.738,1.443
05,20351,1876,321,375277,549187,9001,127559,14802,3.706,0.342,0.058,68.333,1.639,23.227,2.695
06,7307,1781,236,498966,537454,4886,20529,3749,1.36,0.331,0.044,92.839,0.909,3.82,0.698
07,6128,1964,572,450105,523179,6835,50188,7387,1.171,0.375,0.109,86.033,1.306,9.593,1.412
08,5187,1376,162,415387,531628,4327,96964,8225,0.976,0.259,0.03,78.135,0.814,18.239,1.547
09,18270,1340,280,164298,518749,5606,319621,9334,3.522,0.258,0.054,31.672,1.081,61.614,1.799
