district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
001,154956,698,95081,5493,45138,4343,3943,260,0.45,61.36,3.545,29.13,2.803,2.545,0.168
002,150369,644,63636,3891,76246,3745,2020,187,0.428,42.32,2.588,50.706,2.491,1.343,0.124
003,157697,838,133375,2725,17702,2060,930,67,0.531,84.577,1.728,11.225,1.306,0.59,0.042
004,154170,605,119019,1674,29531,1788,1484,69,0.392,77.2,1.086,19.155,1.16,0.963,0.045
005,149582,630,59413,3972,79644,3052,2729,142,0.421,39.719,2.655,53.244,2.04,1.824,0.095
006,160365,888,104839,4840,41550,3910,4044,294,0.554,65.375,3.018,25.91,2.438,2.522,0.183
007,153597,610,105761,9857,30906,3628,2621,214,0.397,68.856,6.417,20.121,2.362,1.706,0.139
008,149629,602,110669,7932,23588,3709,2893,236,0.402,73.962,5.301,15.764,2.479,1.933,0.158
009,155821,998,68909,3173,78541,2625,1511,64,0.64,44.223,2.036,50.405,1.685,0.97,0.041
010,157128,473,111093,5388,33644,2458,4000,72,0.301,70.702,3.429,21.412,1.564,2.546,0.046
011,150313,620,109659,4233,29600,2233,3870,98,0.412,72.954,2.816,19.692,1.486,2.575,0.065
012,154608,370,116600,13049,18904,2362,3269,54,0.239,75.417,8.44,12.227,1.528,2.114,0.035
013,137128,359,100922,17930,10376,3306,4161,74,0.262,73.597,13.075,7.567,2.411,3.034,0.054
014,148997,514,110637,6454,27711,2466,1091,124,0.345,74.255,4.332,18.598,1.655,0.732,0.083
015,155548,447,108043,691,43723,1226,1371,47,0.287,69.46,0.444,28.109,0.788,0.881,0.03
016,152593,709,59982,2528,80465,2749,5984,176,0.465,39.308,1.657,52.732,1.802,3.922,0.115
017,154318,528,116071,3248,26402,2841,5089,139,0.342,75.215,2.105,17.109,1.841,3.298,0.09
018,153104,509,65917,1709,81589,1968,1308,104,0.332,43.054,1.116,53.29,1.285,0.854,0.068
019,157004,288,147182,1625,5763,1125,981,40,0.183,93.744,1.035,3.671,0.717,0.625,0.025
020,158633,329,110813,693,43212,1165,2391,30,0.207,69.855,0.437,27.24,0.734,1.507,0.019
021,162817,385,127589,6269,23715,2666,2125,68,0.236,78.363,3.85,14.565,1.637,1.305,0.042
022,154751,622,111269,1206,39000,1659,938,57,0.402,71.902,0.779,25.202,1.072,0.606,0.037
023,158266,400,138485,2197,14765,1371,1000,48,0.253,87.501,1.388,9.329,0.866,0.632,0.03
024,158069,351,142925,1129,10378,1531,1719,36,0.222,90.419,0.714,6.565,0.969,1.087,0.023
025,160398,408,135056,5875,14901,2302,1794,62,0.254,84.201,3.663,9.29,1.435,1.118,0.039
026,159446,434,144854,2152,5262,2100,4561,83,0.272,90.848,1.35,3.3,1.317,2.861,0.052
027,153073,473,133915,2070,10315,1998,4211,91,0.309,87.484,1.352,6.739,1.305,2.751,0.059
028,143045,656,110717,5335,19889,2998,3313,137,0.459,77.4,3.73,13.904,2.096,2.316,0.096
029,145014,821,78009,11296,31880,5444,17332,232,0.566,53.794,7.79,21.984,3.754,11.952,0.16
030,159954,663,113468,10579,20821,4497,9773,153,0.414,70.938,6.614,13.017,2.811,6.11,0.096
031,161054,627,120879,19546,8944,4456,6486,116,0.389,75.055,12.136,5.553,2.767,4.027,0.072
032,149896,352,113697,20799,7563,3676,3731,78,0.235,75.851,13.876,5.045,2.452,2.489,0.052
033,142710,479,84442,27167,13658,4658,12214,92,0.336,59.17,19.037,9.57,3.264,8.559,0.064
034,151463,423,104813,28356,8265,4066,5393,147,0.279,69.2,18.721,5.457,2.684,3.561,0.097
035,153812,756,86599,25523,18446,5499,16863,126,0.492,56.302,16.594,11.993,3.575,10.963,0.082
036,144164,812,80457,11056,34131,5105,12405,198,0.563,55.809,7.669,23.675,3.541,8.605,0.137
037,149996,455,92692,34028,10432,4513,7774,102,0.303,61.796,22.686,6.955,3.009,5.183,0.068
038,162238,239,153258,794,6362,1087,476,22,0.147,94.465,0.489,3.921,0.67,0.293,0.014
039,153134,557,96636,19466,25135,4761,6398,181,0.364,63.106,12.712,16.414,3.109,4.178,0.118
040,158487,350,151963,513,3738,1056,836,31,0.221,95.884,0.324,2.359,0.666,0.527,0.02
