district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
001,104900.0,551.0,89752.0,564.0,11185.0,1146.0,1664.0,38.0,0.525,85.56,0.538,10.663,1.092,1.586,0.036
002,103950.0,619.0,70754.0,3550.0,25300.0,1815.0,1798.0,114.0,0.595,68.065,3.415,24.339,1.746,1.73,0.11
003,104802.0,849.0,83850.0,1144.0,13600.0,1447.0,3842.0,70.0,0.81,80.008,1.092,12.977,1.381,3.666,0.067
004,103955.0,1731.0,96942.0,341.0,1810.0,1638.0,1464.0,29.0,1.665,93.254,0.328,1.741,1.576,1.408,0.028
005,104906.0,403.0,96140.0,264.0,6647.0,760.0,650.0,42.0,0.384,91.644,0.252,6.336,0.724,0.62,0.04
006,105659.0,516.0,85218.0,578.0,15433.0,1135.0,2735.0,44.0,0.488,80.654,0.547,14.606,1.074,2.589,0.042
007,106163.0,759.0,72014.0,1492.0,27748.0,1656.0,2395.0,99.0,0.715,67.833,1.405,26.137,1.56,2.256,0.093
008,105471.0,1261.0,95304.0,782.0,3361.0,1967.0,2684.0,112.0,1.196,90.36,0.741,3.187,1.865,2.545,0.106
009,103650.0,986.0,93459.0,820.0,1495.0,1418.0,5394.0,78.0,0.951,90.168,0.791,1.442,1.368,5.204,0.075
010,105593.0,493.0,88594.0,554.0,12286.0,1063.0,2477.0,126.0,0.467,83.901,0.525,11.635,1.007,2.346,0.119
011,104053.0,355.0,86207.0,575.0,14949.0,900.0,1028.0,39.0,0.341,82.849,0.553,14.367,0.865,0.988,0.037
012,104034.0,495.0,80550.0,751.0,19793.0,1106.0,1266.0,73.0,0.476,77.427,0.722,19.026,1.063,1.217,0.07
013,104115.0,343.0,80716.0,593.0,20687.0,913.0,810.0,53.0,0.329,77.526,0.57,19.869,0.877,0.778,0.051
014,100331.0,302.0,81887.0,915.0,13780.0,885.0,2523.0,39.0,0.301,81.617,0.912,13.735,0.882,2.515,0.039
015,101523.0,281.0,82642.0,1488.0,14599.0,839.0,1640.0,34.0,0.277,81.402,1.466,14.38,0.826,1.615,0.033
016,106423.0,242.0,86769.0,4140.0,11511.0,1072.0,2663.0,26.0,0.227,81.532,3.89,10.816,1.007,2.502,0.024
017,103333.0,409.0,94821.0,426.0,5087.0,815.0,1737.0,38.0,0.396,91.763,0.412,4.923,0.789,1.681,0.037
018,107866.0,284.0,40665.0,2002.0,60948.0,1038.0,2880.0,49.0,0.263,37.7,1.856,56.503,0.962,2.67,0.045
019,102515.0,287.0,35581.0,235.0,64332.0,642.0,1423.0,15.0,0.28,34.708,0.229,62.754,0.626,1.388,0.015
020,100569.0,255.0,37334.0,629.0,59369.0,883.0,2042.0,57.0,0.254,37.123,0.625,59.033,0.878,2.03,0.057
021,107852.0,282.0,88480.0,1587.0,15424.0,871.0,1184.0,24.0,0.261,82.038,1.471,14.301,0.808,1.098,0.022
022,,,,,,,,,,,,,,,
023,101041.0,283.0,37225.0,315.0,62497.0,487.0,211.0,23.0,0.28,36.841,0.312,61.853,0.482,0.209,0.023
024,105597.0,213.0,39991.0,410.0,63188.0,660.0,1075.0,60.0,0.202,37.871,0.388,59.839,0.625,1.018,0.057
025,104941.0,348.0,77122.0,2769.0,22815.0,951.0,880.0,56.0,0.332,73.491,2.639,21.741,0.906,0.839,0.053
026,100770.0,234.0,22708.0,979.0,73373.0,883.0,2486.0,107.0,0.232,22.534,0.972,72.812,0.876,2.467,0.106
027,109536.0,355.0,82477.0,2605.0,21346.0,1182.0,1502.0,69.0,0.324,75.297,2.378,19.488,1.079,1.371,0.063
028,104667.0,322.0,40155.0,443.0,60854.0,1026.0,1733.0,134.0,0.308,38.365,0.423,58.141,0.98,1.656,0.128
029,105348.0,656.0,86461.0,968.0,14533.0,1389.0,1283.0,58.0,0.623,82.072,0.919,13.795,1.318,1.218,0.055
030,,,,,,,,,,,,,,,
031,106126.0,874.0,81353.0,1330.0,19610.0,1354.0,1504.0,101.0,0.824,76.657,1.253,18.478,1.276,1.417,0.095
032,,,,,,,,,,,,,,,
033,100562.0,325.0,29496.0,604.0,68611.0,955.0,555.0,16.0,0.323,29.331,0.601,68.228,0.95,0.552,0.016
034,102116.0,1656.0,84786.0,1631.0,11912.0,1098.0,996.0,37.0,1.622,83.029,1.597,11.665,1.075,0.975,0.036
035,102042.0,546.0,78202.0,3376.0,17599.0,1161.0,1059.0,99.0,0.535,76.637,3.308,17.247,1.138,1.038,0.097
