district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
051,164939,303,158972,1707,2043,1130,755,29,0.184,96.382,1.035,1.239,0.685,0.458,0.018
052,175408,460,129690,14999,23282,3289,3558,130,0.262,73.936,8.551,13.273,1.875,2.028,0.074
053,167070,292,152403,4037,6788,1603,1910,37,0.175,91.221,2.416,4.063,0.959,1.143,0.022
054,165837,398,156328,1002,5800,1340,916,53,0.24,94.266,0.604,3.497,0.808,0.552,0.032
055,171382,337,163514,934,4471,1199,894,33,0.197,95.409,0.545,2.609,0.7,0.522,0.019
056,169113,447,151383,1751,12226,1844,1393,69,0.264,89.516,1.035,7.229,1.09,0.824,0.041
057,162632,442,102150,1980,53928,2257,1730,145,0.272,62.811,1.217,33.16,1.388,1.064,0.089
058,169745,429,150902,1508,13620,1539,1693,54,0.253,88.899,0.888,8.024,0.907,0.997,0.032
059,170854,614,154513,1306,11618,1720,1040,43,0.359,90.436,0.764,6.8,1.007,0.609,0.025
State Senate Districts not defined,0,0,0,0,0,0,0,0,,,,,,,
