district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
001,153932,1217,70607,19780,11655,3863,46762,48,0.791,45.869,12.85,7.572,2.51,30.378,0.031
002,162302,1291,94869,4323,11621,5362,44705,131,0.795,58.452,2.664,7.16,3.304,27.544,0.081
003,170598,508,60122,11789,87683,2994,7466,36,0.298,35.242,6.91,51.397,1.755,4.376,0.021
004,162428,385,66206,3736,81583,2255,8233,30,0.237,40.76,2.3,50.227,1.388,5.069,0.018
005,167248,480,62110,9610,84626,2993,7335,94,0.287,37.136,5.746,50.599,1.79,4.386,0.056
006,193115,408,164973,11302,7787,3553,5005,87,0.211,85.427,5.852,4.032,1.84,2.592,0.045
007,181755,952,110756,20893,30349,5540,13167,98,0.524,60.937,11.495,16.698,3.048,7.244,0.054
008,169037,410,109021,38607,7352,4644,8949,54,0.243,64.495,22.839,4.349,2.747,5.294,0.032
009,166093,232,127627,20608,11848,2753,2980,45,0.14,76.841,12.408,7.133,1.658,1.794,0.027
010,173204,458,147209,12074,1966,2884,8559,54,0.264,84.992,6.971,1.135,1.665,4.942,0.031
011,155177,1064,93595,2176,11926,3851,42513,52,0.686,60.315,1.402,7.685,2.482,27.396,0.034
012,152946,1061,99971,2213,5488,3868,40285,60,0.694,65.364,1.447,3.588,2.529,26.339,0.039
013,172474,573,57076,10650,90250,3657,10228,40,0.332,33.093,6.175,52.327,2.12,5.93,0.023
014,163596,360,63422,1730,90663,1891,5494,36,0.22,38.767,1.057,55.419,1.156,3.358,0.022
015,157665,357,56799,1414,89832,2235,6988,40,0.226,36.025,0.897,56.977,1.418,4.432,0.025
016,160145,386,63602,1588,85002,2049,7492,26,0.241,39.715,0.992,53.078,1.279,4.678,0.016
017,162879,519,54997,600,97992,2243,6495,33,0.319,33.766,0.368,60.162,1.377,3.988,0.02
018,168441,313,134249,3689,24051,2006,4090,43,0.186,79.701,2.19,14.279,1.191,2.428,0.026
019,159669,249,109884,3486,42325,1613,2076,36,0.156,68.82,2.183,26.508,1.01,1.3,0.023
020,165032,1312,101367,9906,6541,6115,39686,105,0.795,61.423,6.002,3.963,3.705,24.047,0.064
021,160259,290,133546,14796,5894,1953,3749,31,0.181,83.331,9.233,3.678,1.219,2.339,0.019
022,155710,1356,101904,17479,9188,3788,21936,59,0.871,65.445,11.225,5.901,2.433,14.088,0.038
023,165333,446,125830,20791,6334,2739,9138,55,0.27,76.107,12.575,3.831,1.657,5.527,0.033
024,163333,178,140777,13182,4794,1885,2476,41,0.109,86.19,8.071,2.935,1.154,1.516,0.025
025,153407,374,130994,7868,5204,1854,7056,57,0.244,85.39,5.129,3.392,1.209,4.6,0.037
026,158684,261,141151,10496,1646,1510,3569,51,0.164,88.951,6.614,1.037,0.952,2.249,0.032
027,168100,257,144000,14760,2449,1888,4703,43,0.153,85.663,8.78,1.457,1.123,2.798,0.026
028,170047,563,133798,20892,4800,2716,7244,34,0.331,78.683,12.286,2.823,1.597,4.26,0.02
029,165935,462,134681,13996,5312,2585,8821,78,0.278,81.165,8.435,3.201,1.558,5.316,0.047
030,156255,1072,96498,12570,18500,3596,23954,65,0.686,61.757,8.045,11.84,2.301,15.33,0.042
031,154146,718,120076,9182,10400,2794,10901,75,0.466,77.898,5.957,6.747,1.813,7.072,0.049
032,162467,486,149314,2635,1587,1726,6672,47,0.299,91.904,1.622,0.977,1.062,4.107,0.029
033,157252,385,138555,8987,2968,1788,4529,40,0.245,88.11,5.715,1.887,1.137,2.88,0.025
034,163144,559,125229,3820,22707,2872,7912,45,0.343,76.76,2.341,13.918,1.76,4.85,0.028
035,164088,397,145488,3547,6500,2011,6108,37,0.242,88.665,2.162,3.961,1.226,3.722,0.023
036,167992,470,147647,1988,9637,2582,5621,47,0.28,87.889,1.183,5.737,1.537,3.346,0.028
037,166628,264,157948,3377,2698,1230,1073,38,0.158,94.791,2.027,1.619,0.738,0.644,0.023
038,162716,398,151693,1381,3332,1504,4379,29,0.245,93.226,0.849,2.048,0.924,2.691,0.018
039,161710,703,102981,5508,27275,3344,21849,50,0.435,63.683,3.406,16.867,2.068,13.511,0.031
040,158305,404,109049,1545,38300,2218,6733,56,0.255,68.885,0.976,24.194,1.401,4.253,0.035
041,165774,201,143540,12459,5482,1742,2325,25,0.121,86.588,7.516,3.307,1.051,1.403,0.015
042,148650,694,93767,10169,15307,3263,25384,66,0.467,63.079,6.841,10.297,2.195,17.076,0.044
043,158924,521,106913,5844,27497,2900,15204,45,0.328,67.273,3.677,17.302,1.825,9.567,0.028
044,167278,370,153729,2357,7832,1510,1441,39,0.221,91.9,1.409,4.682,0.903,0.861,0.023
045,167063,359,156249,958,5255,1364,2843,35,0.215,93.527,0.573,3.146,0.816,1.702,0.021
046,167521,621,138455,1921,21857,2184,2443,40,0.371,82.649,1.147,13.047,1.304,1.458,0.024
047,171376,349,158119,1158,7430,1642,2638,40,0.204,92.264,0.676,4.335,0.958,1.539,0.023
048,166566,393,141018,1035,21570,1714,791,45,0.236,84.662,0.621,12.95,1.029,0.475,0.027
049,149214,378,117187,8915,12617,2118,7959,40,0.253,78.536,5.975,8.456,1.419,5.334,0.027
050,168860,302,157109,2214,7130,1410,662,33,0.179,93.041,1.311,4.222,0.835,0.392,0.02
