district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
001,33957,90,24339,1081,7483,466,488,10,0.265,71.676,3.183,22.037,1.372,1.437,0.029
002,30147,107,8678,223,19752,481,904,2,0.355,28.786,0.74,65.519,1.596,2.999,0.007
003,29846,155,11440,293,14531,688,2735,4,0.519,38.33,0.982,48.687,2.305,9.164,0.013
004,32221,47,27974,2406,1243,313,234,4,0.146,86.819,7.467,3.858,0.971,0.726,0.012
005,32374,45,27751,1867,2281,285,139,6,0.139,85.72,5.767,7.046,0.88,0.429,0.019
006,35505,195,31962,385,2093,329,529,12,0.549,90.021,1.084,5.895,0.927,1.49,0.034
007,32552,98,26957,567,2460,445,2019,6,0.301,82.812,1.742,7.557,1.367,6.202,0.018
008,37455,50,31880,2806,1818,594,300,7,0.133,85.115,7.492,4.854,1.586,0.801,0.019
009,32186,97,24360,1853,4117,527,1221,11,0.301,75.685,5.757,12.791,1.637,3.794,0.034
010,32208,71,24007,1826,5326,504,471,3,0.22,74.537,5.669,16.536,1.565,1.462,0.009
011,31140,102,19159,1698,7903,730,1540,8,0.328,61.525,5.453,25.379,2.344,4.945,0.026
012,34079,87,22491,1338,8932,559,666,6,0.255,65.997,3.926,26.21,1.64,1.954,0.018
013,31977,94,17425,1462,10776,719,1475,26,0.294,54.492,4.572,33.699,2.248,4.613,0.081
014,33128,101,24350,493,7345,457,366,16,0.305,73.503,1.488,22.172,1.379,1.105,0.048
015,33137,377,26788,473,4588,548,351,12,1.138,80.84,1.427,13.846,1.654,1.059,0.036
016,30333,136,21978,806,6071,740,580,22,0.448,72.456,2.657,20.015,2.44,1.912,0.073
017,34879,210,19333,1005,12774,871,669,17,0.602,55.429,2.881,36.624,2.497,1.918,0.049
018,34311,158,26985,290,5278,481,1090,29,0.46,78.648,0.845,15.383,1.402,3.177,0.085
019,33362,411,24834,266,5113,498,2215,25,1.232,74.438,0.797,15.326,1.493,6.639,0.075
020,35367,305,30432,320,3019,431,855,5,0.862,86.046,0.905,8.536,1.219,2.418,0.014
021,32005,149,25412,354,4839,448,753,50,0.466,79.4,1.106,15.12,1.4,2.353,0.156
