district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
001,243135,1297,210414,4863,12876,3321,10221,143,0.533,86.542,2.0,5.296,1.366,4.204,0.059
002,238990,305,210842,13346,7572,2701,4175,49,0.128,88.222,5.584,3.168,1.13,1.747,0.021
003,235923,1008,182599,6598,19808,5958,19882,70,0.427,77.398,2.797,8.396,2.525,8.427,0.03
004,239480,711,190165,7259,22564,4813,13915,53,0.297,79.407,3.031,9.422,2.01,5.811,0.022
005,239647,417,201297,18066,8125,3437,8254,51,0.174,83.997,7.539,3.39,1.434,3.444,0.021
006,242579,526,171309,12560,36540,4986,16591,67,0.217,70.62,5.178,15.063,2.055,6.839,0.028
007,242166,503,172277,33193,18499,5548,12105,41,0.208,71.14,13.707,7.639,2.291,4.999,0.017
008,239145,743,175656,5913,37284,4847,14643,59,0.311,73.452,2.473,15.591,2.027,6.123,0.025
009,242567,440,185776,12995,27115,4198,11980,63,0.181,76.587,5.357,11.178,1.731,4.939,0.026
010,235704,2241,32909,28245,125827,16069,30108,305,0.951,13.962,11.983,53.383,6.817,12.774,0.129
011,258339,597,143062,82982,10307,7001,14290,100,0.231,55.378,32.121,3.99,2.71,5.531,0.039
012,260495,1768,142161,51226,15013,10763,39398,166,0.679,54.573,19.665,5.763,4.132,15.124,0.064
013,248307,2471,100952,41825,21286,13014,68646,113,0.995,40.656,16.844,8.572,5.241,27.646,0.046
014,249926,1641,45371,35733,132836,11724,22390,231,0.657,18.154,14.297,53.15,4.691,8.959,0.092
015,251924,1035,180004,29427,11659,7082,22618,99,0.411,71.452,11.681,4.628,2.811,8.978,0.039
016,264126,668,88980,140891,10212,7611,15616,148,0.253,33.688,53.342,3.866,2.882,5.912,0.056
017,223119,804,153767,43556,7842,4445,12635,70,0.36,68.917,19.521,3.515,1.992,5.663,0.031
018,241083,2571,95435,14212,57640,11948,59020,257,1.066,39.586,5.895,23.909,4.956,24.481,0.107
019,236947,1123,59298,16589,141013,5806,13025,93,0.474,25.026,7.001,59.512,2.45,5.497,0.039
020,240939,1355,50555,23501,138713,6978,19738,99,0.562,20.982,9.754,57.572,2.896,8.192,0.041
021,247212,1044,65720,15550,144348,7139,13315,96,0.422,26.584,6.29,58.39,2.888,5.386,0.039
022,250303,532,174513,55780,3163,4192,11980,143,0.213,69.721,22.285,1.264,1.675,4.786,0.057
023,245974,1249,146757,29363,40828,6502,21152,123,0.508,59.664,11.937,16.599,2.643,8.599,0.05
024,249390,446,216215,17879,5607,3164,5993,86,0.179,86.698,7.169,2.248,1.269,2.403,0.034
025,247327,1377,68792,10315,142384,8234,16093,132,0.557,27.814,4.171,57.569,3.329,6.507,0.053
026,257511,689,162528,61181,13657,6561,12799,96,0.268,63.115,23.759,5.303,2.548,4.97,0.037
027,289758,685,217129,39184,15248,7883,9501,128,0.236,74.935,13.523,5.262,2.721,3.279,0.044
028,281799,311,238874,28191,6532,4444,3355,92,0.11,84.768,10.004,2.318,1.577,1.191,0.033
029,238487,2823,93068,11142,62082,11841,57324,207,1.184,39.024,4.672,26.032,4.965,24.037,0.087
030,252917,1917,79151,13490,117129,10895,30135,200,0.758,31.295,5.334,46.311,4.308,11.915,0.079
031,257212,2727,119877,12988,36104,15124,70242,150,1.06,46.606,5.05,14.037,5.88,27.309,0.058
032,225608,3253,50053,6957,91749,13139,60146,311,1.442,22.186,3.084,40.667,5.824,26.66,0.138
033,222342,3553,52632,7101,71452,13999,73396,209,1.598,23.672,3.194,32.136,6.296,33.01,0.094
034,252274,1634,146733,15691,42219,8643,37177,177,0.648,58.164,6.22,16.735,3.426,14.737,0.07
035,232473,1406,136550,16858,43775,7593,26175,116,0.605,58.738,7.252,18.83,3.266,11.259,0.05
036,238583,1771,45110,7995,146263,8831,28470,143,0.742,18.907,3.351,61.305,3.701,11.933,0.06
037,236647,672,189713,12689,14290,4730,14472,81,0.284,80.167,5.362,6.039,1.999,6.115,0.034
038,214400,612,155412,14810,27173,4122,12193,78,0.285,72.487,6.908,12.674,1.923,5.687,0.036
039,211828,907,165482,5832,20164,4921,14417,105,0.428,78.121,2.753,9.519,2.323,6.806,0.05
040,228474,476,193664,7916,12376,3772,10193,77,0.208,84.764,3.465,5.417,1.651,4.461,0.034
041,240954,670,199839,7863,20960,4290,7243,89,0.278,82.937,3.263,8.699,1.78,3.006,0.037
042,230955,1028,189941,4290,20740,4433,10468,55,0.445,82.242,1.858,8.98,1.919,4.532,0.024
043,229917,450,217484,2890,5381,2447,1216,49,0.196,94.592,1.257,2.34,1.064,0.529,0.021
044,234030,559,182614,10906,31438,4528,3904,81,0.239,78.03,4.66,13.433,1.935,1.668,0.035
045,242860,3217,225037,1625,9275,2070,1591,45,1.325,92.661,0.669,3.819,0.852,0.655,0.019
046,233190,590,213060,4145,8641,3056,3639,59,0.253,91.368,1.778,3.706,1.311,1.561,0.025
047,231494,1070,209742,4811,10864,2600,2340,67,0.462,90.604,2.078,4.693,1.123,1.011,0.029
048,225544,1124,210824,2028,6794,2484,2070,220,0.498,93.474,0.899,3.012,1.101,0.918,0.098
049,224474,568,199782,5257,11182,3711,3878,96,0.253,89.0,2.342,4.981,1.653,1.728,0.043
050,225539,1752,205037,5758,9172,2536,1211,73,0.777,90.91,2.553,4.067,1.124,0.537,0.032
051,232588,592,222408,1941,3798,2442,1353,54,0.255,95.623,0.835,1.633,1.05,0.582,0.023
