district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
HD-022,342,26694,747,2504,28,1137,31517,65,1.085,84.697,2.37,7.945,0.089,3.608,0.206
HD-023,495,11760,1573,14260,23,206,28442,125,1.74,41.347,5.531,50.137,0.081,0.724,0.439
HD-024,274,24094,798,3542,12,531,29335,84,0.934,82.134,2.72,12.074,0.041,1.81,0.286
HD-025,350,10146,1188,15061,11,126,26975,93,1.297,37.613,4.404,55.833,0.041,0.467,0.345
HD-026,305,21964,428,2565,11,708,26083,102,1.169,84.208,1.641,9.834,0.042,2.714,0.391
HD-027,348,22263,726,4662,25,607,28687,56,1.213,77.607,2.531,16.251,0.087,2.116,0.195
HD-028,270,22389,540,3576,17,255,27109,62,0.996,82.589,1.992,13.191,0.063,0.941,0.229
HD-029,231,23055,368,4603,6,161,28550,126,0.809,80.753,1.289,16.123,0.021,0.564,0.441
HD-030,251,21390,583,5200,12,135,27681,110,0.907,77.273,2.106,18.785,0.043,0.488,0.397
HD-031,352,11515,977,15582,11,542,29082,103,1.21,39.595,3.359,53.58,0.038,1.864,0.354
HD-032,243,23249,381,4116,7,462,28502,44,0.853,81.57,1.337,14.441,0.025,1.621,0.154
HD-033,213,24190,331,4032,2,414,29260,78,0.728,82.673,1.131,13.78,0.007,1.415,0.267
HD-034,287,19734,695,6167,6,973,27933,71,1.027,70.648,2.488,22.078,0.021,3.483,0.254
HD-035,235,23199,438,2970,10,536,27442,54,0.856,84.538,1.596,10.823,0.036,1.953,0.197
HD-036,290,20725,1428,5048,8,316,27887,72,1.04,74.318,5.121,18.102,0.029,1.133,0.258
HD-037,294,20978,1053,3626,6,749,26792,86,1.097,78.299,3.93,13.534,0.022,2.796,0.321
HD-038,227,25616,353,2332,9,320,28930,73,0.785,88.545,1.22,8.061,0.031,1.106,0.252
HD-039,229,21687,1665,5183,69,73,29035,129,0.789,74.693,5.734,17.851,0.238,0.251,0.444
HD-040,198,18797,1122,8629,22,100,28964,96,0.684,64.898,3.874,29.792,0.076,0.345,0.331
HD-041,233,11833,147,15361,2,161,27796,59,0.838,42.571,0.529,55.263,0.007,0.579,0.212
HD-042,177,21358,159,7957,12,90,29817,64,0.594,71.63,0.533,26.686,0.04,0.302,0.215
HD-043,286,21540,140,5969,2,150,28276,189,1.011,76.178,0.495,21.11,0.007,0.53,0.668
HD-044,159,18887,643,8947,3,61,28773,73,0.553,65.641,2.235,31.095,0.01,0.212,0.254
HD-045,299,23390,443,3191,6,333,28172,510,1.061,83.026,1.572,11.327,0.021,1.182,1.81
HD-046,310,22721,562,4522,42,525,28829,147,1.075,78.813,1.949,15.686,0.146,1.821,0.51
HD-047,266,24048,206,2889,7,241,27775,118,0.958,86.581,0.742,10.401,0.025,0.868,0.425
HD-048,296,22529,935,3250,19,583,27745,133,1.067,81.2,3.37,11.714,0.068,2.101,0.479
HD-049,307,12477,248,14423,7,177,27755,116,1.106,44.954,0.894,51.965,0.025,0.638,0.418
HD-050,216,11766,201,15593,10,166,28054,102,0.77,41.941,0.716,55.582,0.036,0.592,0.364
HD-051,250,9220,440,17038,32,237,27309,92,0.915,33.762,1.611,62.39,0.117,0.868,0.337
HD-052,210,20287,380,8026,12,123,29117,79,0.721,69.674,1.305,27.565,0.041,0.422,0.271
HD-053,234,18047,515,8400,8,96,27451,151,0.852,65.743,1.876,30.6,0.029,0.35,0.55
HD-054,342,13976,315,13097,4,80,28530,716,1.199,48.987,1.104,45.906,0.014,0.28,2.51
HD-055,239,14021,309,11381,8,59,26864,847,0.89,52.193,1.15,42.365,0.03,0.22,3.153
HD-056,427,23752,530,3876,17,502,29208,104,1.462,81.32,1.815,13.27,0.058,1.719,0.356
HD-057,188,12541,320,14198,2,138,27519,132,0.683,45.572,1.163,51.593,0.007,0.501,0.48
HD-058,259,20474,595,5660,10,119,27262,145,0.95,75.101,2.183,20.761,0.037,0.437,0.532
HD-059,197,9980,179,16344,7,128,26947,112,0.731,37.036,0.664,60.652,0.026,0.475,0.416
HD-060,169,18478,336,8158,3,175,27422,103,0.616,67.384,1.225,29.75,0.011,0.638,0.376
HD-061,183,14856,281,11930,2,75,27433,106,0.667,54.154,1.024,43.488,0.007,0.273,0.386
HD-062,172,12456,250,15681,1,58,28686,68,0.6,43.422,0.872,54.664,0.003,0.202,0.237
HD-063,211,21249,184,5552,7,794,28064,67,0.752,75.716,0.656,19.783,0.025,2.829,0.239
HD-064,154,12962,312,14890,6,156,28547,67,0.539,45.406,1.093,52.16,0.021,0.546,0.235
HD-065,211,22041,282,5545,4,115,28296,98,0.746,77.894,0.997,19.596,0.014,0.406,0.346
HD-066,241,9758,215,17309,4,105,27815,183,0.866,35.082,0.773,62.229,0.014,0.377,0.658
HD-067,410,19626,354,6687,21,466,27669,105,1.482,70.931,1.279,24.168,0.076,1.684,0.379
HD-068,427,25198,1138,1963,38,479,29383,140,1.453,85.757,3.873,6.681,0.129,1.63,0.476
HD-069,328,22723,414,3786,29,845,28193,68,1.163,80.598,1.468,13.429,0.103,2.997,0.241
HD-070,341,9658,319,16770,22,320,27521,91,1.239,35.093,1.159,60.935,0.08,1.163,0.331
HD-071,300,20748,160,4121,11,528,25944,76,1.156,79.972,0.617,15.884,0.042,2.035,0.293
HD-072,509,22446,341,9235,17,1150,33782,84,1.507,66.444,1.009,27.337,0.05,3.404,0.249
HD-073,357,10447,366,18697,18,293,30261,83,1.18,34.523,1.209,61.786,0.059,0.968,0.274
HD-074,367,12404,235,16723,10,345,30172,88,1.216,41.111,0.779,55.426,0.033,1.143,0.292
HD-075,593,23633,681,5044,76,749,30915,139,1.918,76.445,2.203,16.316,0.246,2.423,0.45
HD-076,535,9205,960,16951,38,855,28655,111,1.867,32.124,3.35,59.155,0.133,2.984,0.387
HD-077,355,10786,507,15434,29,391,27577,75,1.287,39.112,1.838,55.967,0.105,1.418,0.272
HD-078,694,18140,1140,7739,74,1160,29100,153,2.385,62.337,3.918,26.595,0.254,3.986,0.526
HD-079,469,10885,372,13593,33,922,26327,53,1.781,41.345,1.413,51.631,0.125,3.502,0.201
HD-080,367,15228,464,10774,22,273,27244,116,1.347,55.895,1.703,39.546,0.081,1.002,0.426
HD-081,339,25751,286,3677,10,545,30740,132,1.103,83.77,0.93,11.962,0.033,1.773,0.429
HD-082,317,12416,698,15188,10,70,28800,101,1.101,43.111,2.424,52.736,0.035,0.243,0.351
HD-083,334,22313,637,5467,13,271,29118,83,1.147,76.63,2.188,18.775,0.045,0.931,0.285
HD-084,387,20701,916,6480,5,118,28749,142,1.346,72.006,3.186,22.54,0.017,0.41,0.494
HD-085,303,24791,196,3597,14,547,29523,75,1.026,83.972,0.664,12.184,0.047,1.853,0.254
HD-086,386,21262,656,6606,16,137,29214,151,1.321,72.78,2.245,22.612,0.055,0.469,0.517
HD-087,191,25314,327,2023,3,361,28290,71,0.675,89.48,1.156,7.151,0.011,1.276,0.251
HD-088,374,24180,504,3035,10,360,28617,154,1.307,84.495,1.761,10.606,0.035,1.258,0.538
HD-089,438,22535,1882,5424,10,520,30970,161,1.414,72.764,6.077,17.514,0.032,1.679,0.52
HD-090,225,15113,255,11959,9,101,27790,128,0.81,54.383,0.918,43.033,0.032,0.363,0.461
HD-091,215,12481,186,15020,6,130,28170,132,0.763,44.306,0.66,53.319,0.021,0.461,0.469
HD-092,520,20272,655,4411,27,817,26872,170,1.935,75.439,2.437,16.415,0.1,3.04,0.633
HD-093,290,14387,555,12901,5,82,28374,154,1.022,50.705,1.956,45.468,0.018,0.289,0.543
HD-094,426,20472,279,4842,27,341,26525,138,1.606,77.18,1.052,18.254,0.102,1.286,0.52
HD-095,250,9768,283,18236,6,424,29048,81,0.861,33.627,0.974,62.779,0.021,1.46,0.279
HD-096,396,23245,599,2788,8,107,27311,168,1.45,85.112,2.193,10.208,0.029,0.392,0.615
HD-097,303,18467,233,7328,11,130,26876,404,1.127,68.712,0.867,27.266,0.041,0.484,1.503
HD-098,489,19505,337,4909,42,760,26149,107,1.87,74.592,1.289,18.773,0.161,2.906,0.409
HD-099,325,22260,581,2797,24,631,26722,104,1.216,83.302,2.174,10.467,0.09,2.361,0.389
HD-100,374,21033,410,4923,20,279,27207,168,1.375,77.307,1.507,18.095,0.074,1.025,0.617
HD-101,165,10969,263,16484,3,109,28098,105,0.587,39.038,0.936,58.666,0.011,0.388,0.374
HD-102,246,13444,229,15169,7,72,29331,164,0.839,45.835,0.781,51.717,0.024,0.245,0.559
HD-103,189,12405,392,14009,3,84,27146,64,0.696,45.697,1.444,51.606,0.011,0.309,0.236
HD-104,289,26768,652,3130,18,255,31266,154,0.924,85.614,2.085,10.011,0.058,0.816,0.493
HD-105,281,23227,536,5386,20,146,29734,138,0.945,78.116,1.803,18.114,0.067,0.491,0.464
HD-106,253,29380,201,890,40,213,31059,82,0.815,94.594,0.647,2.866,0.129,0.686,0.264
HD-107,448,24349,2022,3004,72,520,30587,172,1.465,79.606,6.611,9.821,0.235,1.7,0.562
HD-108,163,24394,275,4984,10,158,30057,73,0.542,81.159,0.915,16.582,0.033,0.526,0.243
HD-109,452,10787,1369,14402,34,586,27746,116,1.629,38.878,4.934,51.907,0.123,2.112,0.418
HD-110,294,28291,135,2109,6,464,31360,61,0.938,90.214,0.43,6.725,0.019,1.48,0.195
HD-111,362,13280,303,15431,17,314,29793,86,1.215,44.574,1.017,51.794,0.057,1.054,0.289
HD-112,219,25722,166,2230,10,351,28754,56,0.762,89.455,0.577,7.755,0.035,1.221,0.195
HD-113,489,11079,1436,14204,39,268,27658,143,1.768,40.057,5.192,51.356,0.141,0.969,0.517
HD-114,332,23113,257,4051,23,530,28373,67,1.17,81.461,0.906,14.278,0.081,1.868,0.236
HD-115,235,27764,152,2804,14,290,31315,56,0.75,88.66,0.485,8.954,0.045,0.926,0.179
HD-116,267,15840,608,11470,9,174,28478,110,0.938,55.622,2.135,40.277,0.032,0.611,0.386
HD-117,554,17814,1027,6724,38,847,27200,196,2.037,65.493,3.776,24.721,0.14,3.114,0.721
HD-118,295,22142,2301,4085,17,377,29299,82,1.007,75.573,7.854,13.942,0.058,1.287,0.28
HD-119,321,22317,531,7184,46,480,30951,72,1.037,72.104,1.716,23.211,0.149,1.551,0.233
HD-120,390,22141,1381,3530,15,312,27857,88,1.4,79.481,4.957,12.672,0.054,1.12,0.316
HD-121,333,11466,495,14969,23,150,27531,95,1.21,41.648,1.798,54.371,0.084,0.545,0.345
HD-122,228,12388,683,14203,12,133,27770,123,0.821,44.609,2.459,51.145,0.043,0.479,0.443
HD-123,230,26716,1727,2020,14,270,31022,45,0.741,86.12,5.567,6.512,0.045,0.87,0.145
HD-124,495,21593,576,5611,22,514,28931,120,1.711,74.636,1.991,19.394,0.076,1.777,0.415
