district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,280,14413,227,7026,12,128,22219,133,1.26,64.868,1.022,31.622,0.054,0.576,0.599
002,164,19356,143,3172,6,163,23145,141,0.709,83.629,0.618,13.705,0.026,0.704,0.609
003,236,14206,1144,6216,13,65,21968,88,1.074,64.667,5.208,28.296,0.059,0.296,0.401
004,387,16388,1922,2358,6,74,21496,361,1.8,76.237,8.941,10.969,0.028,0.344,1.679
005,183,9854,172,11432,2,62,21758,53,0.841,45.289,0.791,52.542,0.009,0.285,0.244
006,167,17808,195,4496,6,122,22867,73,0.73,77.876,0.853,19.662,0.026,0.534,0.319
007,198,12794,321,8057,9,66,21539,94,0.919,59.399,1.49,37.407,0.042,0.306,0.436
008,191,14656,857,6314,3,41,22125,63,0.863,66.242,3.873,28.538,0.014,0.185,0.285
009,155,15441,466,6006,5,99,22242,70,0.697,69.423,2.095,27.003,0.022,0.445,0.315
010,166,18819,175,2226,3,52,21538,97,0.771,87.376,0.813,10.335,0.014,0.241,0.45
011,132,10984,529,9916,5,81,21702,55,0.608,50.613,2.438,45.692,0.023,0.373,0.253
012,128,10296,153,11725,2,73,22416,39,0.571,45.931,0.683,52.306,0.009,0.326,0.174
013,168,17722,266,3862,5,85,22187,79,0.757,79.876,1.199,17.407,0.023,0.383,0.356
014,246,17590,259,4478,7,76,22743,87,1.082,77.342,1.139,19.69,0.031,0.334,0.383
015,184,21042,164,757,3,178,22413,85,0.821,93.883,0.732,3.378,0.013,0.794,0.379
016,161,9621,195,12291,3,180,22501,50,0.716,42.758,0.867,54.624,0.013,0.8,0.222
017,215,4623,128,16415,3,95,21530,51,0.999,21.472,0.595,76.242,0.014,0.441,0.237
018,254,18884,324,4389,8,131,24103,113,1.054,78.347,1.344,18.209,0.033,0.544,0.469
019,202,17417,721,2566,5,117,21153,125,0.955,82.338,3.408,12.131,0.024,0.553,0.591
020,403,20661,525,37,3,91,22012,292,1.831,93.862,2.385,0.168,0.014,0.413,1.327
021,423,20997,286,51,8,360,22482,357,1.882,93.395,1.272,0.227,0.036,1.601,1.588
022,253,23095,205,447,11,107,24245,127,1.044,95.257,0.846,1.844,0.045,0.441,0.524
023,179,21066,216,677,1,192,22405,74,0.799,94.024,0.964,3.022,0.004,0.857,0.33
024,313,20392,436,1480,12,216,22975,126,1.362,88.757,1.898,6.442,0.052,0.94,0.548
025,418,18213,507,3307,8,175,22801,173,1.833,79.878,2.224,14.504,0.035,0.768,0.759
026,266,19322,187,2648,10,81,22614,100,1.176,85.443,0.827,11.71,0.044,0.358,0.442
027,283,19951,377,1230,3,247,22228,137,1.273,89.756,1.696,5.534,0.013,1.111,0.616
028,189,19221,395,1145,10,135,21231,136,0.89,90.533,1.86,5.393,0.047,0.636,0.641
029,356,6902,1900,11629,71,98,21038,82,1.692,32.807,9.031,55.276,0.337,0.466,0.39
030,287,7567,1009,11683,6,286,20909,71,1.373,36.19,4.826,55.875,0.029,1.368,0.34
031,230,19795,471,1165,0,557,22340,122,1.03,88.608,2.108,5.215,0.0,2.493,0.546
032,205,17157,141,2586,10,1440,21594,55,0.949,79.453,0.653,11.976,0.046,6.669,0.255
033,271,16390,226,6078,9,490,23558,94,1.15,69.573,0.959,25.8,0.038,2.08,0.399
034,305,8109,482,12800,8,495,22265,66,1.37,36.42,2.165,57.489,0.036,2.223,0.296
035,251,18664,312,3401,9,566,23278,75,1.078,80.179,1.34,14.61,0.039,2.431,0.322
036,334,7623,1136,13136,17,125,22480,109,1.486,33.91,5.053,58.434,0.076,0.556,0.485
037,304,7677,435,12402,8,110,21043,107,1.445,36.482,2.067,58.936,0.038,0.523,0.508
038,292,18131,511,3614,8,336,22992,100,1.27,78.858,2.223,15.719,0.035,1.461,0.435
039,241,17036,440,3905,12,340,22066,92,1.092,77.205,1.994,17.697,0.054,1.541,0.417
040,275,20696,269,1324,17,112,22825,132,1.205,90.673,1.179,5.801,0.074,0.491,0.578
041,310,17333,262,3749,17,329,22109,109,1.402,78.398,1.185,16.957,0.077,1.488,0.493
042,501,13774,493,5789,28,503,21201,113,2.363,64.969,2.325,27.305,0.132,2.373,0.533
043,237,19669,183,257,15,246,20717,110,1.144,94.941,0.883,1.241,0.072,1.187,0.531
044,313,19934,108,143,9,97,20746,142,1.509,96.086,0.521,0.689,0.043,0.468,0.684
045,209,19777,293,596,7,63,21081,136,0.991,93.814,1.39,2.827,0.033,0.299,0.645
046,218,20012,406,1501,16,252,22506,101,0.969,88.919,1.804,6.669,0.071,1.12,0.449
047,224,18572,187,3585,11,60,22749,110,0.985,81.639,0.822,15.759,0.048,0.264,0.484
048,290,9640,392,12776,7,94,23352,153,1.242,41.281,1.679,54.711,0.03,0.403,0.655
049,136,14665,88,6316,2,140,21411,64,0.635,68.493,0.411,29.499,0.009,0.654,0.299
050,137,8829,99,10706,2,50,19877,54,0.689,44.418,0.498,53.861,0.01,0.252,0.272
051,169,13106,184,6483,6,181,20192,63,0.837,64.907,0.911,32.107,0.03,0.896,0.312
052,202,21308,175,1014,4,61,22841,77,0.884,93.288,0.766,4.439,0.018,0.267,0.337
053,190,18904,397,1570,2,102,21241,76,0.894,88.998,1.869,7.391,0.009,0.48,0.358
054,180,19872,430,1624,2,92,22263,63,0.809,89.26,1.931,7.295,0.009,0.413,0.283
055,170,9960,233,9715,1,98,20224,47,0.841,49.248,1.152,48.037,0.005,0.485,0.232
056,247,21988,80,54,3,24,22481,85,1.099,97.807,0.356,0.24,0.013,0.107,0.378
057,214,20822,204,138,5,66,21570,121,0.992,96.532,0.946,0.64,0.023,0.306,0.561
058,218,18482,421,2962,16,365,22522,58,0.968,82.062,1.869,13.152,0.071,1.621,0.258
059,271,17087,555,3273,0,368,21659,105,1.251,78.891,2.562,15.112,0.0,1.699,0.485
060,232,21806,39,131,4,48,22411,151,1.035,97.3,0.174,0.585,0.018,0.214,0.674
061,253,22056,101,102,4,44,22694,134,1.115,97.189,0.445,0.449,0.018,0.194,0.59
062,255,22318,95,221,5,60,23103,149,1.104,96.602,0.411,0.957,0.022,0.26,0.645
063,240,20568,724,492,29,174,22335,108,1.075,92.089,3.242,2.203,0.13,0.779,0.484
064,271,23018,68,22,6,68,23600,147,1.148,97.534,0.288,0.093,0.025,0.288,0.623
