district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
065,313,19352,222,1823,0,67,21929,152,1.427,88.248,1.012,8.313,0.0,0.306,0.693
066,311,21828,171,245,8,59,22777,155,1.365,95.834,0.751,1.076,0.035,0.259,0.681
067,238,19156,169,535,5,116,20348,129,1.17,94.142,0.831,2.629,0.025,0.57,0.634
068,411,21879,173,80,6,91,22838,198,1.8,95.801,0.758,0.35,0.026,0.398,0.867
069,326,19639,1208,289,14,170,21842,196,1.493,89.914,5.531,1.323,0.064,0.778,0.897
070,319,19496,328,2395,5,542,23198,113,1.375,84.042,1.414,10.324,0.022,2.336,0.487
071,342,19692,1209,1133,8,366,22895,145,1.494,86.01,5.281,4.949,0.035,1.599,0.633
072,370,17028,621,4421,21,330,22897,106,1.616,74.368,2.712,19.308,0.092,1.441,0.463
073,259,19179,1082,289,12,201,21169,147,1.223,90.599,5.111,1.365,0.057,0.95,0.694
074,288,21025,151,209,3,267,22202,259,1.297,94.699,0.68,0.941,0.014,1.203,1.167
075,389,20140,225,140,7,301,21569,367,1.804,93.375,1.043,0.649,0.032,1.396,1.702
076,483,17876,814,1366,13,1235,22100,313,2.186,80.887,3.683,6.181,0.059,5.588,1.416
077,542,18837,678,1165,15,650,22306,419,2.43,84.448,3.04,5.223,0.067,2.914,1.878
078,675,11026,3712,2860,40,1505,20192,374,3.343,54.606,18.384,14.164,0.198,7.453,1.852
079,466,18417,1043,350,6,567,21308,459,2.187,86.432,4.895,1.643,0.028,2.661,2.154
080,424,19834,343,204,21,325,21631,480,1.96,91.692,1.586,0.943,0.097,1.502,2.219
081,383,20576,180,110,20,69,21649,311,1.769,95.044,0.831,0.508,0.092,0.319,1.437
082,303,20493,279,90,21,120,21534,228,1.407,95.166,1.296,0.418,0.098,0.557,1.059
083,417,21775,52,21,3,56,22550,226,1.849,96.563,0.231,0.093,0.013,0.248,1.002
084,383,20363,328,712,57,453,22543,247,1.699,90.33,1.455,3.158,0.253,2.009,1.096
085,516,20015,488,978,20,456,22705,232,2.273,88.152,2.149,4.307,0.088,2.008,1.022
086,578,21390,605,1531,29,1055,25477,289,2.269,83.958,2.375,6.009,0.114,4.141,1.134
087,579,17608,2135,146,128,344,21572,632,2.684,81.624,9.897,0.677,0.593,1.595,2.93
088,398,15659,3017,480,452,523,20740,211,1.919,75.501,14.547,2.314,2.179,2.522,1.017
089,502,11521,4858,233,1477,325,19076,160,2.632,60.395,25.467,1.221,7.743,1.704,0.839
090,303,16303,2070,254,199,577,19920,214,1.521,81.842,10.392,1.275,0.999,2.897,1.074
091,418,17768,871,389,13,660,20548,429,2.034,86.471,4.239,1.893,0.063,3.212,2.088
092,331,21297,371,131,27,263,22807,387,1.451,93.379,1.627,0.574,0.118,1.153,1.697
093,343,16897,671,462,21,1319,19938,225,1.72,84.748,3.365,2.317,0.105,6.616,1.128
094,481,15819,3010,278,61,1153,21044,242,2.286,75.171,14.303,1.321,0.29,5.479,1.15
095,319,19861,832,168,19,194,21612,219,1.476,91.898,3.85,0.777,0.088,0.898,1.013
096,421,18095,2308,100,38,164,21407,281,1.967,84.528,10.782,0.467,0.178,0.766,1.313
097,351,21135,840,74,60,212,22883,211,1.534,92.361,3.671,0.323,0.262,0.926,0.922
098,326,20656,512,54,21,135,21857,153,1.492,94.505,2.342,0.247,0.096,0.618,0.7
099,365,22761,82,37,9,58,23472,160,1.555,96.971,0.349,0.158,0.038,0.247,0.682
100,270,23353,89,44,13,102,23997,126,1.125,97.316,0.371,0.183,0.054,0.425,0.525
