district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,365.0,29712.0,326.0,5013.0,20.0,388.0,35951.0,127.0,1.015,82.646,0.907,13.944,0.056,1.079,0.353
002,295.0,33458.0,245.0,1385.0,6.0,190.0,35725.0,146.0,0.826,93.654,0.686,3.877,0.017,0.532,0.409
003,400.0,26575.0,317.0,8209.0,13.0,150.0,35849.0,185.0,1.116,74.13,0.884,22.899,0.036,0.418,0.516
004,428.0,27563.0,1266.0,4165.0,26.0,423.0,34151.0,280.0,1.253,80.709,3.707,12.196,0.076,1.239,0.82
005,417.0,27940.0,1405.0,4232.0,13.0,217.0,34435.0,211.0,1.211,81.138,4.08,12.29,0.038,0.63,0.613
006,547.0,27378.0,475.0,5968.0,35.0,599.0,35268.0,266.0,1.551,77.628,1.347,16.922,0.099,1.698,0.754
007,1024.0,30173.0,517.0,1361.0,4.0,65.0,34547.0,1403.0,2.964,87.339,1.497,3.94,0.012,0.188,4.061
008,459.0,24783.0,2055.0,6387.0,31.0,278.0,34257.0,264.0,1.34,72.344,5.999,18.644,0.09,0.812,0.771
009,442.0,32459.0,388.0,641.0,9.0,114.0,34332.0,279.0,1.287,94.544,1.13,1.867,0.026,0.332,0.813
010,664.0,26370.0,662.0,5314.0,43.0,1602.0,34878.0,223.0,1.904,75.606,1.898,15.236,0.123,4.593,0.639
011,342.0,32420.0,901.0,162.0,25.0,83.0,34144.0,211.0,1.002,94.951,2.639,0.474,0.073,0.243,0.618
012,301.0,33023.0,614.0,531.0,5.0,177.0,34821.0,170.0,0.864,94.836,1.763,1.525,0.014,0.508,0.488
013,307.0,31725.0,405.0,2061.0,25.0,116.0,34775.0,136.0,0.883,91.229,1.165,5.927,0.072,0.334,0.391
014,284.0,33685.0,72.0,845.0,7.0,47.0,35083.0,143.0,0.81,96.015,0.205,2.409,0.02,0.134,0.408
015,244.0,28752.0,235.0,4244.0,12.0,738.0,34321.0,96.0,0.711,83.774,0.685,12.366,0.035,2.15,0.28
016,219.0,30858.0,114.0,3848.0,3.0,51.0,35211.0,118.0,0.622,87.637,0.324,10.928,0.009,0.145,0.335
017,286.0,32896.0,312.0,1440.0,18.0,64.0,35160.0,144.0,0.813,93.561,0.887,4.096,0.051,0.182,0.41
018,362.0,30365.0,1864.0,1934.0,11.0,64.0,34775.0,175.0,1.041,87.318,5.36,5.561,0.032,0.184,0.503
019,623.0,11929.0,495.0,20760.0,34.0,453.0,34453.0,159.0,1.808,34.624,1.437,60.256,0.099,1.315,0.461
020,443.0,32031.0,175.0,1286.0,27.0,1199.0,35371.0,210.0,1.252,90.557,0.495,3.636,0.076,3.39,0.594
021,490.0,31319.0,199.0,2852.0,25.0,434.0,35623.0,304.0,1.376,87.918,0.559,8.006,0.07,1.218,0.853
022,608.0,31393.0,184.0,1937.0,15.0,165.0,34826.0,524.0,1.746,90.142,0.528,5.562,0.043,0.474,1.505
023,751.0,32473.0,446.0,1312.0,39.0,130.0,35625.0,474.0,2.108,91.152,1.252,3.683,0.109,0.365,1.331
024,618.0,31064.0,1732.0,495.0,28.0,117.0,34430.0,376.0,1.795,90.224,5.03,1.438,0.081,0.34,1.092
025,523.0,24822.0,369.0,5117.0,20.0,1374.0,32435.0,210.0,1.612,76.528,1.138,15.776,0.062,4.236,0.647
026,474.0,27590.0,4083.0,517.0,51.0,166.0,33195.0,314.0,1.428,83.115,12.3,1.557,0.154,0.5,0.946
027,393.0,33301.0,501.0,519.0,5.0,183.0,35226.0,324.0,1.116,94.535,1.422,1.473,0.014,0.52,0.92
028,382.0,24035.0,804.0,9961.0,84.0,173.0,35588.0,149.0,1.073,67.537,2.259,27.99,0.236,0.486,0.419
029,388.0,31736.0,1176.0,1058.0,41.0,101.0,34708.0,208.0,1.118,91.437,3.388,3.048,0.118,0.291,0.599
030,329.0,32137.0,339.0,1399.0,6.0,293.0,34651.0,148.0,0.949,92.745,0.978,4.037,0.017,0.846,0.427
031,,,,,,,,,,,,,,,
032,379.0,13584.0,424.0,20109.0,10.0,143.0,34792.0,143.0,1.089,39.043,1.219,57.798,0.029,0.411,0.411
033,309.0,27519.0,286.0,7007.0,1.0,108.0,35367.0,137.0,0.874,77.81,0.809,19.812,0.003,0.305,0.387
034,346.0,31635.0,1382.0,562.0,23.0,80.0,34231.0,203.0,1.011,92.416,4.037,1.642,0.067,0.234,0.593
035,307.0,28634.0,415.0,5313.0,6.0,187.0,34996.0,134.0,0.877,81.821,1.186,15.182,0.017,0.534,0.383
036,353.0,30595.0,295.0,4027.0,29.0,282.0,35714.0,133.0,0.988,85.667,0.826,11.276,0.081,0.79,0.372
