district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
065,112,3429,330,12898,3,75,16858,11,0.664,20.34,1.958,76.51,0.018,0.445,0.065
066,111,6839,83,10874,3,33,17963,20,0.618,38.073,0.462,60.536,0.017,0.184,0.111
067,95,2031,157,14391,10,321,17042,37,0.557,11.918,0.921,84.444,0.059,1.884,0.217
068,141,5749,102,12402,3,60,18500,43,0.762,31.076,0.551,67.038,0.016,0.324,0.232
069,135,2032,82,14666,0,52,16996,29,0.794,11.956,0.482,86.291,0.0,0.306,0.171
070,171,4773,41,13550,4,98,18676,39,0.916,25.557,0.22,72.553,0.021,0.525,0.209
071,113,4892,98,11715,3,112,16961,28,0.666,28.843,0.578,69.07,0.018,0.66,0.165
072,129,4371,336,12388,3,363,17608,18,0.733,24.824,1.908,70.354,0.017,2.062,0.102
073,90,12993,52,3125,2,498,16781,21,0.536,77.427,0.31,18.622,0.012,2.968,0.125
074,87,16225,88,2639,0,288,19358,31,0.449,83.815,0.455,13.633,0.0,1.488,0.16
075,179,11793,1293,5388,46,34,18766,33,0.954,62.842,6.89,28.711,0.245,0.181,0.176
076,89,6369,273,10776,3,55,17601,36,0.506,36.185,1.551,61.224,0.017,0.312,0.205
077,127,12780,125,5386,13,50,18524,43,0.686,68.992,0.675,29.076,0.07,0.27,0.232
078,106,11646,174,5954,3,45,18545,617,0.572,62.799,0.938,32.106,0.016,0.243,3.327
079,62,13356,86,5453,2,22,19008,27,0.326,70.265,0.452,28.688,0.011,0.116,0.142
080,116,5445,476,11967,5,59,18205,137,0.637,29.909,2.615,65.735,0.027,0.324,0.753
081,69,13835,85,4125,6,74,18215,21,0.379,75.954,0.467,22.646,0.033,0.406,0.115
082,118,3901,102,12842,4,107,17133,59,0.689,22.769,0.595,74.955,0.023,0.625,0.344
083,123,14896,120,3194,6,231,18611,41,0.661,80.039,0.645,17.162,0.032,1.241,0.22
084,83,12518,58,6166,1,37,18896,33,0.439,66.247,0.307,32.631,0.005,0.196,0.175
085,93,6632,114,11111,1,61,18047,35,0.515,36.748,0.632,61.567,0.006,0.338,0.194
086,83,11650,110,6145,6,28,18054,32,0.46,64.529,0.609,34.037,0.033,0.155,0.177
087,140,13685,148,3332,9,288,17648,46,0.793,77.544,0.839,18.88,0.051,1.632,0.261
088,112,16645,165,2151,7,39,19168,49,0.584,86.837,0.861,11.222,0.037,0.203,0.256
089,105,15714,585,2941,2,113,19499,39,0.538,80.589,3.0,15.083,0.01,0.58,0.2
090,93,12500,162,5361,4,25,18174,29,0.512,68.78,0.891,29.498,0.022,0.138,0.16
091,95,8336,174,9843,0,35,18517,34,0.513,45.018,0.94,53.157,0.0,0.189,0.184
092,79,14964,87,3545,5,67,18781,34,0.421,79.676,0.463,18.875,0.027,0.357,0.181
093,189,15605,116,2183,10,109,18317,105,1.032,85.194,0.633,11.918,0.055,0.595,0.573
094,268,6515,451,11708,3,56,19061,60,1.406,34.18,2.366,61.424,0.016,0.294,0.315
095,235,17979,101,677,15,144,19236,85,1.222,93.465,0.525,3.519,0.078,0.749,0.442
096,86,6993,20,11205,1,11,18339,23,0.469,38.132,0.109,61.099,0.005,0.06,0.125
097,104,14239,98,4255,1,138,18882,47,0.551,75.41,0.519,22.535,0.005,0.731,0.249
098,82,6368,59,11426,6,61,18059,57,0.454,35.262,0.327,63.27,0.033,0.338,0.316
099,132,12988,70,4981,5,36,18270,58,0.722,71.089,0.383,27.263,0.027,0.197,0.317
100,103,13289,81,5097,6,61,18677,40,0.551,71.152,0.434,27.29,0.032,0.327,0.214
101,121,14345,52,1988,8,179,16727,34,0.723,85.76,0.311,11.885,0.048,1.07,0.203
102,197,12895,287,6018,25,262,19726,42,0.999,65.371,1.455,30.508,0.127,1.328,0.213
103,176,4683,526,12060,9,64,17566,48,1.002,26.659,2.994,68.655,0.051,0.364,0.273
104,140,14852,147,1704,2,81,16973,47,0.825,87.504,0.866,10.039,0.012,0.477,0.277
105,121,14924,41,4259,2,31,19439,61,0.622,76.773,0.211,21.91,0.01,0.159,0.314
106,188,16287,110,2392,13,70,19166,106,0.981,84.979,0.574,12.48,0.068,0.365,0.553
107,110,15625,85,1874,0,42,17797,61,0.618,87.796,0.478,10.53,0.0,0.236,0.343
108,265,15615,160,3034,10,78,19260,98,1.376,81.075,0.831,15.753,0.052,0.405,0.509
109,147,16369,97,662,6,44,17414,89,0.844,93.999,0.557,3.802,0.034,0.253,0.511
110,177,5511,645,11077,6,154,17609,39,1.005,31.296,3.663,62.905,0.034,0.875,0.221
111,181,15615,352,2590,13,175,19006,80,0.952,82.158,1.852,13.627,0.068,0.921,0.421
112,206,13006,297,3679,9,308,17593,88,1.171,73.927,1.688,20.912,0.051,1.751,0.5
113,239,15869,194,1407,16,699,18494,70,1.292,85.806,1.049,7.608,0.087,3.78,0.379
114,277,15185,204,1406,13,864,18030,81,1.536,84.221,1.131,7.798,0.072,4.792,0.449
115,460,12779,829,4081,76,1341,19688,122,2.336,64.908,4.211,20.728,0.386,6.811,0.62
116,237,16251,181,1164,15,626,18557,83,1.277,87.573,0.975,6.273,0.081,3.373,0.447
117,413,14470,585,3855,28,596,20031,84,2.062,72.238,2.92,19.245,0.14,2.975,0.419
118,308,13959,437,3386,15,368,18544,71,1.661,75.275,2.357,18.259,0.081,1.984,0.383
119,261,5894,370,10579,20,207,17387,56,1.501,33.899,2.128,60.844,0.115,1.191,0.322
120,293,15652,286,2305,26,557,19215,96,1.525,81.457,1.488,11.996,0.135,2.899,0.5
121,310,14716,188,2663,25,422,18413,89,1.684,79.922,1.021,14.463,0.136,2.292,0.483
122,294,15129,199,1958,8,195,17882,99,1.644,84.605,1.113,10.95,0.045,1.09,0.554
