district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,111,17146,86,395,4,42,17821,37,0.623,96.212,0.483,2.216,0.022,0.236,0.208
002,130,14411,335,2581,4,46,17551,44,0.741,82.109,1.909,14.706,0.023,0.262,0.251
003,82,15830,97,1822,2,23,17880,24,0.459,88.535,0.543,10.19,0.011,0.129,0.134
004,99,14437,300,2490,3,24,17399,46,0.569,82.976,1.724,14.311,0.017,0.138,0.264
005,80,6304,194,11430,4,30,18085,43,0.442,34.858,1.073,63.202,0.022,0.166,0.238
006,151,13490,323,3584,9,235,17821,29,0.847,75.697,1.812,20.111,0.051,1.319,0.163
007,137,13965,434,3051,9,294,17942,52,0.764,77.834,2.419,17.005,0.05,1.639,0.29
008,105,12897,158,4137,7,43,17394,47,0.604,74.146,0.908,23.784,0.04,0.247,0.27
009,118,5691,120,10934,9,81,16984,31,0.695,33.508,0.707,64.378,0.053,0.477,0.183
010,126,14606,127,4043,0,124,19069,43,0.661,76.596,0.666,21.202,0.0,0.65,0.225
011,95,6189,81,10288,0,20,16710,37,0.569,37.038,0.485,61.568,0.0,0.12,0.221
012,202,15945,206,4366,13,662,21460,66,0.941,74.301,0.96,20.345,0.061,3.085,0.308
013,121,13261,219,3843,5,79,17561,33,0.689,75.514,1.247,21.884,0.028,0.45,0.188
014,125,13754,478,2741,10,28,17160,24,0.728,80.152,2.786,15.973,0.058,0.163,0.14
015,163,14056,767,1858,7,32,16930,47,0.963,83.024,4.53,10.975,0.041,0.189,0.278
016,146,6593,318,9270,1,76,16435,31,0.888,40.116,1.935,56.404,0.006,0.462,0.189
017,118,13447,229,3438,3,152,17410,23,0.678,77.237,1.315,19.747,0.017,0.873,0.132
018,119,14232,54,2487,5,77,17005,31,0.7,83.693,0.318,14.625,0.029,0.453,0.182
019,85,16228,88,870,8,78,17389,32,0.489,93.323,0.506,5.003,0.046,0.449,0.184
020,81,14748,41,2608,2,38,17553,35,0.461,84.02,0.234,14.858,0.011,0.216,0.199
021,88,16271,238,1190,3,37,17870,43,0.492,91.052,1.332,6.659,0.017,0.207,0.241
022,103,11113,315,6158,3,47,17767,28,0.58,62.549,1.773,34.66,0.017,0.265,0.158
023,104,13396,299,3937,0,40,17795,19,0.584,75.28,1.68,22.124,0.0,0.225,0.107
024,148,13837,315,3551,13,325,18248,59,0.811,75.827,1.726,19.46,0.071,1.781,0.323
025,185,13613,532,3817,7,210,18420,56,1.004,73.903,2.888,20.722,0.038,1.14,0.304
026,74,4678,89,12025,2,80,16965,17,0.436,27.574,0.525,70.881,0.012,0.472,0.1
027,83,5282,236,10639,0,37,16601,324,0.5,31.817,1.422,64.087,0.0,0.223,1.952
028,116,15777,150,2237,6,166,18488,36,0.627,85.336,0.811,12.1,0.032,0.898,0.195
029,84,6100,135,11932,11,101,18388,25,0.457,33.174,0.734,64.89,0.06,0.549,0.136
030,196,6801,409,12103,19,151,19728,49,0.994,34.474,2.073,61.349,0.096,0.765,0.248
031,71,5561,139,12641,0,73,18519,34,0.383,30.029,0.751,68.26,0.0,0.394,0.184
032,93,3357,162,13024,1,79,16747,31,0.555,20.045,0.967,77.769,0.006,0.472,0.185
033,81,10716,31,7506,1,28,18399,36,0.44,58.242,0.168,40.796,0.005,0.152,0.196
034,100,6624,178,10228,0,24,17188,34,0.582,38.539,1.036,59.507,0.0,0.14,0.198
035,84,13347,45,5186,4,23,18814,125,0.446,70.942,0.239,27.565,0.021,0.122,0.664
036,94,5883,54,10985,2,27,17069,24,0.551,34.466,0.316,64.356,0.012,0.158,0.141
037,83,13116,43,4592,3,63,17932,32,0.463,73.143,0.24,25.608,0.017,0.351,0.178
038,136,7441,58,9747,9,245,17669,33,0.77,42.113,0.328,55.164,0.051,1.387,0.187
039,158,14133,164,3339,13,208,18054,39,0.875,78.282,0.908,18.495,0.072,1.152,0.216
040,285,10616,771,5137,12,156,17041,64,1.672,62.297,4.524,30.145,0.07,0.915,0.376
041,125,5701,46,11303,3,73,17283,32,0.723,32.986,0.266,65.4,0.017,0.422,0.185
042,100,5497,49,11185,1,31,16917,54,0.591,32.494,0.29,66.117,0.006,0.183,0.319
043,202,16909,95,3956,4,707,21919,46,0.922,77.143,0.433,18.048,0.018,3.226,0.21
044,114,13368,88,2088,3,57,18246,2528,0.625,73.265,0.482,11.444,0.016,0.312,13.855
045,97,7208,38,10432,4,57,18556,720,0.523,38.845,0.205,56.219,0.022,0.307,3.88
046,95,12461,87,5686,2,110,18471,30,0.514,67.463,0.471,30.783,0.011,0.596,0.162
047,323,5955,154,11913,4,71,18485,65,1.747,32.215,0.833,64.447,0.022,0.384,0.352
048,84,12100,275,4976,3,42,18081,601,0.465,66.921,1.521,27.521,0.017,0.232,3.324
049,82,5071,57,11367,4,130,16734,23,0.49,30.304,0.341,67.928,0.024,0.777,0.137
050,72,5577,94,11886,4,85,17748,30,0.406,31.423,0.53,66.971,0.023,0.479,0.169
051,79,4177,76,12375,0,53,16782,22,0.471,24.89,0.453,73.74,0.0,0.316,0.131
052,118,13305,378,4346,9,118,18325,51,0.644,72.606,2.063,23.716,0.049,0.644,0.278
053,100,12736,56,5673,6,53,18657,33,0.536,68.264,0.3,30.407,0.032,0.284,0.177
054,120,13082,70,4234,4,170,17715,35,0.677,73.847,0.395,23.901,0.023,0.96,0.198
055,104,6023,94,11107,5,135,17521,53,0.594,34.376,0.536,63.393,0.029,0.771,0.302
056,118,13389,86,4445,3,506,18569,22,0.635,72.104,0.463,23.938,0.016,2.725,0.118
057,102,4266,608,12131,6,69,17233,51,0.592,24.755,3.528,70.394,0.035,0.4,0.296
058,106,15133,68,2093,5,493,17929,31,0.591,84.405,0.379,11.674,0.028,2.75,0.173
059,131,16363,129,1991,1,437,19069,17,0.687,85.809,0.676,10.441,0.005,2.292,0.089
060,112,14561,102,3560,12,117,18507,43,0.605,78.678,0.551,19.236,0.065,0.632,0.232
061,171,13603,695,5013,41,159,19719,37,0.867,68.984,3.525,25.422,0.208,0.806,0.188
062,99,15525,255,2769,10,120,18812,34,0.526,82.527,1.356,14.719,0.053,0.638,0.181
063,78,6994,75,11920,7,41,19139,24,0.408,36.543,0.392,62.281,0.037,0.214,0.125
064,104,13139,192,4839,11,256,18571,30,0.56,70.75,1.034,26.057,0.059,1.378,0.162
