district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
021,498,34100,1106,1851,22,566,38275,132,1.301,89.092,2.89,4.836,0.057,1.479,0.345
022,442,34812,998,1318,9,993,38675,103,1.143,90.012,2.58,3.408,0.023,2.568,0.266
023,560,34342,2033,2195,44,474,39892,244,1.404,86.087,5.096,5.502,0.11,1.188,0.612
024,439,33740,1854,884,10,1340,38393,126,1.143,87.881,4.829,2.303,0.026,3.49,0.328
025,443,27942,584,1247,6,5081,35375,72,1.252,78.988,1.651,3.525,0.017,14.363,0.204
026,379,35854,994,608,15,846,38827,131,0.976,92.343,2.56,1.566,0.039,2.179,0.337
027,486,35036,2075,1302,16,287,39370,168,1.234,88.992,5.271,3.307,0.041,0.729,0.427
028,391,36455,724,2532,17,448,40671,104,0.961,89.634,1.78,6.226,0.042,1.102,0.256
029,778,22649,8177,4682,67,882,37452,217,2.077,60.475,21.833,12.501,0.179,2.355,0.579
030,579,30618,4023,2872,17,817,39071,145,1.482,78.365,10.297,7.351,0.044,2.091,0.371
031,434,34773,808,2497,8,640,39241,81,1.106,88.614,2.059,6.363,0.02,1.631,0.206
032,318,35700,527,4949,4,288,41866,80,0.76,85.272,1.259,11.821,0.01,0.688,0.191
033,281,31413,654,8525,6,215,41192,98,0.682,76.26,1.588,20.696,0.015,0.522,0.238
034,784,30489,1343,6949,17,1972,41682,128,1.881,73.147,3.222,16.671,0.041,4.731,0.307
035,731,26651,1170,7649,15,1623,37954,115,1.926,70.219,3.083,20.153,0.04,4.276,0.303
036,377,31789,407,4407,14,842,37923,87,0.994,83.825,1.073,11.621,0.037,2.22,0.229
037,830,27337,2403,8494,32,1575,40849,178,2.032,66.922,5.883,20.794,0.078,3.856,0.436
038,742,19665,1718,16271,9,862,39397,130,1.883,49.915,4.361,41.3,0.023,2.188,0.33
039,800,13734,3035,19598,22,817,38182,176,2.095,35.97,7.949,51.328,0.058,2.14,0.461
040,703,30556,766,8956,20,2309,43428,118,1.619,70.36,1.764,20.623,0.046,5.317,0.272
041,1136,17700,4607,13816,29,1243,38676,145,2.937,45.765,11.912,35.722,0.075,3.214,0.375
042,1267,17360,4682,15784,34,1536,40861,198,3.101,42.485,11.458,38.629,0.083,3.759,0.485
043,831,30589,925,6228,22,3916,42593,82,1.951,71.817,2.172,14.622,0.052,9.194,0.193
044,700,31791,921,4636,14,2513,40695,120,1.72,78.12,2.263,11.392,0.034,6.175,0.295
045,597,32780,582,3547,23,2530,40117,58,1.488,81.711,1.451,8.842,0.057,6.307,0.145
046,610,34182,761,2628,16,1585,39868,86,1.53,85.738,1.909,6.592,0.04,3.976,0.216
047,552,30397,475,2977,10,3768,38241,62,1.443,79.488,1.242,7.785,0.026,9.853,0.162
048,835,29313,3529,4882,34,1461,40207,153,2.077,72.905,8.777,12.142,0.085,3.634,0.381
049,663,27926,880,3781,20,4743,38077,64,1.741,73.341,2.311,9.93,0.053,12.456,0.168
050,649,22244,525,3406,13,10040,36917,40,1.758,60.254,1.422,9.226,0.035,27.196,0.108
051,866,28047,1502,8478,16,2036,41035,90,2.11,68.349,3.66,20.66,0.039,4.962,0.219
052,717,31234,2391,5215,14,1451,41106,84,1.744,75.984,5.817,12.687,0.034,3.53,0.204
053,640,12925,1545,23389,17,988,39598,94,1.616,32.641,3.902,59.066,0.043,2.495,0.237
054,753,34415,1446,5448,17,2375,44566,112,1.69,77.223,3.245,12.225,0.038,5.329,0.251
055,708,11570,391,29830,17,972,43575,87,1.625,26.552,0.897,68.457,0.039,2.231,0.2
056,1130,15424,420,25255,17,4417,46750,87,2.417,32.993,0.898,54.021,0.036,9.448,0.186
057,816,17328,791,24643,14,1462,45178,124,1.806,38.355,1.751,54.546,0.031,3.236,0.274
058,946,16857,632,25212,13,1068,44854,126,2.109,37.582,1.409,56.209,0.029,2.381,0.281
059,780,15413,1395,23284,14,584,41605,135,1.875,37.046,3.353,55.964,0.034,1.404,0.324
060,609,8034,3179,25056,16,1108,38177,175,1.595,21.044,8.327,65.631,0.042,2.902,0.458
061,586,9549,1334,27018,33,407,39023,96,1.502,24.47,3.418,69.236,0.085,1.043,0.246
062,606,10153,673,26396,25,371,38345,121,1.58,26.478,1.755,68.838,0.065,0.968,0.316
063,601,11924,550,24804,36,1002,39038,121,1.54,30.545,1.409,63.538,0.092,2.567,0.31
064,610,13235,876,23598,14,757,39190,100,1.557,33.771,2.235,60.214,0.036,1.932,0.255
065,610,9692,1171,25584,15,446,37616,98,1.622,25.766,3.113,68.014,0.04,1.186,0.261
066,651,20811,983,15162,25,610,38363,121,1.697,54.248,2.562,39.522,0.065,1.59,0.315
067,536,29333,706,7300,20,409,38436,132,1.395,76.316,1.837,18.993,0.052,1.064,0.343
068,467,31619,584,5909,15,257,38995,144,1.198,81.085,1.498,15.153,0.038,0.659,0.369
069,410,34255,538,5633,33,386,41364,109,0.991,82.814,1.301,13.618,0.08,0.933,0.264
070,534,29951,1129,7608,31,735,40088,100,1.332,74.713,2.816,18.978,0.077,1.833,0.249
071,532,32590,799,3933,16,881,38886,135,1.368,83.809,2.055,10.114,0.041,2.266,0.347
072,443,34252,579,2461,18,1115,38955,87,1.137,87.927,1.486,6.318,0.046,2.862,0.223
073,459,27555,759,10173,15,521,39600,118,1.159,69.583,1.917,25.689,0.038,1.316,0.298
074,762,7624,2435,24808,20,3013,38810,148,1.963,19.644,6.274,63.922,0.052,7.763,0.381
075,708,8626,1638,25611,20,1749,38464,112,1.841,22.426,4.259,66.584,0.052,4.547,0.291
076,547,10062,1780,23894,18,1738,38157,118,1.434,26.37,4.665,62.62,0.047,4.555,0.309
077,744,6187,2961,25612,16,1691,37349,138,1.992,16.565,7.928,68.575,0.043,4.528,0.369
078,783,12033,1628,21597,32,1915,38129,141,2.054,31.559,4.27,56.642,0.084,5.022,0.37
079,872,27292,2165,6289,36,4390,41179,135,2.118,66.277,5.258,15.272,0.087,10.661,0.328
080,1269,29859,3720,5068,43,3357,43496,180,2.918,68.648,8.553,11.652,0.099,7.718,0.414
081,1254,22653,7447,4247,38,5070,41186,477,3.045,55.002,18.081,10.312,0.092,12.31,1.158
082,1153,27167,4289,6815,19,4107,43727,177,2.637,62.129,9.809,15.585,0.043,9.392,0.405
083,513,14422,303,24998,11,750,41089,92,1.249,35.099,0.737,60.839,0.027,1.825,0.224
084,586,14830,268,24546,9,1467,41782,76,1.403,35.494,0.641,58.748,0.022,3.511,0.182
085,922,11206,583,23561,11,4721,41110,106,2.243,27.259,1.418,57.312,0.027,11.484,0.258
086,647,12780,537,24798,21,1998,40880,99,1.583,31.262,1.314,60.66,0.051,4.887,0.242
087,700,10290,896,26585,12,2022,40610,105,1.724,25.339,2.206,65.464,0.03,4.979,0.259
088,916,11239,1879,24669,27,1286,40173,157,2.28,27.977,4.677,61.407,0.067,3.201,0.391
089,608,14304,381,26139,14,493,42011,72,1.447,34.048,0.907,62.219,0.033,1.174,0.171
090,530,11655,331,26443,8,533,39580,80,1.339,29.447,0.836,66.809,0.02,1.347,0.202
091,566,13019,560,24512,11,612,39377,97,1.437,33.062,1.422,62.25,0.028,1.554,0.246
092,577,9957,1998,25431,30,362,38475,120,1.5,25.879,5.193,66.097,0.078,0.941,0.312
093,747,11224,871,24013,17,689,37658,97,1.984,29.805,2.313,63.766,0.045,1.83,0.258
094,749,10117,997,24673,24,1359,38031,112,1.969,26.602,2.622,64.876,0.063,3.573,0.294
095,906,23810,2226,7981,21,4809,39953,200,2.268,59.595,5.572,19.976,0.053,12.037,0.501
096,1183,16119,6102,7170,23,8709,39523,217,2.993,40.784,15.439,18.141,0.058,22.035,0.549
097,566,25278,1035,3878,11,7562,38410,80,1.474,65.811,2.695,10.096,0.029,19.688,0.208
098,579,26820,2432,4376,35,2727,37068,99,1.562,72.354,6.561,11.805,0.094,7.357,0.267
099,1409,13688,9649,8028,45,4043,37254,392,3.782,36.742,25.901,21.549,0.121,10.853,1.052
100,1142,13453,5776,11910,34,4865,37465,285,3.048,35.908,15.417,31.79,0.091,12.985,0.761
101,956,22152,2681,7513,15,5332,38785,136,2.465,57.115,6.912,19.371,0.039,13.748,0.351
102,868,24261,1682,7083,19,5055,39110,142,2.219,62.033,4.301,18.11,0.049,12.925,0.363
103,500,30750,1176,3699,11,1710,37957,111,1.317,81.013,3.098,9.745,0.029,4.505,0.292
104,594,25511,1314,6997,13,1456,35990,105,1.65,70.884,3.651,19.442,0.036,4.046,0.292
105,754,20014,1905,12052,16,1690,36580,149,2.061,54.713,5.208,32.947,0.044,4.62,0.407
106,698,24492,1377,9774,21,2116,38585,107,1.809,63.475,3.569,25.331,0.054,5.484,0.277
107,856,20788,2697,7826,12,5066,37377,132,2.29,55.617,7.216,20.938,0.032,13.554,0.353
108,796,24231,2676,5970,27,5575,39456,181,2.017,61.413,6.782,15.131,0.068,14.13,0.459
109,511,25611,432,10346,21,1120,38161,120,1.339,67.113,1.132,27.111,0.055,2.935,0.314
110,499,25376,631,11416,17,339,38376,98,1.3,66.125,1.644,29.748,0.044,0.883,0.255
111,630,22656,833,13020,27,1271,38545,108,1.634,58.778,2.161,33.779,0.07,3.297,0.28
112,348,30261,489,8436,9,459,40120,118,0.867,75.426,1.219,21.027,0.022,1.144,0.294
113,577,14475,839,20824,9,398,37191,69,1.551,38.921,2.256,55.992,0.024,1.07,0.186
114,498,30723,705,5386,15,700,38119,92,1.306,80.598,1.849,14.129,0.039,1.836,0.241
115,345,30881,323,7264,24,393,39330,100,0.877,78.518,0.821,18.469,0.061,0.999,0.254
116,512,31955,1248,3872,15,1230,38935,103,1.315,82.073,3.205,9.945,0.039,3.159,0.265
117,551,32368,1196,7216,24,1674,43102,73,1.278,75.096,2.775,16.742,0.056,3.884,0.169
118,782,25131,2508,12713,18,1037,42287,98,1.849,59.43,5.931,30.064,0.043,2.452,0.232
119,618,34693,639,4884,21,2381,43291,55,1.428,80.139,1.476,11.282,0.049,5.5,0.127
120,371,28057,1057,12251,19,197,42036,84,0.883,66.745,2.515,29.144,0.045,0.469,0.2
121,571,28291,717,9176,51,462,39434,166,1.448,71.743,1.818,23.269,0.129,1.172,0.421
122,661,30955,376,4361,49,2057,38559,100,1.714,80.28,0.975,11.31,0.127,5.335,0.259
123,659,31731,428,7090,60,1655,41748,125,1.579,76.006,1.025,16.983,0.144,3.964,0.299
124,687,17063,585,22804,52,902,42242,149,1.626,40.393,1.385,53.984,0.123,2.135,0.353
125,640,17901,343,19900,51,440,39400,125,1.624,45.434,0.871,50.508,0.129,1.117,0.317
126,590,14203,436,22371,86,454,38267,127,1.542,37.116,1.139,58.46,0.225,1.186,0.332
127,770,17191,706,20748,86,755,40411,155,1.905,42.54,1.747,51.342,0.213,1.868,0.384
128,204,18194,178,22575,4,153,41388,80,0.493,43.96,0.43,54.545,0.01,0.37,0.193
129,338,28484,319,10955,5,229,40449,119,0.836,70.42,0.789,27.083,0.012,0.566,0.294
130,467,25900,427,12476,22,298,39700,110,1.176,65.239,1.076,31.426,0.055,0.751,0.277
131,366,30004,297,10180,7,160,41142,128,0.89,72.928,0.722,24.744,0.017,0.389,0.311
132,358,20882,1219,15728,19,450,38796,140,0.923,53.825,3.142,40.54,0.049,1.16,0.361
133,386,31852,326,7453,18,682,40825,108,0.945,78.021,0.799,18.256,0.044,1.671,0.265
134,678,31557,643,6422,78,1280,40802,144,1.662,77.342,1.576,15.739,0.191,3.137,0.353
135,782,15247,1263,21170,75,399,39104,168,2.0,38.991,3.23,54.138,0.192,1.02,0.43
136,872,15253,913,21582,104,928,39806,154,2.191,38.318,2.294,54.218,0.261,2.331,0.387
137,482,17899,314,20679,50,407,39957,126,1.206,44.796,0.786,51.753,0.125,1.019,0.315
138,505,22199,1226,15006,55,575,39760,194,1.27,55.832,3.084,37.741,0.138,1.446,0.488
139,333,16748,845,23330,22,300,41652,74,0.799,40.209,2.029,56.012,0.053,0.72,0.178
140,492,26324,665,12871,57,446,41014,159,1.2,64.183,1.621,31.382,0.139,1.087,0.388
141,382,29918,352,9099,21,1274,41154,108,0.928,72.698,0.855,22.11,0.051,3.096,0.262
142,342,13167,472,24083,25,334,38488,65,0.889,34.211,1.226,62.573,0.065,0.868,0.169
143,440,15924,382,23357,32,362,40592,95,1.084,39.229,0.941,57.541,0.079,0.892,0.234
144,303,28350,361,11095,29,305,40553,110,0.747,69.909,0.89,27.359,0.072,0.752,0.271
145,309,25419,380,15623,25,498,42344,90,0.73,60.03,0.897,36.895,0.059,1.176,0.213
146,583,27202,409,9286,23,1222,38823,98,1.502,70.067,1.053,23.919,0.059,3.148,0.252
147,801,25823,1304,10438,61,1003,39589,159,2.023,65.228,3.294,26.366,0.154,2.534,0.402
148,290,25678,554,13743,12,297,40651,77,0.713,63.167,1.363,33.807,0.03,0.731,0.189
149,372,26858,1113,13187,16,184,41813,83,0.89,64.234,2.662,31.538,0.038,0.44,0.199
150,284,26036,439,12988,3,362,40188,76,0.707,64.786,1.092,32.318,0.007,0.901,0.189
151,242,18025,1636,21454,24,179,41637,77,0.581,43.291,3.929,51.526,0.058,0.43,0.185
152,311,29495,253,9127,23,505,39824,110,0.781,74.063,0.635,22.918,0.058,1.268,0.276
153,364,15127,484,23848,69,404,40411,115,0.901,37.433,1.198,59.014,0.171,1.0,0.285
154,305,15905,203,23672,13,217,40393,78,0.755,39.376,0.503,58.604,0.032,0.537,0.193
155,265,28078,1041,10900,3,312,40679,80,0.651,69.023,2.559,26.795,0.007,0.767,0.197
156,280,28394,1908,8497,18,224,39399,78,0.711,72.068,4.843,21.567,0.046,0.569,0.198
157,365,27423,1884,11249,25,221,41282,115,0.884,66.428,4.564,27.249,0.061,0.535,0.279
158,274,25247,1327,12947,21,258,40158,84,0.682,62.869,3.304,32.24,0.052,0.642,0.209
159,337,27531,203,10779,13,274,39250,113,0.859,70.143,0.517,27.462,0.033,0.698,0.288
160,536,32336,638,8753,43,634,43070,130,1.244,75.078,1.481,20.323,0.1,1.472,0.302
161,599,30490,592,7006,28,906,39726,105,1.508,76.751,1.49,17.636,0.07,2.281,0.264
162,752,16659,1874,19383,78,957,39859,156,1.887,41.795,4.702,48.629,0.196,2.401,0.391
163,645,20422,477,20228,27,898,42793,96,1.507,47.723,1.115,47.269,0.063,2.098,0.224
164,762,25767,909,8909,69,1122,37716,178,2.02,68.318,2.41,23.621,0.183,2.975,0.472
165,545,18128,564,21464,15,828,41654,110,1.308,43.52,1.354,51.529,0.036,1.988,0.264
166,457,37153,314,4318,26,1021,43386,97,1.053,85.634,0.724,9.953,0.06,2.353,0.224
167,508,29851,926,8684,54,411,40594,160,1.251,73.535,2.281,21.392,0.133,1.012,0.394
168,1058,18190,1014,16808,200,884,38351,197,2.759,47.43,2.644,43.827,0.521,2.305,0.514
169,304,28086,2172,8807,11,256,39735,99,0.765,70.683,5.466,22.164,0.028,0.644,0.249
170,340,28869,1394,8174,11,328,39206,90,0.867,73.634,3.556,20.849,0.028,0.837,0.23
171,305,23456,1263,14885,10,213,40274,142,0.757,58.241,3.136,36.959,0.025,0.529,0.353
172,392,24276,2736,10638,16,247,38475,170,1.019,63.096,7.111,27.649,0.042,0.642,0.442
173,394,24273,1261,14138,18,227,40561,250,0.971,59.843,3.109,34.856,0.044,0.56,0.616
174,554,28907,1028,8967,49,242,39946,199,1.387,72.365,2.573,22.448,0.123,0.606,0.498
175,362,29146,546,10447,20,491,41150,138,0.88,70.829,1.327,25.388,0.049,1.193,0.335
176,494,28090,1385,9456,44,368,40023,186,1.234,70.185,3.461,23.626,0.11,0.919,0.465
177,595,18568,733,20869,51,557,41506,133,1.434,44.736,1.766,50.279,0.123,1.342,0.32
178,428,35164,596,3528,23,153,40080,188,1.068,87.735,1.487,8.802,0.057,0.382,0.469
179,450,26824,1274,12003,47,391,41101,112,1.095,65.264,3.1,29.204,0.114,0.951,0.272
180,634,30172,419,7131,38,633,39225,198,1.616,76.92,1.068,18.18,0.097,1.614,0.505
