district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,3048,141243,8861,19414,60,1804,175566,1136,1.736,80.45,5.047,11.058,0.034,1.028,0.647
002,3967,107940,11712,28370,56,12473,165128,610,2.402,65.367,7.093,17.181,0.034,7.554,0.369
003,2570,130656,6830,23928,44,2710,167430,692,1.535,78.036,4.079,14.291,0.026,1.619,0.413
004,2520,128744,3815,28697,38,5277,169456,365,1.487,75.975,2.251,16.935,0.022,3.114,0.215
005,3105,107012,16341,35477,77,4250,166884,622,1.861,64.124,9.792,21.258,0.046,2.547,0.373
006,2776,133260,5975,16988,44,14201,173600,356,1.599,76.763,3.442,9.786,0.025,8.18,0.205
007,3444,118359,3370,35841,71,7536,168952,331,2.038,70.055,1.995,21.214,0.042,4.46,0.196
008,2889,138847,3344,15665,67,5860,167024,352,1.73,83.13,2.002,9.379,0.04,3.508,0.211
009,1776,166240,2757,5358,30,4515,180939,263,0.982,91.876,1.524,2.961,0.017,2.495,0.145
010,1756,168922,2804,4254,45,4041,182076,254,0.964,92.776,1.54,2.336,0.025,2.219,0.14
011,3517,128070,8688,25854,91,7008,173760,532,2.024,73.705,5.0,14.879,0.052,4.033,0.306
012,2520,138712,3504,11724,58,12043,168869,308,1.492,82.142,2.075,6.943,0.034,7.132,0.182
013,1622,149420,2192,4366,32,10816,168635,187,0.962,88.606,1.3,2.589,0.019,6.414,0.111
014,2442,126922,5701,12887,75,18722,167078,329,1.462,75.966,3.412,7.713,0.045,11.206,0.197
015,3747,92154,11094,44107,144,13755,165602,601,2.263,55.648,6.699,26.634,0.087,8.306,0.363
016,2521,125302,3483,7672,54,24513,163760,215,1.539,76.516,2.127,4.685,0.033,14.969,0.131
017,4969,83828,15368,32790,53,35777,173430,645,2.865,48.335,8.861,18.907,0.031,20.629,0.372
018,3364,101816,4759,10519,47,46033,166805,267,2.017,61.039,2.853,6.306,0.028,27.597,0.16
019,4829,105506,17892,17067,70,25843,171915,708,2.809,61.371,10.407,9.928,0.041,15.032,0.412
020,5738,88907,19176,47742,73,7552,170075,887,3.374,52.275,11.275,28.071,0.043,4.44,0.522
021,1729,135812,2403,4679,34,12426,157218,135,1.1,86.385,1.528,2.976,0.022,7.904,0.086
022,4204,97226,15015,39196,59,7194,163505,611,2.571,59.464,9.183,23.972,0.036,4.4,0.374
023,2062,142230,4105,5790,46,10120,164593,240,1.253,86.413,2.494,3.518,0.028,6.148,0.146
024,1674,152271,2033,3418,41,3995,163692,260,1.023,93.023,1.242,2.088,0.025,2.441,0.159
025,2774,135492,7707,6557,49,8806,161731,346,1.715,83.776,4.765,4.054,0.03,5.445,0.214
026,2196,140106,2521,3426,19,19053,167590,269,1.31,83.6,1.504,2.044,0.011,11.369,0.161
027,2446,122790,3176,20216,33,14819,163705,225,1.494,75.007,1.94,12.349,0.02,9.052,0.137
028,3834,55304,10894,90245,76,7148,168148,647,2.28,32.89,6.479,53.67,0.045,4.251,0.385
029,7264,68942,29173,59053,82,5924,171386,948,4.238,40.226,17.022,34.456,0.048,3.457,0.553
030,1836,136783,5611,6586,40,3080,154290,354,1.19,88.653,3.637,4.269,0.026,1.996,0.229
031,5698,70103,16756,43736,70,34633,171583,587,3.321,40.857,9.766,25.49,0.041,20.184,0.342
032,7313,116432,25098,7725,93,16497,174499,1341,4.191,66.724,14.383,4.427,0.053,9.454,0.768
033,7003,107188,26983,11888,102,23340,177622,1118,3.943,60.346,15.191,6.693,0.057,13.14,0.629
034,4612,70045,11860,69062,62,7807,164093,645,2.811,42.686,7.228,42.087,0.038,4.758,0.393
035,6667,80722,29101,37199,60,6115,161137,1273,4.137,50.095,18.06,23.085,0.037,3.795,0.79
036,5319,114753,22624,8837,50,17359,169657,715,3.135,67.638,13.335,5.209,0.029,10.232,0.421
037,4224,90047,11575,25620,62,38537,170580,515,2.476,52.789,6.786,15.019,0.036,22.592,0.302
038,3156,129327,6982,5550,50,22325,167624,234,1.883,77.153,4.165,3.311,0.03,13.318,0.14
039,1822,139889,2511,2651,27,15668,162946,378,1.118,85.85,1.541,1.627,0.017,9.615,0.232
040,1860,145292,2933,3317,24,10538,164097,133,1.133,88.54,1.787,2.021,0.015,6.422,0.081
