district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
059,1690,35436,2229,51719,22,3527,94846,223,1.782,37.362,2.35,54.529,0.023,3.719,0.235
060,2710,9850,7809,65900,49,1760,88704,626,3.055,11.104,8.803,74.292,0.055,1.984,0.706
061,3218,45733,10815,23857,65,6637,90927,602,3.539,50.296,11.894,26.238,0.071,7.299,0.662
062,871,89180,1462,1104,33,3938,96706,118,0.901,92.218,1.512,1.142,0.034,4.072,0.122
063,1787,71321,3903,7869,33,11209,96380,258,1.854,74.0,4.05,8.165,0.034,11.63,0.268
064,1760,81252,3993,2425,38,8665,98373,240,1.789,82.596,4.059,2.465,0.039,8.808,0.244
065,2976,49803,6045,6578,46,49295,115032,289,2.587,43.295,5.255,5.718,0.04,42.853,0.251
066,2964,97524,1962,3626,45,13182,119492,189,2.481,81.616,1.642,3.035,0.038,11.032,0.158
067,2406,90089,3252,5993,50,13383,115390,217,2.085,78.073,2.818,5.194,0.043,11.598,0.188
068,4616,37409,19250,33325,109,6945,102669,1015,4.496,36.437,18.75,32.459,0.106,6.764,0.989
069,4200,73644,7898,16395,58,10401,113076,480,3.714,65.128,6.985,14.499,0.051,9.198,0.424
070,4726,22742,13598,58287,70,4042,104352,887,4.529,21.794,13.031,55.856,0.067,3.873,0.85
071,6133,32870,25432,36416,48,3618,105590,1073,5.808,31.13,24.086,34.488,0.045,3.426,1.016
072,7871,36465,41638,14708,86,2236,104490,1486,7.533,34.898,39.849,14.076,0.082,2.14,1.422
073,1518,99537,1228,2557,40,10814,115815,121,1.311,85.945,1.06,2.208,0.035,9.337,0.104
074,3609,79344,7559,8986,62,17647,117642,435,3.068,67.445,6.425,7.638,0.053,15.001,0.37
075,3244,90598,3993,6902,52,16702,121794,303,2.664,74.386,3.278,5.667,0.043,13.713,0.249
076,2110,96395,1645,4427,58,11331,116096,130,1.817,83.03,1.417,3.813,0.05,9.76,0.112
077,5277,14829,27072,39049,74,1175,88715,1239,5.948,16.715,30.516,44.016,0.083,1.324,1.397
078,5427,28084,29105,22633,68,4259,90890,1314,5.971,30.899,32.022,24.902,0.075,4.686,1.446
079,4890,16192,22128,41270,175,619,86689,1415,5.641,18.678,25.526,47.607,0.202,0.714,1.632
080,3978,40575,17604,24691,73,8017,95754,816,4.154,42.374,18.385,25.786,0.076,8.372,0.852
081,3960,53683,15405,20209,38,6446,100400,659,3.944,53.469,15.344,20.128,0.038,6.42,0.656
082,3193,54991,12378,25153,55,4709,101028,549,3.161,54.431,12.252,24.897,0.054,4.661,0.543
083,2777,9272,8286,70151,48,1434,92664,696,2.997,10.006,8.942,75.705,0.052,1.548,0.751
084,5470,21105,31143,27760,79,1241,88397,1599,6.188,23.875,35.231,31.404,0.089,1.404,1.809
085,5218,21652,26628,36045,149,1242,92274,1340,5.655,23.465,28.858,39.063,0.161,1.346,1.452
086,6090,17912,31116,29188,102,1890,87865,1567,6.931,20.386,35.413,33.219,0.116,2.151,1.783
087,4995,23942,22431,32609,73,7043,92236,1143,5.415,25.957,24.319,35.354,0.079,7.636,1.239
088,1906,74078,4170,10683,28,5997,97082,220,1.963,76.305,4.295,11.004,0.029,6.177,0.227
089,3770,36752,10980,44788,55,3489,100454,620,3.753,36.586,10.93,44.586,0.055,3.473,0.617
090,3090,66256,11962,13977,56,6743,102706,622,3.009,64.51,11.647,13.609,0.055,6.565,0.606
091,2750,72704,10427,8383,44,4072,98851,471,2.782,73.549,10.548,8.48,0.045,4.119,0.476
092,1887,74694,5338,10230,34,8447,100843,213,1.871,74.07,5.293,10.144,0.034,8.376,0.211
093,1969,81407,4827,5451,28,5585,99596,329,1.977,81.737,4.847,5.473,0.028,5.608,0.33
094,1238,91716,2191,2403,33,2737,100457,139,1.232,91.299,2.181,2.392,0.033,2.725,0.138
095,2391,73076,7962,10005,38,3413,97184,299,2.46,75.193,8.193,10.295,0.039,3.512,0.308
096,2336,71492,6348,11082,48,8441,99999,252,2.336,71.493,6.348,11.082,0.048,8.441,0.252
097,1930,65971,5756,15242,45,5841,95113,328,2.029,69.361,6.052,16.025,0.047,6.141,0.345
098,1159,77710,2141,3482,9,1687,86442,254,1.341,89.898,2.477,4.028,0.01,1.952,0.294
099,1976,84432,3909,6417,43,3076,100205,352,1.972,84.259,3.901,6.404,0.043,3.07,0.351
100,2449,78238,7404,13428,31,2006,104118,562,2.352,75.144,7.111,12.897,0.03,1.927,0.54
101,1259,96567,1696,4903,18,1541,106241,257,1.185,90.894,1.596,4.615,0.017,1.45,0.242
102,1166,101315,882,3514,27,769,107950,277,1.08,93.854,0.817,3.255,0.025,0.712,0.257
103,1948,96243,2319,4928,28,1993,107757,298,1.808,89.315,2.152,4.573,0.026,1.85,0.277
104,2566,63076,8127,19780,51,1794,96058,664,2.671,65.664,8.461,20.592,0.053,1.868,0.691
105,1419,88044,2723,6574,33,4134,103128,201,1.376,85.374,2.64,6.375,0.032,4.009,0.195
106,1730,91964,1862,6467,45,3257,105569,244,1.639,87.113,1.764,6.126,0.043,3.085,0.231
107,1077,98825,537,2442,14,1693,104780,192,1.028,94.317,0.513,2.331,0.013,1.616,0.183
108,2444,71547,2388,22145,32,2879,101797,362,2.401,70.284,2.346,21.754,0.031,2.828,0.356
109,1674,94266,1222,6680,55,5639,109701,165,1.526,85.93,1.114,6.089,0.05,5.14,0.15
110,1620,89652,1240,6129,36,5973,104826,176,1.545,85.525,1.183,5.847,0.034,5.698,0.168
111,2269,84131,3993,7368,54,1537,99761,409,2.274,84.333,4.003,7.386,0.054,1.541,0.41
112,998,97215,482,1249,25,2161,102255,125,0.976,95.071,0.471,1.221,0.024,2.113,0.122
113,1017,100199,438,1521,22,945,104355,213,0.975,96.017,0.42,1.458,0.021,0.906,0.204
114,945,103510,722,3033,17,603,109122,292,0.866,94.857,0.662,2.779,0.016,0.553,0.268
115,997,99540,825,6085,20,925,111325,2933,0.896,89.414,0.741,5.466,0.018,0.831,2.635
116,1241,97259,840,3338,64,1360,104975,873,1.182,92.65,0.8,3.18,0.061,1.296,0.832
117,1096,94274,985,3338,162,1036,101312,421,1.082,93.053,0.972,3.295,0.16,1.023,0.416
118,800,100552,344,1351,26,550,103905,282,0.77,96.773,0.331,1.3,0.025,0.529,0.271
119,1596,87507,2064,10000,32,3386,104892,307,1.522,83.426,1.968,9.534,0.031,3.228,0.293
120,839,97746,401,600,15,566,100593,426,0.834,97.17,0.399,0.596,0.015,0.563,0.423
121,1103,101045,502,1932,35,989,106126,520,1.039,95.212,0.473,1.82,0.033,0.932,0.49
122,910,100932,330,980,12,567,103972,241,0.875,97.076,0.317,0.943,0.012,0.545,0.232
123,1933,91326,1197,6077,51,5673,106496,239,1.815,85.755,1.124,5.706,0.048,5.327,0.224
124,1173,97229,476,4753,27,1064,104968,246,1.117,92.627,0.453,4.528,0.026,1.014,0.234
125,2272,95050,1119,3692,43,8103,110624,345,2.054,85.922,1.012,3.337,0.039,7.325,0.312
126,853,100317,686,3035,34,684,106049,440,0.804,94.595,0.647,2.862,0.032,0.645,0.415
127,958,95121,336,2446,35,2228,101509,385,0.944,93.707,0.331,2.41,0.034,2.195,0.379
128,1897,71525,1550,18909,31,2470,97673,1291,1.942,73.229,1.587,19.359,0.032,2.529,1.322
129,2529,80590,1487,12222,26,5804,103658,1000,2.44,77.746,1.435,11.791,0.025,5.599,0.965
130,1018,97849,950,2475,24,580,103208,312,0.986,94.808,0.92,2.398,0.023,0.562,0.302
131,966,98054,870,1871,20,958,102991,252,0.938,95.206,0.845,1.817,0.019,0.93,0.245
132,873,99605,404,2496,16,918,104574,262,0.835,95.248,0.386,2.387,0.015,0.878,0.251
133,940,99260,616,2275,22,2274,105646,259,0.89,93.955,0.583,2.153,0.021,2.152,0.245
134,1014,94161,1005,4185,13,1426,102063,259,0.994,92.258,0.985,4.1,0.013,1.397,0.254
135,810,94676,451,1960,28,2732,100794,137,0.804,93.93,0.447,1.945,0.028,2.71,0.136
136,1719,83190,2265,12337,24,4846,104674,293,1.642,79.475,2.164,11.786,0.023,4.63,0.28
137,2678,41651,5977,42223,45,2528,95519,417,2.804,43.605,6.257,44.204,0.047,2.647,0.437
138,2288,83508,2562,14638,36,5433,108839,374,2.102,76.726,2.354,13.449,0.033,4.992,0.344
139,1006,97094,971,3660,23,672,104201,775,0.965,93.18,0.932,3.512,0.022,0.645,0.744
140,1088,95444,1260,3673,12,1507,103554,570,1.051,92.168,1.217,3.547,0.012,1.455,0.55
141,1773,32960,1194,58598,32,2875,97837,405,1.812,33.689,1.22,59.893,0.033,2.939,0.414
142,807,97694,876,1812,16,764,102341,372,0.789,95.459,0.856,1.771,0.016,0.747,0.363
143,706,96095,368,5215,11,1252,103880,233,0.68,92.506,0.354,5.02,0.011,1.205,0.224
144,861,96463,466,3687,22,1165,103119,455,0.835,93.545,0.452,3.575,0.021,1.13,0.441
145,1229,89559,449,8744,26,1222,102601,1372,1.198,87.289,0.438,8.522,0.025,1.191,1.337
146,1134,88099,497,5116,18,7993,103042,185,1.101,85.498,0.482,4.965,0.017,7.757,0.18
147,578,102735,745,3694,21,338,109809,1698,0.526,93.558,0.678,3.364,0.019,0.308,1.546
148,922,97515,340,1195,18,758,102498,1750,0.9,95.138,0.332,1.166,0.018,0.74,1.707
149,1780,81139,4154,10785,46,2777,101443,762,1.755,79.985,4.095,10.632,0.045,2.737,0.751
150,1123,99188,1752,2355,31,533,105459,477,1.065,94.054,1.661,2.233,0.029,0.505,0.452
