district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,1424,85191,5687,4802,63,1395,99533,971,1.431,85.591,5.714,4.825,0.063,1.402,0.976
002,1012,90816,2812,3425,67,1637,99923,154,1.013,90.886,2.814,3.428,0.067,1.638,0.154
003,1996,80930,3997,7429,34,2552,97300,362,2.051,83.176,4.108,7.635,0.035,2.623,0.372
004,1575,81578,2765,6371,26,7090,99624,219,1.581,81.886,2.775,6.395,0.026,7.117,0.22
005,1202,88299,2182,2065,25,4411,98326,142,1.222,89.802,2.219,2.1,0.025,4.486,0.144
006,4637,47441,21001,17332,37,2818,94074,808,4.929,50.429,22.324,18.424,0.039,2.996,0.859
007,1351,88304,3241,3572,16,1834,98536,218,1.371,89.616,3.289,3.625,0.016,1.861,0.221
008,760,89749,919,1226,9,3636,96371,72,0.789,93.129,0.954,1.272,0.009,3.773,0.075
009,1117,90401,1630,3392,16,2274,98954,124,1.129,91.357,1.647,3.428,0.016,2.298,0.125
010,1880,78342,5149,6372,19,5459,97453,232,1.929,80.39,5.284,6.539,0.019,5.602,0.238
011,2380,63562,7065,22106,26,2181,97733,413,2.435,65.036,7.229,22.619,0.027,2.232,0.423
012,1206,85641,2342,3567,22,4100,97058,180,1.243,88.237,2.413,3.675,0.023,4.224,0.185
013,1916,72348,6282,8525,36,8873,98208,228,1.951,73.668,6.397,8.681,0.037,9.035,0.232
014,866,89413,1462,2418,14,3064,97318,81,0.89,91.877,1.502,2.485,0.014,3.148,0.083
015,1591,81130,3168,2472,9,12007,100549,172,1.582,80.687,3.151,2.459,0.009,11.941,0.171
016,2092,75189,2357,2119,13,15970,97873,133,2.137,76.823,2.408,2.165,0.013,16.317,0.136
017,1239,87191,2481,2838,18,6257,100126,102,1.237,87.081,2.478,2.834,0.018,6.249,0.102
018,4152,24767,17259,47457,46,1637,95877,559,4.331,25.832,18.001,49.498,0.048,1.707,0.583
019,1508,81515,3334,3351,28,10592,100480,152,1.501,81.126,3.318,3.335,0.028,10.541,0.151
020,1346,86842,4119,4422,35,3055,99965,146,1.346,86.872,4.12,4.424,0.035,3.056,0.146
021,1935,77145,5699,10943,12,3454,99390,202,1.947,77.618,5.734,11.01,0.012,3.475,0.203
022,2624,54541,6815,24179,25,10497,98961,280,2.652,55.114,6.887,24.433,0.025,10.607,0.283
023,2841,62017,8103,16080,60,6150,95708,457,2.968,64.798,8.466,16.801,0.063,6.426,0.477
024,6556,33947,10445,14198,132,32943,98943,722,6.626,34.31,10.557,14.35,0.133,33.295,0.73
025,2364,36839,4136,4739,41,51852,100119,148,2.361,36.795,4.131,4.733,0.041,51.79,0.148
026,1566,68385,2816,1746,17,28049,102674,95,1.525,66.604,2.743,1.701,0.017,27.319,0.093
027,3626,56529,8151,8285,42,21224,98186,329,3.693,57.573,8.302,8.438,0.043,21.616,0.335
028,2516,71812,5312,2880,38,20056,102869,255,2.446,69.809,5.164,2.8,0.037,19.497,0.248
029,4428,7382,8179,64908,72,9734,95358,655,4.644,7.741,8.577,68.068,0.076,10.208,0.687
030,3080,61830,10243,2714,40,22797,101196,492,3.044,61.099,10.122,2.682,0.04,22.528,0.486
031,6711,12430,12678,47850,107,10015,90672,881,7.401,13.709,13.982,52.773,0.118,11.045,0.972
032,4633,6530,10207,63313,125,7098,92848,942,4.99,7.033,10.993,68.19,0.135,7.645,1.015
033,4249,15116,6112,56948,68,13764,96699,442,4.394,15.632,6.321,58.892,0.07,14.234,0.457
034,4929,39472,24816,3187,43,24682,98004,875,5.029,40.276,25.321,3.252,0.044,25.185,0.893
035,4825,29062,23952,15464,61,22118,96494,1012,5.0,30.118,24.822,16.026,0.063,22.922,1.049
036,3354,75997,9458,2463,46,14673,106396,405,3.152,71.428,8.889,2.315,0.043,13.791,0.381
037,3908,54697,15560,9681,62,14504,99037,625,3.946,55.229,15.711,9.775,0.063,14.645,0.631
038,5866,42934,21916,7060,99,14584,93471,1012,6.276,45.933,23.447,7.553,0.106,15.603,1.083
039,5130,32085,25160,2478,34,30845,96616,884,5.31,33.209,26.041,2.565,0.035,31.925,0.915
040,2682,26375,5822,3146,75,65241,103531,190,2.591,25.475,5.623,3.039,0.072,63.016,0.184
041,1763,57319,2412,24661,18,10954,97320,193,1.812,58.897,2.478,25.34,0.018,11.256,0.198
042,2694,18299,6244,61640,40,3726,93064,421,2.895,19.663,6.709,66.234,0.043,4.004,0.452
043,2388,16366,2974,72312,36,1694,96121,351,2.484,17.026,3.094,75.23,0.037,1.762,0.365
044,2839,60169,6179,7283,30,15823,92738,415,3.061,64.881,6.663,7.853,0.032,17.062,0.447
045,1603,73447,4501,2285,19,14699,96801,247,1.656,75.874,4.65,2.361,0.02,15.185,0.255
046,2047,75523,4855,9302,35,9357,101457,338,2.018,74.438,4.785,9.168,0.034,9.223,0.333
047,1610,58608,5871,1795,61,31049,99241,247,1.622,59.056,5.916,1.809,0.061,31.286,0.249
048,1069,65699,3291,1561,13,7746,79508,129,1.345,82.632,4.139,1.963,0.016,9.742,0.162
049,1570,39844,5855,971,83,48105,96708,280,1.623,41.2,6.054,1.004,0.086,49.743,0.29
050,2281,72000,6541,5136,50,3876,90237,353,2.528,79.79,7.249,5.692,0.055,4.295,0.391
051,4174,41357,21493,7626,58,18013,93979,1258,4.441,44.007,22.87,8.115,0.062,19.167,1.339
052,3199,79129,4238,10317,39,7484,104685,279,3.056,75.588,4.048,9.855,0.037,7.149,0.267
053,4862,45810,25824,11045,90,7561,96261,1069,5.051,47.589,26.827,11.474,0.093,7.855,1.111
054,5026,20095,25249,32096,123,5912,89611,1110,5.609,22.425,28.176,35.817,0.137,6.597,1.239
055,2745,6254,7215,69079,45,824,86807,645,3.162,7.204,8.312,79.578,0.052,0.949,0.743
056,2766,8393,5947,73107,50,1532,92320,525,2.996,9.091,6.442,79.189,0.054,1.659,0.569
057,3745,31902,4811,54040,63,6038,101043,444,3.706,31.573,4.761,53.482,0.062,5.976,0.439
058,1841,3594,1790,87102,31,1354,96014,302,1.917,3.743,1.864,90.718,0.032,1.41,0.315
