district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
001,2945,156278,5168,1569,196,2256,170136,1724,1.731,91.855,3.038,0.922,0.115,1.326,1.013
002,3853,107500,27097,5009,180,2016,148925,3270,2.587,72.184,18.195,3.363,0.121,1.354,2.196
003,5030,103395,28840,5170,194,4429,154745,7687,3.251,66.816,18.637,3.341,0.125,2.862,4.968
004,4220,90488,30755,4972,212,1782,141485,9056,2.983,63.956,21.737,3.514,0.15,1.259,6.401
005,3504,154270,9338,1532,266,1850,174701,3941,2.006,88.305,5.345,0.877,0.152,1.059,2.256
006,3457,144149,8405,1760,209,2161,169965,9824,2.034,84.811,4.945,1.036,0.123,1.271,5.78
007,1822,44662,2328,829,66,614,139259,88938,1.308,32.071,1.672,0.595,0.047,0.441,63.865
008,3840,105543,20609,7364,1172,2654,153405,12223,2.503,68.8,13.434,4.8,0.764,1.73,7.968
009,4298,144448,10085,4673,252,6167,172120,2197,2.497,83.923,5.859,2.715,0.146,3.583,1.276
010,4387,136832,10388,7599,367,5119,166639,1947,2.633,82.113,6.234,4.56,0.22,3.072,1.168
011,3557,133368,11088,5176,209,4019,160257,2840,2.22,83.221,6.919,3.23,0.13,2.508,1.772
012,3062,123927,6865,4685,288,7779,147754,1148,2.072,83.874,4.646,3.171,0.195,5.265,0.777
013,3638,124928,16489,5655,258,3817,156650,1865,2.322,79.75,10.526,3.61,0.165,2.437,1.191
014,4365,133995,13155,5811,414,3154,163012,2118,2.678,82.199,8.07,3.565,0.254,1.935,1.299
015,2769,142482,4547,3164,214,8278,162579,1125,1.703,87.639,2.797,1.946,0.132,5.092,0.692
016,2905,145409,8170,3534,279,2881,164719,1541,1.764,88.277,4.96,2.145,0.169,1.749,0.936
017,3516,125838,11754,6851,291,11708,161935,1977,2.171,77.709,7.258,4.231,0.18,7.23,1.221
018,3733,136928,6753,7698,407,10781,168966,2666,2.209,81.039,3.997,4.556,0.241,6.381,1.578
019,4277,72984,38474,11055,347,3801,133549,2611,3.203,54.65,28.809,8.278,0.26,2.846,1.955
020,3857,135549,12546,6369,302,5449,166570,2498,2.316,81.377,7.532,3.824,0.181,3.271,1.5
021,3419,135047,14396,6420,233,3675,164688,1498,2.076,82.002,8.741,3.898,0.141,2.231,0.91
022,2515,150179,4334,4338,215,5368,167688,739,1.5,89.559,2.585,2.587,0.128,3.201,0.441
023,2255,162785,2102,2357,128,5329,176271,1315,1.279,92.349,1.192,1.337,0.073,3.023,0.746
024,4847,109376,23232,10501,300,3797,157984,5931,3.068,69.232,14.705,6.647,0.19,2.403,3.754
025,3140,143433,10855,4486,406,2792,167944,2832,1.87,85.405,6.463,2.671,0.242,1.662,1.686
026,5518,110193,24137,8855,749,6734,164423,8237,3.356,67.018,14.68,5.385,0.456,4.096,5.01
027,4713,66687,34755,22029,366,4749,140329,7030,3.359,47.522,24.767,15.698,0.261,3.384,5.01
028,3132,142242,12262,4703,208,4515,169608,2546,1.847,83.865,7.23,2.773,0.123,2.662,1.501
029,4687,75178,40686,8998,192,3351,135426,2334,3.461,55.512,30.043,6.644,0.142,2.474,1.723
030,4781,83470,33727,9548,301,5128,141271,4316,3.384,59.085,23.874,6.759,0.213,3.63,3.055
