district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,45968,37184,6849,160,428,26,547,774,80.891,14.899,0.348,0.931,0.057,1.19,1.684
002,45486,42305,1806,180,260,8,423,504,93.007,3.97,0.396,0.572,0.018,0.93,1.108
003,45972,33260,10913,242,209,23,512,813,72.348,23.738,0.526,0.455,0.05,1.114,1.768
004,45083,35333,5748,391,624,54,2059,874,78.373,12.75,0.867,1.384,0.12,4.567,1.939
005,45403,35981,5637,274,296,25,2367,823,79.248,12.415,0.603,0.652,0.055,5.213,1.813
006,45796,35285,7594,356,740,45,746,1030,77.048,16.582,0.777,1.616,0.098,1.629,2.249
007,45089,38715,1738,2027,81,4,898,1626,85.864,3.855,4.496,0.18,0.009,1.992,3.606
008,45083,30941,9015,343,383,51,3350,1000,68.631,19.996,0.761,0.85,0.113,7.431,2.218
009,45083,42306,850,392,154,11,645,725,93.84,1.885,0.87,0.342,0.024,1.431,1.608
010,45110,33138,7301,273,2061,64,1006,1267,73.46,16.185,0.605,4.569,0.142,2.23,2.809
011,45282,42427,262,281,109,39,1577,587,93.695,0.579,0.621,0.241,0.086,3.483,1.296
012,45070,42440,661,211,232,6,1034,486,94.165,1.467,0.468,0.515,0.013,2.294,1.078
013,45070,40702,2826,164,159,35,589,595,90.308,6.27,0.364,0.353,0.078,1.307,1.32
014,45073,43040,1189,187,56,13,105,483,95.49,2.638,0.415,0.124,0.029,0.233,1.072
015,45893,37485,6322,121,1058,12,394,501,81.679,13.776,0.264,2.305,0.026,0.859,1.092
016,45080,39588,4681,145,72,4,187,403,87.817,10.384,0.322,0.16,0.009,0.415,0.894
017,45082,41872,1884,186,79,31,496,534,92.88,4.179,0.413,0.175,0.069,1.1,1.185
018,45585,39003,2453,266,87,11,3062,703,85.561,5.381,0.584,0.191,0.024,6.717,1.542
019,45081,14733,27614,213,589,43,790,1099,32.681,61.254,0.472,1.307,0.095,1.752,2.438
