district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,29164,17757,10112,167,165,15,362,586,60.887,34.673,0.573,0.566,0.051,1.241,2.009
002,29899,24847,4159,180,200,6,214,293,83.103,13.91,0.602,0.669,0.02,0.716,0.98
003,29480,18042,8661,116,94,20,2007,540,61.201,29.379,0.393,0.319,0.068,6.808,1.832
004,29465,21390,3252,552,99,6,3393,773,72.595,11.037,1.873,0.336,0.02,11.515,2.623
005,28997,12154,15985,68,91,4,267,428,41.915,55.126,0.235,0.314,0.014,0.921,1.476
006,29969,22722,6270,94,174,7,350,352,75.818,20.922,0.314,0.581,0.023,1.168,1.175
007,28198,15913,11194,108,86,9,511,377,56.433,39.698,0.383,0.305,0.032,1.812,1.337
008,28846,18513,8436,102,51,3,1384,357,64.179,29.245,0.354,0.177,0.01,4.798,1.238
009,29391,19762,8324,97,129,7,740,332,67.238,28.322,0.33,0.439,0.024,2.518,1.13
010,28132,24226,3094,117,65,3,317,310,86.115,10.998,0.416,0.231,0.011,1.127,1.102
011,28712,13618,13790,65,99,6,879,255,47.43,48.029,0.226,0.345,0.021,3.061,0.888
012,29450,12354,16500,59,87,2,198,250,41.949,56.027,0.2,0.295,0.007,0.672,0.849
013,29091,22658,5508,95,108,5,359,358,77.887,18.934,0.327,0.371,0.017,1.234,1.231
014,29267,22310,5873,108,101,7,407,461,76.229,20.067,0.369,0.345,0.024,1.391,1.575
015,29612,27576,1018,122,269,7,262,358,93.124,3.438,0.412,0.908,0.024,0.885,1.209
016,29685,11412,17394,59,229,3,274,314,38.444,58.595,0.199,0.771,0.01,0.923,1.058
017,28998,5414,22844,59,113,3,192,373,18.67,78.778,0.203,0.39,0.01,0.662,1.286
018,30258,23131,5744,141,183,11,572,476,76.446,18.983,0.466,0.605,0.036,1.89,1.573
019,28258,22730,3575,168,157,11,1216,401,80.437,12.651,0.595,0.556,0.039,4.303,1.419
020,28636,26480,82,427,125,6,912,604,92.471,0.286,1.491,0.437,0.021,3.185,2.109
021,29599,27234,119,507,522,8,501,708,92.01,0.402,1.713,1.764,0.027,1.693,2.392
022,28899,27223,596,156,130,14,317,463,94.2,2.062,0.54,0.45,0.048,1.097,1.602
023,29402,27414,966,91,266,1,342,322,93.239,3.285,0.31,0.905,0.003,1.163,1.095
024,28857,24958,2136,160,268,17,668,650,86.489,7.402,0.554,0.929,0.059,2.315,2.252
025,29580,22794,4613,214,216,9,819,915,77.059,15.595,0.723,0.73,0.03,2.769,3.093
026,29102,24398,3626,133,99,13,311,522,83.836,12.46,0.457,0.34,0.045,1.069,1.794
027,29909,26285,1907,179,365,4,615,554,87.883,6.376,0.598,1.22,0.013,2.056,1.852
028,28868,25738,1676,188,185,10,617,454,89.158,5.806,0.651,0.641,0.035,2.137,1.573
