district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,64549,37058,10662,428,5261,607,6542,3991,57.411,16.518,0.663,8.15,0.94,10.135,6.183
002,64218,47346,3535,259,7887,316,1826,3049,73.727,5.505,0.403,12.282,0.492,2.843,4.748
003,64342,36497,7464,588,2510,405,13436,3442,56.723,11.601,0.914,3.901,0.629,20.882,5.35
004,64547,47740,6092,401,4057,323,2654,3280,73.962,9.438,0.621,6.285,0.5,4.112,5.082
005,64000,42154,5638,357,7647,405,4636,3163,65.866,8.809,0.558,11.948,0.633,7.244,4.942
006,64309,21282,18741,557,1528,260,19063,2878,33.093,29.142,0.866,2.376,0.404,29.643,4.475
007,64474,28273,15063,487,3313,525,13284,3529,43.852,23.363,0.755,5.139,0.814,20.604,5.474
008,64149,35663,6823,435,12112,552,5383,3181,55.594,10.636,0.678,18.881,0.86,8.391,4.959
009,64511,37917,5446,280,13038,568,3589,3673,58.776,8.442,0.434,20.211,0.88,5.563,5.694
010,64382,34338,5988,493,4886,442,15176,3059,53.335,9.301,0.766,7.589,0.687,23.572,4.751
011,64434,28739,7037,670,1732,270,23110,2876,44.602,10.921,1.04,2.688,0.419,35.866,4.463
012,64333,36566,6023,490,6862,385,10581,3426,56.839,9.362,0.762,10.666,0.598,16.447,5.325
013,64163,47950,5729,396,3672,327,2673,3416,74.732,8.929,0.617,5.723,0.51,4.166,5.324
014,64054,32172,7386,548,3540,461,16862,3085,50.226,11.531,0.856,5.527,0.72,26.325,4.816
015,64359,37475,5511,697,3267,358,14187,2864,58.228,8.563,1.083,5.076,0.556,22.044,4.45
016,64081,33649,7760,566,5647,456,12626,3377,52.51,12.11,0.883,8.812,0.712,19.703,5.27
017,64312,30658,13778,481,5086,724,9378,4207,47.671,21.424,0.748,7.908,1.126,14.582,6.542
018,64294,38350,5613,557,4761,480,10934,3599,59.648,8.73,0.866,7.405,0.747,17.006,5.598
019,64631,48458,4305,616,2081,344,6092,2735,74.976,6.661,0.953,3.22,0.532,9.426,4.232
020,64304,40496,5665,458,4452,623,9043,3567,62.976,8.81,0.712,6.923,0.969,14.063,5.547
021,64340,44986,3836,360,6997,748,4018,3395,69.919,5.962,0.56,10.875,1.163,6.245,5.277
022,64518,50439,2672,312,5446,366,2206,3077,78.178,4.141,0.484,8.441,0.567,3.419,4.769
023,64215,53866,1747,429,4019,197,1573,2384,83.884,2.721,0.668,6.259,0.307,2.45,3.713
024,64442,43067,2465,1325,3787,619,10356,2823,66.831,3.825,2.056,5.877,0.961,16.07,4.381
025,64127,54057,1041,591,3126,258,2916,2138,84.297,1.623,0.922,4.875,0.402,4.547,3.334
026,64301,53532,830,487,3652,221,3493,2086,83.252,1.291,0.757,5.68,0.344,5.432,3.244
027,64335,48855,1402,880,3425,447,6734,2592,75.938,2.179,1.368,5.324,0.695,10.467,4.029
028,64281,28514,7199,563,2018,272,22565,3150,44.358,11.199,0.876,3.139,0.423,35.104,4.9
029,64460,49216,3362,464,4060,391,3733,3234,76.351,5.216,0.72,6.298,0.607,5.791,5.017
030,64132,44230,1965,947,3943,533,9916,2598,68.967,3.064,1.477,6.148,0.831,15.462,4.051
031,64463,50628,1513,797,3160,297,5384,2684,78.538,2.347,1.236,4.902,0.461,8.352,4.164
032,64436,51730,1184,4165,852,182,4363,1960,80.281,1.837,6.464,1.322,0.282,6.771,3.042
033,64448,52389,894,3103,586,84,5480,1912,81.289,1.387,4.815,0.909,0.13,8.503,2.967
034,64225,41553,7187,425,4593,556,6523,3388,64.699,11.19,0.662,7.151,0.866,10.156,5.275
035,64371,36912,4406,293,14223,518,3943,4076,57.343,6.845,0.455,22.095,0.805,6.125,6.332
036,64158,52180,3423,1086,1388,293,3482,2306,81.33,5.335,1.693,2.163,0.457,5.427,3.594
037,64362,48649,5511,330,3897,367,3008,2600,75.587,8.563,0.513,6.055,0.57,4.674,4.04
038,63773,53202,732,2231,1199,162,3674,2573,83.424,1.148,3.498,1.88,0.254,5.761,4.035
039,64091,57192,321,1144,982,100,2380,1972,89.236,0.501,1.785,1.532,0.156,3.713,3.077
040,64189,53065,1094,1384,1326,126,5352,1842,82.67,1.704,2.156,2.066,0.196,8.338,2.87
041,64023,39449,5044,489,9726,783,4512,4020,61.617,7.878,0.764,15.191,1.223,7.047,6.279
042,64415,36196,6539,493,9692,520,8107,2868,56.192,10.151,0.765,15.046,0.807,12.586,4.452
