district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,108734,50817,12928,877,1316,24,39750,3022,46.735,11.89,0.807,1.21,0.022,36.557,2.779
002,108734,45498,3545,956,23289,38,32187,3221,41.843,3.26,0.879,21.418,0.035,29.602,2.962
003,108734,59549,5769,1014,2621,86,35620,4075,54.766,5.306,0.933,2.41,0.079,32.759,3.748
004,108734,59414,11242,882,2449,91,30231,4425,54.642,10.339,0.811,2.252,0.084,27.803,4.07
005,108734,34708,63331,208,7216,24,1159,2088,31.92,58.244,0.191,6.636,0.022,1.066,1.92
006,108734,31946,58456,467,5698,15,9986,2166,29.38,53.761,0.429,5.24,0.014,9.184,1.992
007,108734,46712,50077,254,2846,22,6605,2218,42.96,46.055,0.234,2.617,0.02,6.074,2.04
008,108734,37548,60987,279,1757,17,6104,2042,34.532,56.088,0.257,1.616,0.016,5.614,1.878
009,108734,33190,60899,299,8386,49,3569,2342,30.524,56.007,0.275,7.712,0.045,3.282,2.154
010,108734,37067,60277,311,2123,59,6719,2178,34.09,55.435,0.286,1.952,0.054,6.179,2.003
011,108734,92740,3280,267,5443,35,4162,2807,85.291,3.017,0.246,5.006,0.032,3.828,2.582
012,108734,91265,5751,201,6987,58,2041,2431,83.934,5.289,0.185,6.426,0.053,1.877,2.236
013,108734,66186,13587,606,15160,41,9303,3851,60.87,12.496,0.557,13.942,0.038,8.556,3.542
014,108734,59562,25051,621,9902,67,9200,4331,54.778,23.039,0.571,9.107,0.062,8.461,3.983
015,108735,74098,2343,291,22320,55,6089,3539,68.145,2.155,0.268,20.527,0.051,5.6,3.255
016,108734,61271,8274,372,27566,21,7016,4214,56.349,7.609,0.342,25.352,0.019,6.452,3.876
017,108734,82289,4267,140,17403,25,2102,2508,75.679,3.924,0.129,16.005,0.023,1.933,2.307
018,108734,83234,11353,188,8476,34,2476,2973,76.548,10.441,0.173,7.795,0.031,2.277,2.734
019,108734,89177,1183,392,6667,65,8237,3013,82.014,1.088,0.361,6.131,0.06,7.575,2.771
020,108734,91903,1529,263,8681,14,4073,2271,84.521,1.406,0.242,7.984,0.013,3.746,2.089
021,108734,58076,11060,906,1838,23,33759,3072,53.411,10.172,0.833,1.69,0.021,31.047,2.825
022,108734,68563,3017,723,964,38,32216,3213,63.056,2.775,0.665,0.887,0.035,29.628,2.955
023,108734,73619,4932,587,1662,40,24839,3055,67.706,4.536,0.54,1.529,0.037,22.844,2.81
024,108734,62129,3206,1011,1170,40,37653,3525,57.139,2.948,0.93,1.076,0.037,34.629,3.242
025,108734,32839,55211,564,4478,14,12408,3220,30.201,50.776,0.519,4.118,0.013,11.411,2.961
026,108734,32383,63913,225,7198,37,2626,2352,29.782,58.779,0.207,6.62,0.034,2.415,2.163
027,108734,37584,64117,275,882,52,4111,1713,34.565,58.967,0.253,0.811,0.048,3.781,1.575
028,108734,41600,59449,257,1275,16,4456,1681,38.259,54.674,0.236,1.173,0.015,4.098,1.546
029,108734,32454,70668,209,656,23,2841,1883,29.847,64.992,0.192,0.603,0.021,2.613,1.732
030,108734,38311,57877,305,1225,36,8499,2481,35.234,53.228,0.281,1.127,0.033,7.816,2.282
031,108734,42304,60587,230,947,14,3041,1611,38.906,55.72,0.212,0.871,0.013,2.797,1.482
032,108734,39135,57449,339,1119,23,8708,1961,35.992,52.834,0.312,1.029,0.021,8.009,1.803
033,108734,30023,69000,456,471,19,6493,2272,27.611,63.458,0.419,0.433,0.017,5.971,2.09
034,108734,38700,63962,312,314,16,3579,1851,35.591,58.824,0.287,0.289,0.015,3.292,1.702
035,108734,83872,17971,197,2726,23,2185,1760,77.135,16.527,0.181,2.507,0.021,2.009,1.619
036,108734,86801,13662,220,2089,32,3936,1994,79.829,12.565,0.202,1.921,0.029,3.62,1.834
