district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,53612,50445,1535,187,260,18,361,806,94.093,2.863,0.349,0.485,0.034,0.673,1.503
002,53910,49971,1946,119,250,24,744,856,92.693,3.61,0.221,0.464,0.045,1.38,1.588
003,53366,49745,1233,185,743,32,535,893,93.215,2.31,0.347,1.392,0.06,1.003,1.673
004,54120,38175,2526,385,859,54,10536,1585,70.538,4.667,0.711,1.587,0.1,19.468,2.929
005,53589,45376,1907,210,516,68,4410,1102,84.674,3.559,0.392,0.963,0.127,8.229,2.056
006,53968,45148,1079,319,468,33,5799,1122,83.657,1.999,0.591,0.867,0.061,10.745,2.079
007,54058,51161,220,172,165,45,1627,668,94.641,0.407,0.318,0.305,0.083,3.01,1.236
008,53905,51708,341,190,272,17,754,623,95.924,0.633,0.352,0.505,0.032,1.399,1.156
009,54289,51491,484,261,284,41,859,869,94.846,0.892,0.481,0.523,0.076,1.582,1.601
010,53428,47186,1709,279,749,61,2517,927,88.317,3.199,0.522,1.402,0.114,4.711,1.735
011,53610,50022,547,163,207,17,1963,691,93.307,1.02,0.304,0.386,0.032,3.662,1.289
012,54317,46133,4835,157,599,56,1615,922,84.933,8.901,0.289,1.103,0.103,2.973,1.697
013,53445,36315,10927,222,699,84,4035,1163,67.948,20.445,0.415,1.308,0.157,7.55,2.176
014,53527,47464,3436,148,281,20,1317,861,88.673,6.419,0.276,0.525,0.037,2.46,1.609
015,53473,41987,6982,244,469,43,2541,1207,78.52,13.057,0.456,0.877,0.08,4.752,2.257
016,53926,43411,5762,169,319,38,3267,960,80.501,10.685,0.313,0.592,0.07,6.058,1.78
017,54036,44014,7427,151,405,32,776,1231,81.453,13.745,0.279,0.75,0.059,1.436,2.278
018,53682,41530,8806,176,439,3,1590,1138,77.363,16.404,0.328,0.818,0.006,2.962,2.12
019,54164,41151,9875,176,634,23,1054,1251,75.975,18.232,0.325,1.171,0.042,1.946,2.31
020,53679,45523,3952,171,1025,23,1708,1277,84.806,7.362,0.319,1.909,0.043,3.182,2.379
021,54040,47264,2842,171,820,33,1779,1131,87.461,5.259,0.316,1.517,0.061,3.292,2.093
022,54090,48124,1937,171,1429,14,1577,838,88.97,3.581,0.316,2.642,0.026,2.916,1.549
023,53852,45219,3248,335,640,65,3228,1117,83.969,6.031,0.622,1.188,0.121,5.994,2.074
024,54284,46920,1329,203,2008,21,2901,902,86.434,2.448,0.374,3.699,0.039,5.344,1.662
025,54157,42382,1888,121,7824,10,933,999,78.258,3.486,0.223,14.447,0.018,1.723,1.845
026,54311,49532,910,178,1245,26,1623,797,91.201,1.676,0.328,2.292,0.048,2.988,1.467
027,53564,46540,1796,226,406,33,3551,1012,86.887,3.353,0.422,0.758,0.062,6.629,1.889
028,53438,47109,3399,152,639,24,1223,892,88.156,6.361,0.284,1.196,0.045,2.289,1.669
029,53527,29711,6698,333,1244,97,13890,1554,55.507,12.513,0.622,2.324,0.181,25.95,2.903
030,53549,40215,3938,202,1166,29,6877,1122,75.099,7.354,0.377,2.177,0.054,12.842,2.095
031,53585,46798,3447,114,967,11,1305,943,87.334,6.433,0.213,1.805,0.021,2.435,1.76
032,54017,45179,6708,93,391,4,869,773,83.638,12.418,0.172,0.724,0.007,1.609,1.431
033,53537,39905,11492,138,293,7,1098,604,74.537,21.466,0.258,0.547,0.013,2.051,1.128
034,54162,37852,9819,173,2711,26,2145,1436,69.887,18.129,0.319,5.005,0.048,3.96,2.651
035,53394,35871,11690,164,2239,21,1866,1543,67.182,21.894,0.307,4.193,0.039,3.495,2.89
036,54192,44485,6790,126,1268,24,686,813,82.088,12.53,0.233,2.34,0.044,1.266,1.5
037,54233,34632,11949,248,2116,42,3744,1502,63.858,22.033,0.457,3.902,0.077,6.904,2.77
038,53921,24063,24203,172,1078,12,2867,1526,44.626,44.886,0.319,1.999,0.022,5.317,2.83
039,54192,17665,28547,287,1052,33,5015,1593,32.597,52.678,0.53,1.941,0.061,9.254,2.94
040,53978,36537,11978,155,2890,23,1120,1275,67.689,22.191,0.287,5.354,0.043,2.075,2.362
041,54148,22541,19890,245,1603,37,7784,2048,41.628,36.733,0.452,2.96,0.068,14.375,3.782
042,53894,21431,21005,300,1814,38,7166,2140,39.765,38.975,0.557,3.366,0.071,13.296,3.971
043,53969,37756,8238,105,5225,27,1276,1342,69.959,15.264,0.195,9.681,0.05,2.364,2.487
044,53480,40574,6539,158,3378,19,1408,1404,75.868,12.227,0.295,6.316,0.036,2.633,2.625
045,53969,43763,4550,75,3592,26,824,1139,81.089,8.431,0.139,6.656,0.048,1.527,2.11
046,53712,45235,3695,121,2231,20,1145,1265,84.218,6.879,0.225,4.154,0.037,2.132,2.355
047,54102,42274,4362,97,5454,13,726,1176,78.138,8.063,0.179,10.081,0.024,1.342,2.174
048,53832,37766,6997,226,1871,42,5436,1494,70.155,12.998,0.42,3.476,0.078,10.098,2.775
049,53609,38530,5368,94,6875,27,1342,1373,71.872,10.013,0.175,12.824,0.05,2.503,2.561
050,53486,30766,5240,61,15241,17,815,1346,57.522,9.797,0.114,28.495,0.032,1.524,2.517
051,53630,35616,11461,139,2642,18,2221,1533,66.411,21.371,0.259,4.926,0.034,4.141,2.858
052,53458,39921,6576,120,1839,22,3751,1229,74.677,12.301,0.224,3.44,0.041,7.017,2.299
053,53464,15832,32853,111,1188,20,2422,1038,29.612,61.449,0.208,2.222,0.037,4.53,1.941
054,53576,41447,6132,141,2706,21,2030,1099,77.361,11.445,0.263,5.051,0.039,3.789,2.051
055,53875,13177,37981,115,1077,21,501,1003,24.458,70.498,0.213,1.999,0.039,0.93,1.862
056,53564,16128,31024,107,4504,17,477,1307,30.11,57.919,0.2,8.409,0.032,0.891,2.44
057,54205,19523,30771,150,1545,17,1164,1035,36.017,56.768,0.277,2.85,0.031,2.147,1.909
058,53635,17981,32345,144,1123,13,815,1214,33.525,60.306,0.268,2.094,0.024,1.52,2.263
059,53359,17786,31251,174,673,17,2266,1192,33.333,58.567,0.326,1.261,0.032,4.247,2.234
060,53690,9821,36176,243,1408,25,4967,1050,18.292,67.379,0.453,2.622,0.047,9.251,1.956
061,54224,12012,38149,135,513,55,2185,1175,22.153,70.354,0.249,0.946,0.101,4.03,2.167
062,53740,12677,38133,156,467,28,1097,1182,23.59,70.958,0.29,0.869,0.052,2.041,2.199
063,53547,14636,35269,186,1406,44,844,1162,27.333,65.866,0.347,2.626,0.082,1.576,2.17
064,53952,16330,33817,153,1018,21,1492,1121,30.268,62.68,0.284,1.887,0.039,2.765,2.078
065,54298,12123,38285,139,571,17,1967,1196,22.327,70.509,0.256,1.052,0.031,3.623,2.203
066,54130,27079,23094,156,785,41,1586,1389,50.026,42.664,0.288,1.45,0.076,2.93,2.566
067,54230,39953,11110,166,581,36,1228,1156,73.673,20.487,0.306,1.071,0.066,2.264,2.132
068,54226,42614,8853,183,373,18,994,1191,78.586,16.326,0.337,0.688,0.033,1.833,2.196
069,54158,44412,7255,133,525,48,879,906,82.005,13.396,0.246,0.969,0.089,1.623,1.673
070,54341,39463,10838,125,1047,40,1638,1190,72.621,19.944,0.23,1.927,0.074,3.014,2.19
071,54165,44838,5449,172,1285,25,1247,1149,82.78,10.06,0.318,2.372,0.046,2.302,2.121
072,53807,46525,3588,133,1576,26,951,1008,86.466,6.668,0.247,2.929,0.048,1.767,1.873
073,54027,35598,15261,169,714,22,1168,1095,65.889,28.247,0.313,1.322,0.041,2.162,2.027
074,53401,9603,34347,198,4021,24,3861,1347,17.983,64.319,0.371,7.53,0.045,7.23,2.522
075,53930,10317,36879,151,2300,32,2843,1408,19.13,68.383,0.28,4.265,0.059,5.272,2.611
076,53288,12396,34414,169,2352,22,2832,1103,23.262,64.581,0.317,4.414,0.041,5.315,2.07
077,53704,7822,37203,213,2192,23,4834,1417,14.565,69.274,0.397,4.082,0.043,9.001,2.639
078,53616,14704,31896,213,2591,39,2587,1586,27.425,59.49,0.397,4.833,0.073,4.825,2.958
079,53714,35386,7883,220,5714,59,3069,1383,65.879,14.676,0.41,10.638,0.11,5.714,2.575
080,53535,35916,6054,269,3950,57,5451,1838,67.089,11.308,0.502,7.378,0.106,10.182,3.433
081,53590,28431,5687,685,6287,53,10539,1908,53.053,10.612,1.278,11.732,0.099,19.666,3.56
082,53564,32681,7969,240,4751,23,6207,1693,61.013,14.878,0.448,8.87,0.043,11.588,3.161
083,53652,17600,33705,116,862,11,461,897,32.804,62.822,0.216,1.607,0.021,0.859,1.672
084,53650,17452,32938,97,1788,18,378,979,32.529,61.394,0.181,3.333,0.034,0.705,1.825
085,54195,13109,32012,140,6533,16,865,1520,24.189,59.068,0.258,12.055,0.03,1.596,2.805
086,53878,15463,33655,138,2659,30,839,1094,28.7,62.465,0.256,4.935,0.056,1.557,2.031
087,54104,11952,36835,151,2609,18,1341,1198,22.091,68.082,0.279,4.822,0.033,2.479,2.214
088,54194,13335,34637,224,1667,29,2823,1479,24.606,63.913,0.413,3.076,0.054,5.209,2.729
089,53838,16636,34951,88,567,14,562,1020,30.9,64.919,0.163,1.053,0.026,1.044,1.895
090,53620,14677,36611,104,734,11,539,944,27.372,68.279,0.194,1.369,0.021,1.005,1.761
091,54022,15761,35420,135,793,15,846,1052,29.175,65.566,0.25,1.468,0.028,1.566,1.947
092,54205,12465,36762,175,444,47,3201,1111,22.996,67.82,0.323,0.819,0.087,5.905,2.05
093,54333,14079,36227,142,892,30,1435,1528,25.912,66.676,0.261,1.642,0.055,2.641,2.812
094,53570,12338,36237,157,1761,34,1610,1433,23.032,67.644,0.293,3.287,0.063,3.005,2.675
095,54289,31283,11420,307,6244,32,3369,1634,57.623,21.036,0.565,11.501,0.059,6.206,3.01
096,53962,20827,10302,372,11131,36,9235,2059,38.596,19.091,0.689,20.627,0.067,17.114,3.816
097,53821,34156,5908,109,10722,13,1633,1280,63.462,10.977,0.203,19.922,0.024,3.034,2.378
098,53671,37438,6717,155,3912,56,4008,1385,69.755,12.515,0.289,7.289,0.104,7.468,2.581
099,53673,19388,11385,631,5208,76,14644,2341,36.122,21.212,1.176,9.703,0.142,27.284,4.362
100,53679,18236,17322,475,6384,49,9059,2154,33.972,32.27,0.885,11.893,0.091,16.876,4.013
101,53747,28968,11266,219,7132,15,4345,1802,53.897,20.961,0.407,13.27,0.028,8.084,3.353
102,53770,32212,10217,213,7042,23,2394,1669,59.907,19.001,0.396,13.097,0.043,4.452,3.104
103,53533,42465,5439,170,2437,17,1887,1118,79.325,10.16,0.318,4.552,0.032,3.525,2.088
104,53598,36629,11200,174,2075,17,2141,1362,68.34,20.896,0.325,3.871,0.032,3.995,2.541
105,53718,27467,18898,246,2401,26,3130,1550,51.132,35.18,0.458,4.47,0.048,5.827,2.885
106,53473,31338,15161,157,2975,25,2281,1536,58.605,28.353,0.294,5.564,0.047,4.266,2.872
107,53368,27648,12120,226,7172,15,4501,1686,51.806,22.71,0.423,13.439,0.028,8.434,3.159
108,53549,30927,8812,311,7702,39,4266,1492,57.755,16.456,0.581,14.383,0.073,7.967,2.786
109,54292,35050,15597,176,1575,32,740,1122,64.558,28.728,0.324,2.901,0.059,1.363,2.067
110,54076,34286,17050,136,462,20,1015,1107,63.403,31.53,0.251,0.854,0.037,1.877,2.047
