district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,23179,22185,553,39,57,4,137,204,95.712,2.386,0.168,0.246,0.017,0.591,0.88
002,23275,18659,3725,58,71,5,493,264,80.168,16.004,0.249,0.305,0.021,2.118,1.134
003,23200,20412,2348,35,29,3,156,217,87.983,10.121,0.151,0.125,0.013,0.672,0.935
004,23269,18804,3544,56,35,3,509,318,80.811,15.231,0.241,0.15,0.013,2.187,1.367
005,23821,7830,15422,52,38,4,313,162,32.87,64.741,0.218,0.16,0.017,1.314,0.68
006,24931,18093,5545,39,336,18,528,372,72.572,22.241,0.156,1.348,0.072,2.118,1.492
007,24393,18082,4777,62,408,13,703,348,74.128,19.583,0.254,1.673,0.053,2.882,1.427
008,23281,16853,5796,56,56,10,263,247,72.39,24.896,0.241,0.241,0.043,1.13,1.061
009,23489,6892,16059,41,89,10,174,224,29.341,68.368,0.175,0.379,0.043,0.741,0.954
010,25101,18614,5793,51,167,0,196,280,74.156,23.079,0.203,0.665,0.0,0.781,1.115
011,23335,7760,15173,49,25,0,144,184,33.255,65.022,0.21,0.107,0.0,0.617,0.789
012,24808,17792,5618,81,783,18,259,257,71.719,22.646,0.327,3.156,0.073,1.044,1.036
013,23423,17330,5396,42,107,6,319,223,73.987,23.037,0.179,0.457,0.026,1.362,0.952
014,23122,18052,3887,42,43,10,774,314,78.073,16.811,0.182,0.186,0.043,3.347,1.358
015,23363,18951,2743,56,49,11,1222,331,81.115,11.741,0.24,0.21,0.047,5.23,1.417
016,23164,8141,13975,38,91,1,513,405,35.145,60.331,0.164,0.393,0.004,2.215,1.748
017,23280,17192,5213,27,222,3,350,273,73.849,22.393,0.116,0.954,0.013,1.503,1.173
018,23123,19057,3560,45,121,6,86,248,82.416,15.396,0.195,0.523,0.026,0.372,1.073
