district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
HD-001,36528,33624,1066,84,115,6,1144,489,92.05,2.918,0.23,0.315,0.016,3.132,1.339
HD-002,37745,31553,4547,92,321,4,542,686,83.595,12.047,0.244,0.85,0.011,1.436,1.817
HD-003,38114,32222,3202,67,1558,4,499,562,84.541,8.401,0.176,4.088,0.01,1.309,1.475
HD-004,38179,35768,1364,73,106,5,336,527,93.685,3.573,0.191,0.278,0.013,0.88,1.38
HD-005,38035,33192,3110,76,243,5,796,613,87.267,8.177,0.2,0.639,0.013,2.093,1.612
HD-006,38039,30162,5980,97,483,17,605,695,79.292,15.721,0.255,1.27,0.045,1.59,1.827
HD-007,36440,29169,6333,97,87,0,216,538,80.047,17.379,0.266,0.239,0.0,0.593,1.476
HD-008,36878,28712,6755,96,255,15,497,548,77.857,18.317,0.26,0.691,0.041,1.348,1.486
HD-009,37591,28291,7677,93,321,3,655,551,75.26,20.422,0.247,0.854,0.008,1.742,1.466
HD-010,38154,34172,2056,115,266,10,1001,534,89.563,5.389,0.301,0.697,0.026,2.624,1.4
HD-011,36664,26525,9127,86,99,6,312,509,72.346,24.894,0.235,0.27,0.016,0.851,1.388
HD-012,36603,14366,19504,117,132,25,2020,439,39.248,53.285,0.32,0.361,0.068,5.519,1.199
HD-013,38116,30080,6706,77,450,4,386,413,78.917,17.594,0.202,1.181,0.01,1.013,1.084
HD-014,38042,28377,8277,78,84,11,777,438,74.594,21.758,0.205,0.221,0.029,2.042,1.151
HD-015,36625,20157,9687,240,1536,65,3578,1362,55.036,26.449,0.655,4.194,0.177,9.769,3.719
HD-016,38057,25726,10450,117,184,26,930,624,67.599,27.459,0.307,0.483,0.068,2.444,1.64
HD-017,38206,34673,2052,116,199,11,608,547,90.753,5.371,0.304,0.521,0.029,1.591,1.432
HD-018,38189,32359,3557,84,457,12,1057,663,84.734,9.314,0.22,1.197,0.031,2.768,1.736
HD-019,37944,27253,4896,244,484,10,4132,925,71.824,12.903,0.643,1.276,0.026,10.89,2.438
HD-020,38123,30535,4236,92,1067,39,1482,672,80.096,11.111,0.241,2.799,0.102,3.887,1.763
HD-021,38205,32566,2093,100,2375,7,475,589,85.24,5.478,0.262,6.216,0.018,1.243,1.542
HD-022,38226,31723,3280,81,1424,37,1047,634,82.988,8.581,0.212,3.725,0.097,2.739,1.659
HD-023,36374,13816,18898,145,259,37,2267,952,37.983,51.955,0.399,0.712,0.102,6.232,2.617
HD-024,37893,30147,5048,123,709,16,1261,589,79.558,13.322,0.325,1.871,0.042,3.328,1.554
HD-025,36713,12753,20903,138,152,12,1939,816,34.737,56.936,0.376,0.414,0.033,5.282,2.223
HD-026,36914,30334,3888,152,1071,16,730,723,82.175,10.533,0.412,2.901,0.043,1.978,1.959
HD-027,38199,28869,6424,78,861,44,1115,808,75.575,16.817,0.204,2.254,0.115,2.919,2.115
HD-028,37306,30086,5308,90,340,22,830,630,80.647,14.228,0.241,0.911,0.059,2.225,1.689
HD-029,37391,29671,6182,183,231,6,613,505,79.353,16.533,0.489,0.618,0.016,1.639,1.351
HD-030,37008,27677,7473,155,183,15,967,538,74.787,20.193,0.419,0.494,0.041,2.613,1.454
HD-031,37344,13271,20936,144,720,15,1576,682,35.537,56.063,0.386,1.928,0.04,4.22,1.826
HD-032,36893,29280,5706,59,658,14,639,537,79.365,15.466,0.16,1.784,0.038,1.732,1.456
HD-033,38061,31146,5238,101,580,3,522,471,81.832,13.762,0.265,1.524,0.008,1.371,1.237
HD-034,37661,25208,9083,106,1406,9,1165,684,66.934,24.118,0.281,3.733,0.024,3.093,1.816
HD-035,38193,31817,4126,72,794,14,735,635,83.306,10.803,0.189,2.079,0.037,1.924,1.663
HD-036,37471,27020,6912,90,460,11,2221,757,72.109,18.446,0.24,1.228,0.029,5.927,2.02
HD-037,36376,27611,5101,126,1061,6,1812,659,75.904,14.023,0.346,2.917,0.016,4.981,1.812
HD-038,38208,33426,3018,94,470,17,596,587,87.484,7.899,0.246,1.23,0.044,1.56,1.536
HD-039,38225,27510,7337,170,106,78,2534,490,71.969,19.194,0.445,0.277,0.204,6.629,1.282
HD-040,37508,23301,11626,130,122,35,1858,436,62.123,30.996,0.347,0.325,0.093,4.954,1.162
HD-041,37106,14837,21124,94,240,6,252,553,39.985,56.929,0.253,0.647,0.016,0.679,1.49
HD-042,38194,26601,10695,87,112,14,237,448,69.647,28.002,0.228,0.293,0.037,0.621,1.173
HD-043,36924,27326,8224,278,217,3,254,622,74.006,22.273,0.753,0.588,0.008,0.688,1.685
HD-044,38086,23928,12444,97,84,8,1074,451,62.826,32.673,0.255,0.221,0.021,2.82,1.184
HD-045,37106,30031,4408,821,439,9,738,660,80.933,11.879,2.213,1.183,0.024,1.989,1.779
HD-046,37609,28684,6448,203,679,63,842,690,76.269,17.145,0.54,1.805,0.168,2.239,1.835
HD-047,37145,31689,3960,167,361,8,335,625,85.312,10.661,0.45,0.972,0.022,0.902,1.683
HD-048,37326,29492,4685,203,790,24,1413,719,79.012,12.552,0.544,2.116,0.064,3.786,1.926
HD-049,36908,15637,19787,178,228,10,397,671,42.368,53.612,0.482,0.618,0.027,1.076,1.818
HD-050,36558,14687,20742,138,191,14,324,462,40.175,56.737,0.377,0.522,0.038,0.886,1.264
HD-051,36673,11437,23668,115,302,37,609,505,31.186,64.538,0.314,0.823,0.101,1.661,1.377
HD-052,38228,26032,10808,91,171,14,605,507,68.097,28.272,0.238,0.447,0.037,1.583,1.326
HD-053,36515,23031,11763,197,136,10,788,590,63.073,32.214,0.54,0.372,0.027,2.158,1.616
HD-054,36612,17398,17146,993,99,6,370,600,47.52,46.832,2.712,0.27,0.016,1.011,1.639
HD-055,36619,17855,16409,1137,80,8,548,582,48.759,44.81,3.105,0.218,0.022,1.496,1.589
HD-056,38015,30020,5476,146,639,25,802,907,78.969,14.405,0.384,1.681,0.066,2.11,2.386
HD-057,36637,15636,19675,180,184,3,493,466,42.678,53.703,0.491,0.502,0.008,1.346,1.272
HD-058,36435,26279,8235,191,165,16,932,617,72.126,22.602,0.524,0.453,0.044,2.558,1.693
HD-059,36406,12482,22862,141,180,9,269,463,34.286,62.797,0.387,0.494,0.025,0.739,1.272
HD-060,36382,23872,11173,138,251,4,579,365,65.615,30.71,0.379,0.69,0.011,1.591,1.003
HD-061,36404,18828,16470,135,113,4,456,398,51.72,45.242,0.371,0.31,0.011,1.253,1.093
HD-062,38222,15404,21889,91,82,1,368,387,40.301,57.268,0.238,0.215,0.003,0.963,1.013
HD-063,36376,26698,7720,83,1131,7,297,440,73.395,21.223,0.228,3.109,0.019,0.816,1.21
HD-064,37003,16051,19870,83,218,6,470,305,43.378,53.698,0.224,0.589,0.016,1.27,0.824
HD-065,36505,28064,7263,120,161,6,398,493,76.877,19.896,0.329,0.441,0.016,1.09,1.35
HD-066,36761,11790,23823,248,139,5,333,423,32.072,64.805,0.675,0.378,0.014,0.906,1.151
HD-067,37606,25854,9582,129,576,29,560,876,68.75,25.48,0.343,1.532,0.077,1.489,2.329
HD-068,37815,31410,2832,188,609,55,1683,1038,83.062,7.489,0.497,1.61,0.145,4.451,2.745
HD-069,37568,29560,5420,107,1159,40,613,669,78.684,14.427,0.285,3.085,0.106,1.632,1.781
HD-070,36395,12002,22718,127,366,33,453,696,32.977,62.421,0.349,1.006,0.091,1.245,1.912
HD-071,36485,28389,6219,98,791,19,285,684,77.81,17.045,0.269,2.168,0.052,0.781,1.875
HD-072,37892,23778,11594,99,1271,21,444,685,62.752,30.597,0.261,3.354,0.055,1.172,1.808
HD-073,38232,12023,24516,107,366,28,510,682,31.447,64.124,0.28,0.957,0.073,1.334,1.784
HD-074,36776,13733,21672,104,371,14,318,564,37.342,58.93,0.283,1.009,0.038,0.865,1.534
HD-075,37179,28383,6130,149,843,81,830,763,76.341,16.488,0.401,2.267,0.218,2.232,2.052
HD-076,38180,10909,23630,145,1081,61,1380,974,28.573,61.891,0.38,2.831,0.16,3.614,2.551
HD-077,38188,14266,21736,103,514,34,776,759,37.357,56.918,0.27,1.346,0.089,2.032,1.988
HD-078,37517,22191,10793,191,1484,90,1557,1211,59.149,28.768,0.509,3.956,0.24,4.15,3.228
HD-079,38199,14580,20452,92,1286,52,591,1146,38.169,53.541,0.241,3.367,0.136,1.547,3.0
HD-080,36713,19392,15306,148,320,28,690,829,52.821,41.691,0.403,0.872,0.076,1.879,2.258
HD-081,38027,31071,5007,163,699,16,424,647,81.708,13.167,0.429,1.838,0.042,1.115,1.701
HD-082,37254,15294,20210,119,89,14,954,574,41.053,54.249,0.319,0.239,0.038,2.561,1.541
HD-083,38176,28265,7755,101,317,18,1004,716,74.039,20.314,0.265,0.83,0.047,2.63,1.876
HD-084,38210,26747,8910,180,141,7,1451,774,70.0,23.319,0.471,0.369,0.018,3.797,2.026
HD-085,38132,31046,5307,102,715,17,288,657,81.417,13.917,0.267,1.875,0.045,0.755,1.723
HD-086,38206,26972,9038,197,182,17,1027,773,70.596,23.656,0.516,0.476,0.044,2.688,2.023
HD-087,38176,33829,2743,103,507,4,519,471,88.613,7.185,0.27,1.328,0.01,1.359,1.234
HD-088,38058,31321,4484,206,458,16,749,824,82.298,11.782,0.541,1.203,0.042,1.968,2.165
HD-089,38033,26209,7468,213,619,16,2690,818,68.911,19.636,0.56,1.628,0.042,7.073,2.151
HD-090,36375,19382,15847,173,130,9,411,423,53.284,43.566,0.476,0.357,0.025,1.13,1.163
HD-091,37287,15512,20672,161,174,6,309,453,41.602,55.44,0.432,0.467,0.016,0.829,1.215
HD-092,36655,26764,6424,225,1061,45,1008,1128,73.016,17.526,0.614,2.895,0.123,2.75,3.077
HD-093,37461,18203,17513,198,116,12,851,568,48.592,46.75,0.529,0.31,0.032,2.272,1.516
HD-094,36402,27011,7232,178,453,38,432,1058,74.202,19.867,0.489,1.244,0.104,1.187,2.906
HD-095,37021,12058,23461,106,553,8,390,445,32.571,63.372,0.286,1.494,0.022,1.053,1.202
HD-096,38199,31706,4234,226,148,18,975,892,83.002,11.084,0.592,0.387,0.047,2.552,2.335
HD-097,36612,24605,10103,544,183,20,383,774,67.205,27.595,1.486,0.5,0.055,1.046,2.114
HD-098,36569,26227,7491,157,987,62,502,1143,71.719,20.485,0.429,2.699,0.17,1.373,3.126
HD-099,37061,30692,3852,148,866,33,807,663,82.815,10.394,0.399,2.337,0.089,2.177,1.789
HD-100,36490,27386,7043,237,359,29,682,754,75.051,19.301,0.649,0.984,0.079,1.869,2.066
HD-101,36426,13208,22323,124,151,3,329,288,36.26,61.283,0.34,0.415,0.008,0.903,0.791
HD-102,37881,16874,19848,211,91,9,372,476,44.545,52.396,0.557,0.24,0.024,0.982,1.257
HD-103,36535,15944,19389,79,113,4,600,406,43.64,53.07,0.216,0.309,0.011,1.642,1.111
HD-104,36892,30628,4282,201,309,18,884,570,83.021,11.607,0.545,0.838,0.049,2.396,1.545
HD-105,37637,28485,7340,179,178,28,876,551,75.684,19.502,0.476,0.473,0.074,2.327,1.464
HD-106,36572,34160,1174,96,281,64,282,515,93.405,3.21,0.262,0.768,0.175,0.771,1.408
HD-107,37203,28419,4146,238,622,98,2759,921,76.389,11.144,0.64,1.672,0.263,7.416,2.476
HD-108,36438,28979,6426,87,213,14,440,279,79.53,17.635,0.239,0.585,0.038,1.208,0.766
HD-109,37806,13123,20852,146,683,44,2035,923,34.711,55.155,0.386,1.807,0.116,5.383,2.441
HD-110,37422,33421,2743,74,561,6,191,426,89.308,7.33,0.198,1.499,0.016,0.51,1.138
HD-111,36625,14374,20832,96,353,29,390,551,39.246,56.879,0.262,0.964,0.079,1.065,1.504
HD-112,36943,32768,2928,83,482,14,245,423,88.699,7.926,0.225,1.305,0.038,0.663,1.145
HD-113,37013,13103,20368,184,312,56,2072,918,35.401,55.029,0.497,0.843,0.151,5.598,2.48
HD-114,36636,29198,5585,88,672,38,397,658,79.698,15.245,0.24,1.834,0.104,1.084,1.796
HD-115,37252,32615,3614,66,344,15,192,406,87.552,9.701,0.177,0.923,0.04,0.515,1.09
HD-116,36473,19583,15034,140,225,10,966,515,53.692,41.22,0.384,0.617,0.027,2.649,1.412
HD-117,36767,22605,9960,262,1033,45,1553,1309,61.482,27.09,0.713,2.81,0.122,4.224,3.56
HD-118,37232,26423,5797,113,495,21,3634,749,70.969,15.57,0.304,1.33,0.056,9.76,2.012
HD-119,37362,26164,9193,96,580,69,731,529,70.028,24.605,0.257,1.552,0.185,1.957,1.416
HD-120,36550,28017,5049,125,401,15,2035,908,76.654,13.814,0.342,1.097,0.041,5.568,2.484
HD-121,36475,13884,20885,120,182,32,727,645,38.064,57.258,0.329,0.499,0.088,1.993,1.768
HD-122,36615,15626,19162,145,175,13,1047,447,42.676,52.334,0.396,0.478,0.036,2.859,1.221
HD-123,37114,30890,2702,56,341,22,2672,431,83.23,7.28,0.151,0.919,0.059,7.199,1.161
HD-124,37150,26802,7729,158,639,37,831,954,72.145,20.805,0.425,1.72,0.1,2.237,2.568
