district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,82880,63714,15686,280,697,33,1088,1382,76.875,18.926,0.338,0.841,0.04,1.313,1.667
002,83143,56550,21528,558,357,31,2735,1384,68.015,25.893,0.671,0.429,0.037,3.29,1.665
003,83172,61344,16304,417,1029,99,2006,1973,73.756,19.603,0.501,1.237,0.119,2.412,2.372
004,83211,58146,13215,337,750,75,9000,1688,69.878,15.881,0.405,0.901,0.09,10.816,2.029
005,82109,34119,44719,537,472,33,934,1295,41.553,54.463,0.654,0.575,0.04,1.138,1.577
006,83234,64089,14555,346,354,25,2701,1164,76.999,17.487,0.416,0.425,0.03,3.245,1.398
007,75609,32092,38808,549,585,20,2208,1347,42.445,51.327,0.726,0.774,0.026,2.92,1.782
008,83385,53593,24174,260,894,27,3023,1414,64.272,28.991,0.312,1.072,0.032,3.625,1.696
009,83346,61514,16208,279,1478,44,2192,1631,73.806,19.447,0.335,1.773,0.053,2.63,1.957
010,82841,63617,12999,371,777,68,3493,1516,76.794,15.692,0.448,0.938,0.082,4.217,1.83
011,83217,55758,12658,595,6659,28,5025,2494,67.003,15.211,0.715,8.002,0.034,6.038,2.997
012,76402,31564,39255,307,921,55,2836,1464,41.313,51.38,0.402,1.205,0.072,3.712,1.916
013,76622,65741,7330,373,612,69,1002,1495,85.799,9.566,0.487,0.799,0.09,1.308,1.951
014,77065,54800,13211,521,1875,233,2627,3798,71.109,17.143,0.676,2.433,0.302,3.409,4.928
015,77307,58090,11619,585,1283,221,2409,3100,75.142,15.03,0.757,1.66,0.286,3.116,4.01
016,75617,58456,12111,423,404,51,2385,1787,77.305,16.016,0.559,0.534,0.067,3.154,2.363
017,77263,66925,6701,471,348,33,1612,1173,86.62,8.673,0.61,0.45,0.043,2.086,1.518
018,77681,48174,23982,595,601,44,2315,1970,62.015,30.872,0.766,0.774,0.057,2.98,2.536
019,76666,66806,4941,382,916,45,2114,1462,87.139,6.445,0.498,1.195,0.059,2.757,1.907
020,78488,67586,6574,318,1124,46,1445,1395,86.11,8.376,0.405,1.432,0.059,1.841,1.777
021,83020,29812,42902,427,721,53,7410,1695,35.909,51.677,0.514,0.868,0.064,8.926,2.042
022,82965,49313,21888,1882,252,65,8057,1508,59.438,26.382,2.268,0.304,0.078,9.711,1.818
023,81057,34942,43086,242,184,25,1760,818,43.108,53.155,0.299,0.227,0.031,2.171,1.009
024,82651,26190,48561,281,909,51,5043,1616,31.687,58.754,0.34,1.1,0.062,6.102,1.955
025,80850,61442,13054,437,450,11,4135,1321,75.995,16.146,0.541,0.557,0.014,5.114,1.634
026,82926,61725,13683,422,692,27,4736,1641,74.434,16.5,0.509,0.834,0.033,5.711,1.979
027,76790,30558,42004,2172,401,21,762,872,39.794,54.7,2.828,0.522,0.027,0.992,1.136
028,83355,61484,11684,505,328,23,7690,1641,73.762,14.017,0.606,0.393,0.028,9.226,1.969
029,80137,26481,41001,404,3523,51,6563,2114,33.045,51.164,0.504,4.396,0.064,8.19,2.638
030,79990,51546,14977,389,6776,41,4190,2071,64.441,18.724,0.486,8.471,0.051,5.238,2.589
031,78465,23888,41112,452,1241,74,9584,2114,30.444,52.395,0.576,1.582,0.094,12.214,2.694
032,82631,34809,42385,1243,338,17,2638,1201,42.126,51.294,1.504,0.409,0.021,3.193,1.453
033,82568,27134,44012,485,1996,43,6748,2150,32.863,53.304,0.587,2.417,0.052,8.173,2.604
034,83083,59088,14569,370,2567,31,4469,1989,71.119,17.535,0.445,3.09,0.037,5.379,2.394
035,77896,57413,13306,328,2242,18,2724,1865,73.705,17.082,0.421,2.878,0.023,3.497,2.394
036,83373,69038,6158,459,3619,67,2448,1584,82.806,7.386,0.551,4.341,0.08,2.936,1.9
037,83318,65217,11159,467,1942,33,2415,2085,78.275,13.393,0.561,2.331,0.04,2.899,2.502
038,83403,25862,42743,596,3513,48,7941,2700,31.008,51.249,0.715,4.212,0.058,9.521,3.237
039,81394,49486,22085,554,1496,31,5436,2306,60.798,27.133,0.681,1.838,0.038,6.679,2.833
040,76609,59335,7121,208,7167,26,987,1765,77.452,9.295,0.272,9.355,0.034,1.288,2.304
041,82866,59009,5424,229,15033,34,969,2168,71.21,6.546,0.276,18.141,0.041,1.169,2.616
042,78925,27242,40652,704,2226,423,3313,4365,34.516,51.507,0.892,2.82,0.536,4.198,5.531
043,79233,31766,40257,1156,1108,198,1671,3077,40.092,50.808,1.459,1.398,0.25,2.109,3.883
044,78020,47402,20332,1346,2435,306,2562,3637,60.756,26.06,1.725,3.121,0.392,3.284,4.662
045,83253,57654,15876,1934,1321,298,2397,3773,69.252,19.07,2.323,1.587,0.358,2.879,4.532
046,83143,51825,21764,5304,482,40,2272,1456,62.332,26.177,6.379,0.58,0.048,2.733,1.751
047,82820,17955,13822,43107,560,60,5167,2149,21.68,16.689,52.049,0.676,0.072,6.239,2.595
048,83406,25241,42737,9833,479,44,2930,2142,30.263,51.24,11.789,0.574,0.053,3.513,2.568
049,83266,70206,7275,212,2319,28,1766,1460,84.315,8.737,0.255,2.785,0.034,2.121,1.753
050,80467,60409,10461,308,4424,22,3069,1774,75.073,13.0,0.383,5.498,0.027,3.814,2.205
051,75538,55170,11906,654,571,51,5174,2012,73.036,15.762,0.866,0.756,0.068,6.85,2.664
052,76894,61594,10399,654,698,48,2154,1347,80.102,13.524,0.851,0.908,0.062,2.801,1.752
053,81777,54670,18168,987,857,103,4437,2555,66.853,22.217,1.207,1.048,0.126,5.426,3.124
054,78734,55385,13856,502,793,29,6566,1603,70.344,17.598,0.638,1.007,0.037,8.339,2.036
055,75792,53470,18433,337,524,21,1923,1084,70.548,24.321,0.445,0.691,0.028,2.537,1.43
056,82329,61445,9954,356,5337,25,3029,2183,74.633,12.091,0.432,6.483,0.03,3.679,2.652
057,79344,29795,40337,452,3010,23,3629,2098,37.552,50.838,0.57,3.794,0.029,4.574,2.644
058,79055,30629,41119,483,1926,32,3020,1846,38.744,52.013,0.611,2.436,0.04,3.82,2.335
059,83275,67622,11196,315,1325,32,1355,1430,81.203,13.445,0.378,1.591,0.038,1.627,1.717
060,80527,25393,41917,568,4736,79,5194,2640,31.534,52.053,0.705,5.881,0.098,6.45,3.278
061,83062,60207,13514,495,4324,35,2930,1557,72.484,16.27,0.596,5.206,0.042,3.527,1.875
062,83143,64879,10816,281,3855,34,1547,1731,78.033,13.009,0.338,4.637,0.041,1.861,2.082
063,75550,52887,14405,636,852,26,5109,1635,70.003,19.067,0.842,1.128,0.034,6.762,2.164
064,75581,54533,13964,384,985,32,4182,1501,72.152,18.476,0.508,1.303,0.042,5.533,1.986
065,81444,60705,16837,318,323,52,1819,1390,74.536,20.673,0.39,0.397,0.064,2.233,1.707
066,83380,52498,19088,4803,880,121,3447,2543,62.962,22.893,5.76,1.055,0.145,4.134,3.05
067,83372,67421,9847,297,1505,45,3220,1037,80.868,11.811,0.356,1.805,0.054,3.862,1.244
068,76067,59525,8635,236,1837,21,4236,1577,78.253,11.352,0.31,2.415,0.028,5.569,2.073
069,76381,58666,9580,407,1198,25,4958,1547,76.807,12.542,0.533,1.568,0.033,6.491,2.025
070,76125,63479,4827,503,1119,21,4761,1415,83.388,6.341,0.661,1.47,0.028,6.254,1.859
071,76671,27807,33753,394,1076,35,11380,2226,36.268,44.023,0.514,1.403,0.046,14.843,2.903
072,77038,31630,35122,323,1072,104,7091,1696,41.058,45.59,0.419,1.392,0.135,9.205,2.202
073,77256,68946,3245,180,438,24,3403,1020,89.244,4.2,0.233,0.567,0.031,4.405,1.32
074,80474,66259,8679,348,920,20,2828,1420,82.336,10.785,0.432,1.143,0.025,3.514,1.765
075,78634,62067,10077,278,2006,36,2674,1496,78.932,12.815,0.354,2.551,0.046,3.401,1.902
076,80735,64961,10689,301,576,28,2983,1197,80.462,13.24,0.373,0.713,0.035,3.695,1.483
