district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,156303,109939,34092,1563,4050,185,1752,4722,70.337,21.811,1.0,2.591,0.118,1.121,3.021
002,155932,108843,34301,1137,4380,256,2073,4942,69.802,21.997,0.729,2.809,0.164,1.329,3.169
003,158797,138928,9113,1461,2732,232,1551,4780,87.488,5.739,0.92,1.72,0.146,0.977,3.01
004,158781,126785,15778,836,5099,328,3419,6536,79.849,9.937,0.527,3.211,0.207,2.153,4.116
005,159198,129835,21372,1434,1006,157,2071,3323,81.556,13.425,0.901,0.632,0.099,1.301,2.087
006,159266,129677,18109,1021,3306,155,1956,5042,81.422,11.37,0.641,2.076,0.097,1.228,3.166
007,156188,116628,33025,984,652,64,2115,2720,74.672,21.144,0.63,0.417,0.041,1.354,1.741
008,155921,62427,82447,441,2658,76,4579,3293,40.038,52.877,0.283,1.705,0.049,2.937,2.112
009,156370,120313,25447,401,5576,73,1362,3198,76.941,16.274,0.256,3.566,0.047,0.871,2.045
010,156423,122902,26112,747,1094,67,2664,2837,78.57,16.693,0.478,0.699,0.043,1.703,1.814
011,156023,134165,12628,691,2871,162,1959,3547,85.991,8.094,0.443,1.84,0.104,1.256,2.273
012,156867,110108,24147,544,11339,179,4899,5651,70.192,15.393,0.347,7.228,0.114,3.123,3.602
013,156504,63159,82845,614,2985,134,2991,3776,40.356,52.935,0.392,1.907,0.086,1.911,2.413
014,155895,63936,82511,647,2777,82,2301,3641,41.012,52.927,0.415,1.781,0.053,1.476,2.336
015,155797,100675,39124,684,6253,182,3953,4926,64.619,25.112,0.439,4.014,0.117,2.537,3.162
016,156491,119810,18431,541,10315,105,3009,4280,76.56,11.778,0.346,6.591,0.067,1.923,2.735
017,157926,140793,8703,417,3614,129,1349,2921,89.151,5.511,0.264,2.288,0.082,0.854,1.85
018,154544,123468,16781,646,5292,188,3182,4987,79.892,10.858,0.418,3.424,0.122,2.059,3.227
019,154740,123543,23352,732,937,94,3470,2612,79.839,15.091,0.473,0.606,0.061,2.242,1.688
020,156856,89484,53535,563,5924,77,3294,3979,57.049,34.13,0.359,3.777,0.049,2.1,2.537
021,156918,129120,13681,451,7554,78,2426,3608,82.285,8.719,0.287,4.814,0.05,1.546,2.299
022,154726,128484,14390,651,2470,81,5227,3423,83.04,9.3,0.421,1.596,0.052,3.378,2.212
023,155606,131992,14205,669,1783,69,3575,3313,84.824,9.129,0.43,1.146,0.044,2.297,2.129
024,157896,133655,13636,524,2626,96,4351,3008,84.647,8.636,0.332,1.663,0.061,2.756,1.905
025,155274,143239,5027,439,2826,55,1217,2471,92.249,3.238,0.283,1.82,0.035,0.784,1.591
026,154120,109723,34139,559,2533,70,3729,3367,71.193,22.151,0.363,1.644,0.045,2.42,2.185
027,155112,129350,11854,657,1934,62,6961,4294,83.391,7.642,0.424,1.247,0.04,4.488,2.768
028,158813,127102,16643,480,5320,91,4773,4404,80.032,10.48,0.302,3.35,0.057,3.005,2.773
029,159162,122860,19230,531,6801,89,5262,4389,77.192,12.082,0.334,4.273,0.056,3.306,2.758
030,156153,117227,20825,557,5152,95,7321,4976,75.072,13.336,0.357,3.299,0.061,4.688,3.187
031,158462,128625,16276,823,2674,68,6593,3403,81.171,10.271,0.519,1.687,0.043,4.161,2.148
032,155664,120738,18359,708,3684,152,7707,4316,77.563,11.794,0.455,2.367,0.098,4.951,2.773
033,156488,138911,11622,553,1246,75,2261,1820,88.768,7.427,0.353,0.796,0.048,1.445,1.163
034,157143,146261,4389,544,2107,42,1276,2524,93.075,2.793,0.346,1.341,0.027,0.812,1.606
035,156871,139687,8414,551,1748,70,3148,3253,89.046,5.364,0.351,1.114,0.045,2.007,2.074
036,154847,140904,3959,638,2304,82,3450,3510,90.996,2.557,0.412,1.488,0.053,2.228,2.267
037,154993,140627,4880,490,3473,84,2325,3114,90.731,3.149,0.316,2.241,0.054,1.5,2.009
038,154857,128253,11861,518,4019,104,6279,3823,82.82,7.659,0.335,2.595,0.067,4.055,2.469
039,154817,128207,12762,738,2747,95,6467,3801,82.812,8.243,0.477,1.774,0.061,4.177,2.455
040,155028,114252,27011,587,3171,104,5943,3960,73.698,17.423,0.379,2.045,0.067,3.834,2.554
041,155727,111490,26381,691,2578,89,10930,3568,71.593,16.941,0.444,1.655,0.057,7.019,2.291
042,154915,118209,18155,754,2546,116,10226,4909,76.306,11.719,0.487,1.643,0.075,6.601,3.169
043,157986,101360,23069,985,4773,209,20263,7327,64.158,14.602,0.623,3.021,0.132,12.826,4.638
044,157485,116087,13844,482,15598,262,6088,5124,73.713,8.791,0.306,9.904,0.166,3.866,3.254
045,156253,68526,65975,711,5343,140,10442,5116,43.856,42.223,0.455,3.419,0.09,6.683,3.274
046,156157,49371,84408,690,4716,195,11091,5686,31.616,54.053,0.442,3.02,0.125,7.102,3.641
047,158274,131087,11258,504,4690,103,6264,4368,82.823,7.113,0.318,2.963,0.065,3.958,2.76
048,156456,100386,19836,789,7798,251,20634,6762,64.162,12.678,0.504,4.984,0.16,13.188,4.322
049,159069,116179,16514,680,8888,166,11172,5470,73.037,10.382,0.427,5.588,0.104,7.023,3.439
050,158877,123074,16488,620,7187,148,6229,5131,77.465,10.378,0.39,4.524,0.093,3.921,3.23
051,159406,132328,17250,685,2677,266,2395,3805,83.013,10.821,0.43,1.679,0.167,1.502,2.387
052,159438,140666,7647,474,4254,107,2189,4101,88.226,4.796,0.297,2.668,0.067,1.373,2.572
053,159628,123497,22753,629,3599,90,4064,4996,77.365,14.254,0.394,2.255,0.056,2.546,3.13
054,156053,130297,15665,458,1856,55,5148,2574,83.495,10.038,0.293,1.189,0.035,3.299,1.649
055,155882,123853,14222,1485,1875,76,11116,3255,79.453,9.124,0.953,1.203,0.049,7.131,2.088
056,154900,113084,18191,712,1827,64,17573,3449,73.005,11.744,0.46,1.179,0.041,11.345,2.227
057,157418,124433,16051,535,3960,169,7757,4513,79.046,10.196,0.34,2.516,0.107,4.928,2.867
058,158568,116011,20714,818,4291,98,12168,4468,73.162,13.063,0.516,2.706,0.062,7.674,2.818
059,158232,116646,22687,671,5370,136,7160,5562,73.718,14.338,0.424,3.394,0.086,4.525,3.515
060,158517,132123,11027,554,5455,131,4757,4470,83.349,6.956,0.349,3.441,0.083,3.001,2.82
061,159521,59056,85305,686,1810,121,7295,5248,37.021,53.476,0.43,1.135,0.076,4.573,3.29
062,158453,115928,19350,669,5340,100,11244,5822,73.162,12.212,0.422,3.37,0.063,7.096,3.674
063,158227,113917,22161,547,9952,99,6380,5171,71.996,14.006,0.346,6.29,0.063,4.032,3.268
064,157763,134189,8268,348,7476,83,3227,4172,85.057,5.241,0.221,4.739,0.053,2.045,2.644
065,157869,144922,4713,382,3049,107,1828,2868,91.799,2.985,0.242,1.931,0.068,1.158,1.817
066,158786,139008,10633,537,3140,174,2250,3044,87.544,6.696,0.338,1.978,0.11,1.417,1.917
