district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,128684,108170,6539,1280,1830,99,7908,2858,84.059,5.081,0.995,1.422,0.077,6.145,2.221
002,128793,115871,4571,208,2223,85,3816,2019,89.967,3.549,0.161,1.726,0.066,2.963,1.568
003,128616,103753,11100,547,3485,47,5762,3922,80.669,8.63,0.425,2.71,0.037,4.48,3.049
004,128783,104652,8396,297,8736,36,3825,2841,81.262,6.519,0.231,6.784,0.028,2.97,2.206
005,128819,114366,2973,196,5842,33,3122,2287,88.78,2.308,0.152,4.535,0.026,2.424,1.775
006,128520,62087,24106,1186,3742,50,30257,7092,48.309,18.757,0.923,2.912,0.039,23.543,5.518
007,128772,113890,5077,292,2430,28,4566,2489,88.443,3.943,0.227,1.887,0.022,3.546,1.933
008,128876,119294,1621,106,5062,11,1264,1518,92.565,1.258,0.082,3.928,0.009,0.981,1.178
009,128857,116786,4658,165,2901,23,2262,2062,90.632,3.615,0.128,2.251,0.018,1.755,1.6
010,128827,101579,8809,338,7312,25,7348,3416,78.849,6.838,0.262,5.676,0.019,5.704,2.652
011,128520,79898,30982,566,2895,31,10227,3921,62.168,24.107,0.44,2.253,0.024,7.958,3.051
012,128840,112379,4989,253,5537,35,3349,2298,87.224,3.872,0.196,4.298,0.027,2.599,1.784
013,128820,92864,11177,325,12247,43,9023,3141,72.088,8.676,0.252,9.507,0.033,7.004,2.438
014,128867,117439,3237,139,4111,15,2150,1776,91.132,2.512,0.108,3.19,0.012,1.668,1.378
015,128876,102618,3115,282,15844,15,4387,2615,79.625,2.417,0.219,12.294,0.012,3.404,2.029
016,128897,97475,2662,184,22104,15,3201,3256,75.622,2.065,0.143,17.149,0.012,2.483,2.526
017,128866,111170,3551,152,8388,26,3393,2186,86.268,2.756,0.118,6.509,0.02,2.633,1.696
018,128294,31289,63356,802,2068,70,24737,5972,24.389,49.383,0.625,1.612,0.055,19.281,4.655
019,128880,103350,4157,240,14105,37,4456,2535,80.191,3.225,0.186,10.944,0.029,3.457,1.967
020,128832,110698,6061,214,3912,46,5722,2179,85.924,4.705,0.166,3.037,0.036,4.441,1.691
