district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,29636,22427,263,3587,215,22,1963,1159,75.675,0.887,12.104,0.725,0.074,6.624,3.911
002,28980,16722,224,6913,96,22,3780,1223,57.702,0.773,23.854,0.331,0.076,13.043,4.22
003,28852,21358,158,3393,97,7,2806,1033,74.026,0.548,11.76,0.336,0.024,9.725,3.58
004,29914,6382,101,21522,61,23,906,919,21.334,0.338,71.946,0.204,0.077,3.029,3.072
005,28670,4416,129,21832,289,6,1180,818,15.403,0.45,76.149,1.008,0.021,4.116,2.853
006,29516,7001,133,19867,119,10,1676,710,23.719,0.451,67.309,0.403,0.034,5.678,2.405
007,29216,20464,296,807,155,21,6225,1248,70.044,1.013,2.762,0.531,0.072,21.307,4.272
008,29558,22233,491,909,198,26,4540,1161,75.218,1.661,3.075,0.67,0.088,15.36,3.928
009,28085,4622,191,19759,244,8,2163,1098,16.457,0.68,70.354,0.869,0.028,7.702,3.91
010,29686,17615,1139,769,309,36,8475,1343,59.338,3.837,2.59,1.041,0.121,28.549,4.524
011,29464,20538,734,1522,209,27,5154,1280,69.705,2.491,5.166,0.709,0.092,17.493,4.344
012,29595,16633,584,737,176,26,10234,1205,56.202,1.973,2.49,0.595,0.088,34.58,4.072
013,29571,16818,991,1168,284,21,8882,1407,56.873,3.351,3.95,0.96,0.071,30.036,4.758
014,29560,16639,640,728,87,18,10191,1257,56.289,2.165,2.463,0.294,0.061,34.476,4.252
015,29629,21935,415,1273,1031,32,3802,1141,74.032,1.401,4.296,3.48,0.108,12.832,3.851
016,29421,18845,857,1419,422,35,6474,1369,64.053,2.913,4.823,1.434,0.119,22.005,4.653
017,29603,20267,579,1358,502,17,5517,1363,68.463,1.956,4.587,1.696,0.057,18.637,4.604
018,29649,20836,960,1755,1101,30,3537,1430,70.276,3.238,5.919,3.713,0.101,11.93,4.823
019,29695,19632,1527,2076,764,34,4067,1595,66.112,5.142,6.991,2.573,0.114,13.696,5.371
020,29921,21558,1017,1391,1650,41,2994,1270,72.05,3.399,4.649,5.515,0.137,10.006,4.245
021,29497,17343,1454,2239,753,61,6018,1629,58.796,4.929,7.591,2.553,0.207,20.402,5.523
022,29742,25960,247,502,249,12,1928,844,87.284,0.83,1.688,0.837,0.04,6.482,2.838
023,29440,22539,775,1320,538,21,3020,1227,76.559,2.632,4.484,1.827,0.071,10.258,4.168
024,29650,23147,1044,1248,599,24,2132,1456,78.067,3.521,4.209,2.02,0.081,7.191,4.911
025,29179,21273,776,1480,890,20,3390,1350,72.905,2.659,5.072,3.05,0.069,11.618,4.627
026,29605,16865,1134,1667,439,39,8042,1419,56.967,3.83,5.631,1.483,0.132,27.164,4.793
027,29807,24595,639,940,978,38,1630,987,82.514,2.144,3.154,3.281,0.127,5.469,3.311
028,29804,24429,886,806,959,22,1503,1199,81.966,2.973,2.704,3.218,0.074,5.043,4.023
