district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,165823,122146,31740,1591,1118,64,5425,3739,73.66,19.141,0.959,0.674,0.039,3.272,2.255
002,173869,146678,11043,1472,1262,206,9508,3700,84.361,6.351,0.847,0.726,0.118,5.468,2.128
003,164955,128403,13978,1441,1635,84,15791,3623,77.841,8.474,0.874,0.991,0.051,9.573,2.196
004,168429,137247,14932,1090,1206,53,10338,3563,81.487,8.865,0.647,0.716,0.031,6.138,2.115
005,160253,125046,17339,1217,817,77,12748,3009,78.03,10.82,0.759,0.51,0.048,7.955,1.878
006,160008,108470,30748,846,2338,64,14282,3260,67.79,19.217,0.529,1.461,0.04,8.926,2.037
007,161039,115394,27806,987,1493,59,11710,3590,71.656,17.267,0.613,0.927,0.037,7.272,2.229
008,161098,115565,24333,879,720,428,16078,3095,71.736,15.104,0.546,0.447,0.266,9.98,1.921
009,166719,122243,31121,943,667,41,8990,2714,73.323,18.667,0.566,0.4,0.025,5.392,1.628
010,163063,129586,14167,978,876,107,13846,3503,79.47,8.688,0.6,0.537,0.066,8.491,2.148
011,168699,119211,28664,997,1248,53,15074,3452,70.665,16.991,0.591,0.74,0.031,8.935,2.046
012,160573,105727,31373,922,1288,41,17777,3445,65.844,19.538,0.574,0.802,0.026,11.071,2.145
013,170617,132918,20776,845,853,59,12055,3111,77.904,12.177,0.495,0.5,0.035,7.066,1.823
014,163187,116003,19572,746,9556,110,13150,4050,71.086,11.994,0.457,5.856,0.067,8.058,2.482
015,167349,142938,6914,791,6522,154,6022,4008,85.413,4.131,0.473,3.897,0.092,3.598,2.395
016,166647,134506,9248,1470,1603,83,15723,4014,80.713,5.549,0.882,0.962,0.05,9.435,2.409
017,163480,121282,13009,1409,1011,104,22593,4072,74.188,7.958,0.862,0.618,0.064,13.82,2.491
018,169888,125567,26169,896,1102,63,12690,3401,73.912,15.404,0.527,0.649,0.037,7.47,2.002
019,171969,141360,19654,1490,777,37,6162,2489,82.201,11.429,0.866,0.452,0.022,3.583,1.447
020,159816,138161,5720,970,1080,85,10647,3153,86.45,3.579,0.607,0.676,0.053,6.662,1.973
021,172180,142974,13855,896,4000,83,7239,3133,83.038,8.047,0.52,2.323,0.048,4.204,1.82
022,161930,59078,78415,911,5434,43,14795,3254,36.484,48.425,0.563,3.356,0.027,9.137,2.01
023,163720,107115,31519,1218,3094,82,16116,4576,65.426,19.252,0.744,1.89,0.05,9.844,2.795
024,162685,131555,11465,749,5935,88,8835,4058,80.865,7.047,0.46,3.648,0.054,5.431,2.494
025,174168,129534,19617,1114,2359,42,17169,4333,74.373,11.263,0.64,1.354,0.024,9.858,2.488
026,160091,87564,18483,525,41055,63,7642,4759,54.696,11.545,0.328,25.645,0.039,4.774,2.973
027,160084,53228,68352,655,21188,72,12139,4450,33.25,42.698,0.409,13.236,0.045,7.583,2.78
028,160373,98301,22778,631,24807,56,9111,4689,61.295,14.203,0.393,15.468,0.035,5.681,2.924
