district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,80508,76238,2642,198,273,21,378,758,94.696,3.282,0.246,0.339,0.026,0.47,0.942
002,79491,45289,19305,389,4714,143,5537,4114,56.974,24.286,0.489,5.93,0.18,6.966,5.175
003,80583,77178,2187,89,361,10,141,617,95.775,2.714,0.11,0.448,0.012,0.175,0.766
004,80446,77768,1487,127,215,9,323,517,96.671,1.848,0.158,0.267,0.011,0.402,0.643
005,80600,76060,2217,149,279,24,963,908,94.367,2.751,0.185,0.346,0.03,1.195,1.127
006,79608,76371,1491,144,233,11,620,738,95.934,1.873,0.181,0.293,0.014,0.779,0.927
007,80146,74108,3148,144,1036,18,445,1247,92.466,3.928,0.18,1.293,0.022,0.555,1.556
008,80685,74011,3262,167,1519,18,595,1113,91.728,4.043,0.207,1.883,0.022,0.737,1.379
009,80574,69709,7855,205,272,13,1447,1073,86.516,9.749,0.254,0.338,0.016,1.796,1.332
010,80617,60881,6650,276,5836,34,3995,2945,75.519,8.249,0.342,7.239,0.042,4.956,3.653
011,80132,47632,26464,213,1374,49,2072,2328,59.442,33.026,0.266,1.715,0.061,2.586,2.905
012,80492,70200,3428,160,4443,22,587,1652,87.214,4.259,0.199,5.52,0.027,0.729,2.052
013,80579,48642,10402,397,7610,65,9494,3969,60.366,12.909,0.493,9.444,0.081,11.782,4.926
014,79407,47862,28510,145,561,24,1271,1034,60.274,35.904,0.183,0.706,0.03,1.601,1.302
015,80630,75913,1507,189,361,17,1474,1169,94.15,1.869,0.234,0.448,0.021,1.828,1.45
016,79692,54827,21837,189,368,7,1389,1075,68.799,27.402,0.237,0.462,0.009,1.743,1.349
017,80631,71273,5176,157,1880,22,639,1484,88.394,6.419,0.195,2.332,0.027,0.792,1.84
018,79450,69073,5720,260,943,45,1563,1846,86.939,7.199,0.327,1.187,0.057,1.967,2.323
019,80080,73554,4655,217,332,20,241,1061,91.851,5.813,0.271,0.415,0.025,0.301,1.325
020,79334,69268,6665,173,494,21,1054,1659,87.312,8.401,0.218,0.623,0.026,1.329,2.091
021,79608,45487,19164,225,9178,95,1559,3900,57.139,24.073,0.283,11.529,0.119,1.958,4.899
022,79307,59135,17029,192,1019,26,565,1341,74.565,21.472,0.242,1.285,0.033,0.712,1.691
023,79330,62083,12524,313,2010,34,914,1452,78.259,15.787,0.395,2.534,0.043,1.152,1.83
024,79678,70684,6459,428,442,21,446,1198,88.712,8.106,0.537,0.555,0.026,0.56,1.504
025,80011,73736,2727,148,950,11,1258,1181,92.157,3.408,0.185,1.187,0.014,1.572,1.476
026,80688,67806,3531,264,1878,64,5170,1975,84.035,4.376,0.327,2.327,0.079,6.407,2.448
027,79381,56899,15267,309,2593,52,1997,2264,71.678,19.233,0.389,3.267,0.066,2.516,2.852
028,79304,56206,14841,403,1961,85,2658,3150,70.874,18.714,0.508,2.473,0.107,3.352,3.972
029,79851,68575,4732,248,1106,20,3382,1788,85.879,5.926,0.311,1.385,0.025,4.235,2.239
030,80583,62914,11938,275,802,59,2448,2147,78.074,14.815,0.341,0.995,0.073,3.038,2.664
031,79210,50345,15955,470,4561,130,4161,3588,63.559,20.143,0.593,5.758,0.164,5.253,4.53
032,80268,55738,5929,213,12951,40,2189,3208,69.44,7.387,0.265,16.135,0.05,2.727,3.997
033,80550,70393,3883,194,2203,47,1784,2046,87.39,4.821,0.241,2.735,0.058,2.215,2.54
034,80722,61693,2618,152,11696,37,1729,2797,76.427,3.243,0.188,14.489,0.046,2.142,3.465
035,80213,53780,3816,212,16330,56,2780,3239,67.046,4.757,0.264,20.358,0.07,3.466,4.038
036,79746,53210,7138,247,12776,32,3187,3156,66.724,8.951,0.31,16.021,0.04,3.996,3.958
037,80255,47377,6282,258,19197,47,3605,3489,59.033,7.828,0.321,23.92,0.059,4.492,4.347
038,80758,42448,7896,508,15293,63,10919,3631,52.562,9.777,0.629,18.937,0.078,13.521,4.496
039,80710,46876,7585,384,15794,77,6603,3391,58.08,9.398,0.476,19.569,0.095,8.181,4.201
040,80729,55837,5095,240,13863,78,2649,2967,69.166,6.311,0.297,17.172,0.097,3.281,3.675
041,80792,54579,4637,183,15266,62,2885,3180,67.555,5.739,0.227,18.895,0.077,3.571,3.936
042,79964,55174,8114,261,11008,104,1939,3364,68.999,10.147,0.326,13.766,0.13,2.425,4.207
043,80750,47821,14109,291,9989,81,4915,3544,59.221,17.472,0.36,12.37,0.1,6.087,4.389
044,80796,44799,17690,413,5310,90,9136,3358,55.447,21.895,0.511,6.572,0.111,11.307,4.156
045,80240,59905,9434,363,3145,63,4791,2539,74.657,11.757,0.452,3.919,0.079,5.971,3.164
046,80333,41531,22577,293,6546,87,5911,3388,51.699,28.104,0.365,8.149,0.108,7.358,4.217
047,80757,61673,3900,427,7508,56,4263,2930,76.369,4.829,0.529,9.297,0.069,5.279,3.628
048,79492,63919,3291,179,8184,48,1318,2553,80.409,4.14,0.225,10.295,0.06,1.658,3.212
049,80609,42754,13754,497,10174,105,9557,3768,53.039,17.063,0.617,12.621,0.13,11.856,4.674
050,80677,50040,11036,450,5698,114,9436,3903,62.025,13.679,0.558,7.063,0.141,11.696,4.838
051,80372,55264,12462,444,4757,85,3777,3583,68.76,15.505,0.552,5.919,0.106,4.699,4.458
052,79290,33564,23892,663,5377,99,10940,4755,42.331,30.132,0.836,6.781,0.125,13.797,5.997
053,80049,48549,4294,400,16424,45,7101,3236,60.649,5.364,0.5,20.517,0.056,8.871,4.043
054,80155,58394,14128,283,1915,86,2577,2772,72.851,17.626,0.353,2.389,0.107,3.215,3.458
055,79578,63245,12766,305,881,36,695,1650,79.475,16.042,0.383,1.107,0.045,0.873,2.073
056,79271,62856,9418,202,4667,25,505,1598,79.293,11.881,0.255,5.887,0.032,0.637,2.016
057,80778,55937,13861,250,5807,49,2396,2478,69.248,17.159,0.309,7.189,0.061,2.966,3.068
058,80767,71271,5290,160,1299,20,1071,1656,88.243,6.55,0.198,1.608,0.025,1.326,2.05
059,79345,61136,15647,203,457,34,529,1339,77.051,19.72,0.256,0.576,0.043,0.667,1.688
060,79219,50287,26636,227,368,22,620,1059,63.478,33.623,0.287,0.465,0.028,0.783,1.337
061,79792,50089,26906,259,345,23,958,1212,62.774,33.72,0.325,0.432,0.029,1.201,1.519
062,79677,52025,19942,415,2028,122,2938,2207,65.295,25.029,0.521,2.545,0.153,3.687,2.77
063,79602,28243,47318,270,643,69,1281,1778,35.48,59.443,0.339,0.808,0.087,1.609,2.234
064,79262,57100,19261,290,641,45,468,1457,72.04,24.3,0.366,0.809,0.057,0.59,1.838
065,79364,64601,10844,175,1888,29,490,1337,81.398,13.664,0.221,2.379,0.037,0.617,1.685
066,79397,60025,13536,298,2116,46,1470,1906,75.601,17.049,0.375,2.665,0.058,1.851,2.401
067,79633,53298,4333,142,16199,75,2654,2932,66.93,5.441,0.178,20.342,0.094,3.333,3.682
068,79611,69144,5724,171,2346,27,783,1416,86.852,7.19,0.215,2.947,0.034,0.984,1.779
069,79386,24416,45969,351,1288,71,5359,1932,30.756,57.906,0.442,1.622,0.089,6.751,2.434
070,79382,23130,46154,472,1378,65,5886,2297,29.138,58.142,0.595,1.736,0.082,7.415,2.894
071,80322,26832,47946,219,2745,42,588,1950,33.406,59.692,0.273,3.417,0.052,0.732,2.428
072,80764,59396,10858,221,6497,36,1890,1866,73.543,13.444,0.274,8.044,0.045,2.34,2.31
073,80135,56598,11194,239,7340,33,2663,2068,70.628,13.969,0.298,9.16,0.041,3.323,2.581
074,79594,26427,47555,804,1584,49,1268,1907,33.202,59.747,1.01,1.99,0.062,1.593,2.396
075,79295,32792,44270,205,263,25,794,946,41.354,55.829,0.259,0.332,0.032,1.001,1.193
076,80313,54860,20518,247,2001,45,572,2070,68.308,25.548,0.308,2.492,0.056,0.712,2.577
077,79627,26586,48216,300,975,58,1330,2162,33.388,60.552,0.377,1.224,0.073,1.67,2.715
078,80475,60719,13282,327,2912,50,726,2459,75.451,16.505,0.406,3.619,0.062,0.902,3.056
079,80243,48264,24559,501,2227,157,1608,2927,60.147,30.606,0.624,2.775,0.196,2.004,3.648
080,80705,28912,47064,327,1222,118,916,2146,35.824,58.316,0.405,1.514,0.146,1.135,2.659
081,79438,58121,14677,344,2026,102,1432,2736,73.165,18.476,0.433,2.55,0.128,1.803,3.444
082,80463,66725,7664,283,2062,86,1266,2377,82.926,9.525,0.352,2.563,0.107,1.573,2.954
083,79538,58152,12670,373,3591,120,1713,2919,73.112,15.929,0.469,4.515,0.151,2.154,3.67
084,80281,52357,16212,305,5982,157,1691,3577,65.217,20.194,0.38,7.451,0.196,2.106,4.456
085,80800,53934,15910,388,5405,122,1645,3396,66.75,19.691,0.48,6.689,0.151,2.036,4.203
086,80747,46400,6369,351,15998,42,8162,3425,57.463,7.888,0.435,19.813,0.052,10.108,4.242
087,79275,44093,6483,236,19678,54,5109,3622,55.62,8.178,0.298,24.822,0.068,6.445,4.569
088,80191,60158,11480,261,2106,95,3356,2735,75.018,14.316,0.325,2.626,0.118,4.185,3.411
089,79614,27929,45980,294,1815,83,1144,2369,35.081,57.754,0.369,2.28,0.104,1.437,2.976
090,80425,25163,47144,287,3038,111,1727,2955,31.288,58.619,0.357,3.777,0.138,2.147,3.674
091,79229,56058,15698,320,3076,107,1083,2887,70.754,19.813,0.404,3.882,0.135,1.367,3.644
092,79689,25037,48925,359,1402,73,942,2951,31.418,61.395,0.451,1.759,0.092,1.182,3.703
093,79211,51530,18801,295,3302,156,1961,3166,65.054,23.735,0.372,4.169,0.197,2.476,3.997
094,79429,53846,17477,344,2356,109,2142,3155,67.791,22.003,0.433,2.966,0.137,2.697,3.972
095,80071,23721,49371,385,1522,108,1747,3217,29.625,61.659,0.481,1.901,0.135,2.182,4.018
096,79217,62755,10948,266,2069,78,1001,2100,79.219,13.82,0.336,2.612,0.098,1.264,2.651
097,79386,67533,8379,597,947,29,503,1398,85.069,10.555,0.752,1.193,0.037,0.634,1.761
098,79251,63155,12959,403,519,23,536,1656,79.69,16.352,0.509,0.655,0.029,0.676,2.09
099,80332,56801,19785,353,551,27,1183,1632,70.708,24.629,0.439,0.686,0.034,1.473,2.032
100,80037,50150,23065,383,1320,135,2700,2284,62.659,28.818,0.479,1.649,0.169,3.373,2.854
