district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
066,44049,32991,8026,130,1697,14,519,672,74.896,18.221,0.295,3.853,0.032,1.178,1.526
067,41585,16474,21497,109,2513,13,387,592,39.615,51.694,0.262,6.043,0.031,0.931,1.424
068,41230,30627,8160,84,1254,25,468,612,74.283,19.791,0.204,3.041,0.061,1.135,1.484
069,42600,29606,9603,109,1683,21,906,672,69.498,22.542,0.256,3.951,0.049,2.127,1.577
070,41941,27750,11113,89,1542,14,851,582,66.164,26.497,0.212,3.677,0.033,2.029,1.388
071,41514,37022,2931,188,266,11,616,480,89.18,7.06,0.453,0.641,0.026,1.484,1.156
072,42105,16436,24616,114,168,18,291,462,39.036,58.463,0.271,0.399,0.043,0.691,1.097
073,41407,31749,8324,121,193,18,416,586,76.675,20.103,0.292,0.466,0.043,1.005,1.415
074,41152,36196,3811,196,100,6,337,506,87.957,9.261,0.476,0.243,0.015,0.819,1.23
075,41070,26426,13698,98,104,4,263,477,64.344,33.353,0.239,0.253,0.01,0.64,1.161
076,41255,30788,7719,182,904,14,765,883,74.629,18.71,0.441,2.191,0.034,1.854,2.14
077,41591,36153,3976,164,379,12,359,548,86.925,9.56,0.394,0.911,0.029,0.863,1.318
078,44733,37732,3867,167,779,16,1451,721,84.349,8.645,0.373,1.741,0.036,3.244,1.612
079,44927,34474,4737,119,2397,19,2117,1064,76.733,10.544,0.265,5.335,0.042,4.712,2.368
080,45222,34133,6370,132,1383,26,2148,1030,75.479,14.086,0.292,3.058,0.057,4.75,2.278
081,41132,33198,6980,133,125,14,223,459,80.711,16.97,0.323,0.304,0.034,0.542,1.116
082,45054,37935,4545,128,825,20,859,742,84.199,10.088,0.284,1.831,0.044,1.907,1.647
083,44983,17186,24220,284,1388,13,1184,708,38.206,53.843,0.631,3.086,0.029,2.632,1.574
084,41352,30167,7098,482,1732,10,972,891,72.952,17.165,1.166,4.188,0.024,2.351,2.155
085,44327,22363,15931,208,1732,21,2892,1180,50.45,35.94,0.469,3.907,0.047,6.524,2.662
086,41888,31044,9008,140,386,13,687,610,74.112,21.505,0.334,0.922,0.031,1.64,1.456
087,41461,11369,24677,178,2743,23,1561,910,27.421,59.519,0.429,6.616,0.055,3.765,2.195
088,41631,35419,4380,136,185,14,980,517,85.078,10.521,0.327,0.444,0.034,2.354,1.242
089,41737,38664,1330,122,718,18,344,541,92.637,3.187,0.292,1.72,0.043,0.824,1.296
090,41650,32207,6882,334,471,23,770,963,77.328,16.523,0.802,1.131,0.055,1.849,2.312
091,45109,15461,27053,177,567,17,976,858,34.275,59.973,0.392,1.257,0.038,2.164,1.902
092,44991,24373,14842,166,981,16,3519,1094,54.173,32.989,0.369,2.18,0.036,7.822,2.432
093,45297,13954,28697,165,708,19,998,756,30.806,63.353,0.364,1.563,0.042,2.203,1.669
094,44953,36215,4028,151,1765,23,1868,903,80.562,8.96,0.336,3.926,0.051,4.155,2.009
095,41084,37723,2041,182,210,7,440,481,91.819,4.968,0.443,0.511,0.017,1.071,1.171
096,41607,15920,23697,101,677,19,505,688,38.263,56.954,0.243,1.627,0.046,1.214,1.654
097,43541,9698,31035,120,719,13,1110,846,22.273,71.278,0.276,1.651,0.03,2.549,1.943
098,44771,30568,11542,123,1007,22,587,922,68.276,25.78,0.275,2.249,0.049,1.311,2.059
099,41505,6576,33407,126,174,16,575,631,15.844,80.489,0.304,0.419,0.039,1.385,1.52
100,41668,1278,36246,78,2970,13,564,519,3.067,86.988,0.187,7.128,0.031,1.354,1.246
101,42828,9557,29214,128,1775,16,1529,609,22.315,68.212,0.299,4.144,0.037,3.57,1.422
102,44310,12188,29189,153,1203,10,835,732,27.506,65.875,0.345,2.715,0.023,1.884,1.652
103,42992,28365,9365,277,2598,25,1197,1165,65.977,21.783,0.644,6.043,0.058,2.784,2.71
104,41243,33214,5608,246,414,20,809,932,80.532,13.597,0.596,1.004,0.048,1.962,2.26
105,44925,24697,15236,460,2417,45,910,1160,54.974,33.914,1.024,5.38,0.1,2.026,2.582
State House Districts not defined,0,0,0,0,0,0,0,0,,,,,,,
