district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,41626,31355,9026,239,121,33,248,604,75.326,21.684,0.574,0.291,0.079,0.596,1.451
002,43911,11898,29505,178,298,26,1230,776,27.096,67.193,0.405,0.679,0.059,2.801,1.767
003,41814,4071,36865,138,82,3,198,457,9.736,88.164,0.33,0.196,0.007,0.474,1.093
004,42595,11203,30172,110,250,17,265,578,26.301,70.835,0.258,0.587,0.04,0.622,1.357
005,41713,28578,10570,202,1223,33,398,709,68.511,25.34,0.484,2.932,0.079,0.954,1.7
006,43138,35141,5498,204,916,59,469,851,81.462,12.745,0.473,2.123,0.137,1.087,1.973
007,44770,33048,9703,647,231,16,433,692,73.817,21.673,1.445,0.516,0.036,0.967,1.546
008,44977,32681,9156,254,890,53,1030,913,72.662,20.357,0.565,1.979,0.118,2.29,2.03
009,44949,34693,7550,242,613,48,788,1015,77.183,16.797,0.538,1.364,0.107,1.753,2.258
010,43417,28334,14089,162,130,11,171,520,65.26,32.45,0.373,0.299,0.025,0.394,1.198
011,44981,16781,26753,129,452,29,381,456,37.307,59.476,0.287,1.005,0.064,0.847,1.014
012,45164,33707,9630,119,425,23,852,408,74.632,21.322,0.263,0.941,0.051,1.886,0.903
013,44155,30126,13028,183,86,4,212,516,68.228,29.505,0.414,0.195,0.009,0.48,1.169
014,44515,34738,8408,88,636,20,202,423,78.037,18.888,0.198,1.429,0.045,0.454,0.95
015,43657,40558,1870,121,334,12,295,467,92.901,4.283,0.277,0.765,0.027,0.676,1.07
016,42608,14868,26440,86,424,18,186,586,34.895,62.054,0.202,0.995,0.042,0.437,1.375
017,43019,11448,30502,107,137,7,345,473,26.611,70.904,0.249,0.318,0.016,0.802,1.1
018,41741,24032,16881,38,96,13,269,412,57.574,40.442,0.091,0.23,0.031,0.644,0.987
019,44254,30079,13209,135,159,12,257,403,67.969,29.848,0.305,0.359,0.027,0.581,0.911
020,45227,33136,11374,132,81,6,132,366,73.266,25.149,0.292,0.179,0.013,0.292,0.809
021,41183,17013,23518,110,70,4,131,337,41.311,57.106,0.267,0.17,0.01,0.318,0.818
022,44570,36432,6814,394,105,13,201,611,81.741,15.288,0.884,0.236,0.029,0.451,1.371
023,42704,16704,24429,325,149,18,322,757,39.116,57.205,0.761,0.349,0.042,0.754,1.773
024,45236,36537,4693,2210,216,29,301,1250,80.77,10.374,4.885,0.477,0.064,0.665,2.763
025,44424,33241,8333,527,719,12,822,770,74.827,18.758,1.186,1.618,0.027,1.85,1.733
026,42553,11834,28992,177,530,7,258,755,27.81,68.132,0.416,1.246,0.016,0.606,1.774
027,44636,38298,4788,331,310,17,206,686,85.801,10.727,0.742,0.695,0.038,0.462,1.537
028,42073,28188,12398,503,141,3,158,682,66.998,29.468,1.196,0.335,0.007,0.376,1.621
029,41209,8110,32407,53,91,0,196,352,19.68,78.641,0.129,0.221,0.0,0.476,0.854
030,45181,30055,10236,482,918,245,1152,2093,66.521,22.656,1.067,2.032,0.542,2.55,4.632
031,41889,35714,4122,103,878,6,474,592,85.259,9.84,0.246,2.096,0.014,1.132,1.413
032,44715,35504,7113,841,234,10,206,807,79.401,15.907,1.881,0.523,0.022,0.461,1.805
033,45072,40093,3363,203,248,31,306,828,88.953,7.461,0.45,0.55,0.069,0.679,1.837
034,45041,11419,31676,192,207,6,558,983,25.352,70.327,0.426,0.46,0.013,1.239,2.182
035,45028,38636,4881,227,238,10,303,733,85.804,10.84,0.504,0.529,0.022,0.673,1.628
036,44320,36248,5253,187,1301,37,452,842,81.787,11.852,0.422,2.935,0.083,1.02,1.9
037,43849,34964,7441,222,102,9,267,844,79.737,16.97,0.506,0.233,0.021,0.609,1.925
038,42595,29804,11916,117,132,5,173,448,69.971,27.975,0.275,0.31,0.012,0.406,1.052
039,44786,30952,12050,178,278,9,584,735,69.111,26.906,0.397,0.621,0.02,1.304,1.641
040,41047,15783,24093,156,166,5,317,527,38.451,58.696,0.38,0.404,0.012,0.772,1.284
041,43203,33676,8118,118,150,4,589,548,77.948,18.79,0.273,0.347,0.009,1.363,1.268
042,41236,31259,8971,114,80,2,224,586,75.805,21.755,0.276,0.194,0.005,0.543,1.421
043,42313,35795,4415,164,824,23,414,678,84.596,10.434,0.388,1.947,0.054,0.978,1.602
044,41586,13776,26308,106,311,15,363,707,33.127,63.262,0.255,0.748,0.036,0.873,1.7
045,43388,33850,6522,170,971,14,1105,756,78.017,15.032,0.392,2.238,0.032,2.547,1.742
046,41297,31196,8781,190,265,2,345,518,75.541,21.263,0.46,0.642,0.005,0.835,1.254
047,45107,36581,6548,138,779,6,428,627,81.098,14.517,0.306,1.727,0.013,0.949,1.39
048,42819,33524,6950,147,1116,14,428,640,78.292,16.231,0.343,2.606,0.033,1.0,1.495
049,41117,30598,8365,234,637,5,689,589,74.417,20.344,0.569,1.549,0.012,1.676,1.432
050,45177,26451,16137,886,315,11,547,830,58.55,35.72,1.961,0.697,0.024,1.211,1.837
051,45004,29127,9697,2860,912,35,1303,1070,64.721,21.547,6.355,2.026,0.078,2.895,2.378
052,45311,35121,6007,1697,531,31,1054,870,77.511,13.257,3.745,1.172,0.068,2.326,1.92
053,45259,31839,8578,2496,396,19,979,952,70.348,18.953,5.515,0.875,0.042,2.163,2.103
054,45314,39203,1406,1892,359,20,1419,1015,86.514,3.103,4.175,0.792,0.044,3.131,2.24
055,45251,32728,10874,336,318,13,410,572,72.325,24.03,0.743,0.703,0.029,0.906,1.264
056,45315,34033,9353,162,429,22,599,717,75.103,20.64,0.357,0.947,0.049,1.322,1.582
057,44112,16312,26085,131,298,16,598,672,36.979,59.134,0.297,0.676,0.036,1.356,1.523
058,41253,13753,26574,78,109,8,382,349,33.338,64.417,0.189,0.264,0.019,0.926,0.846
059,41749,33442,6112,136,719,57,722,561,80.103,14.64,0.326,1.722,0.137,1.729,1.344
060,42140,25141,16117,103,120,6,332,321,59.661,38.246,0.244,0.285,0.014,0.788,0.762
061,42061,8104,32317,72,638,22,447,461,19.267,76.834,0.171,1.517,0.052,1.063,1.096
062,41170,23901,16386,114,160,6,169,434,58.054,39.801,0.277,0.389,0.015,0.41,1.054
063,42487,8548,33133,100,133,1,143,429,20.119,77.984,0.235,0.313,0.002,0.337,1.01
064,41101,34436,5808,141,171,9,162,374,83.784,14.131,0.343,0.416,0.022,0.394,0.91
065,41840,29898,9390,142,922,2,840,646,71.458,22.443,0.339,2.204,0.005,2.008,1.544
