district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
001,222977,174174,26088,1446,2401,85,12754,6029,78.113,11.7,0.648,1.077,0.038,5.72,2.704
002,216352,134905,39269,896,16580,79,17321,7302,62.354,18.151,0.414,7.663,0.037,8.006,3.375
003,221865,167574,33355,973,3630,56,10721,5556,75.53,15.034,0.439,1.636,0.025,4.832,2.504
004,223987,164916,40623,490,6996,55,5541,5366,73.627,18.136,0.219,3.123,0.025,2.474,2.396
005,224979,136982,50738,894,5820,108,24521,5916,60.887,22.552,0.397,2.587,0.048,10.899,2.63
006,223974,167456,22936,491,18903,57,8652,5479,74.766,10.24,0.219,8.44,0.025,3.863,2.446
007,221135,149861,48976,463,10309,89,4718,6719,67.769,22.148,0.209,4.662,0.04,2.134,3.038
008,219098,178556,21723,447,7714,91,4624,5943,81.496,9.915,0.204,3.521,0.042,2.11,2.712
009,225199,203683,7610,351,5909,41,4075,3530,90.446,3.379,0.156,2.624,0.018,1.81,1.568
010,224399,204876,6156,342,5387,61,4155,3422,91.3,2.743,0.152,2.401,0.027,1.852,1.525
011,223422,160154,34868,706,9181,113,12311,6089,71.682,15.606,0.316,4.109,0.051,5.51,2.725
012,221923,181228,14685,395,16255,84,4604,4672,81.663,6.617,0.178,7.325,0.038,2.075,2.105
013,224726,196850,6127,260,14770,50,3132,3537,87.596,2.726,0.116,6.572,0.022,1.394,1.574
014,214950,157319,17912,503,26451,113,8201,4451,73.189,8.333,0.234,12.306,0.053,3.815,2.071
015,214910,113274,59725,824,19279,170,15334,6304,52.708,27.791,0.383,8.971,0.079,7.135,2.933
016,218540,162784,10316,317,35035,74,4936,5078,74.487,4.72,0.145,16.031,0.034,2.259,2.324
017,221160,99875,44188,1034,45509,56,22748,7750,45.16,19.98,0.468,20.577,0.025,10.286,3.504
018,216606,126891,14282,446,62580,66,6617,5724,58.581,6.594,0.206,28.891,0.03,3.055,2.643
019,224578,132142,23516,1071,34762,96,25194,7797,58.84,10.471,0.477,15.479,0.043,11.218,3.472
020,224100,112434,65754,1228,9663,88,26560,8373,50.171,29.341,0.548,4.312,0.039,11.852,3.736
021,214038,182849,6163,201,17280,51,3454,4040,85.428,2.879,0.094,8.073,0.024,1.614,1.888
022,214709,123318,53181,820,9465,76,20983,6866,57.435,24.769,0.382,4.408,0.035,9.773,3.198
023,216442,184250,7774,331,14159,60,5757,4111,85.127,3.592,0.153,6.542,0.028,2.66,1.899
024,215286,198299,4797,329,5491,54,2853,3463,92.11,2.228,0.153,2.551,0.025,1.325,1.609
025,214327,178274,8610,461,11679,68,10215,5020,83.179,4.017,0.215,5.449,0.032,4.766,2.342
026,217666,179690,4474,369,25520,25,3433,4155,82.553,2.055,0.17,11.724,0.011,1.577,1.909
027,218241,160350,28058,334,19986,42,4416,5055,73.474,12.856,0.153,9.158,0.019,2.023,2.316
028,225387,69365,124601,901,9124,96,15361,5939,30.776,55.283,0.4,4.048,0.043,6.815,2.635
029,224817,86443,79583,1358,7209,103,40128,9993,38.45,35.399,0.604,3.207,0.046,17.849,4.445
030,223760,198239,9221,487,4012,57,8459,3285,88.594,4.121,0.218,1.793,0.025,3.78,1.468
031,220634,85051,60255,864,41991,98,23333,9042,38.548,27.31,0.392,19.032,0.044,10.575,4.098
032,219979,144917,9456,1770,20023,129,33724,9960,65.878,4.299,0.805,9.102,0.059,15.331,4.528
033,219001,128145,15191,1555,27634,128,36422,9926,58.513,6.936,0.71,12.618,0.058,16.631,4.532
034,216209,88518,92899,899,9842,75,16659,7317,40.941,42.967,0.416,4.552,0.035,7.705,3.384
035,218689,104611,51606,1878,8670,80,41767,10077,47.836,23.598,0.859,3.965,0.037,19.099,4.608
036,220923,145173,11910,1076,21784,62,32879,8039,65.712,5.391,0.487,9.86,0.028,14.883,3.639
037,217386,112113,33112,712,48939,74,15676,6760,51.573,15.232,0.328,22.512,0.034,7.211,3.11
038,216336,163210,7561,377,29945,62,9955,5226,75.443,3.495,0.174,13.842,0.029,4.602,2.416
039,215225,182718,3511,537,21407,40,3535,3477,84.896,1.631,0.25,9.946,0.019,1.642,1.616
040,213959,187781,4016,190,14432,31,3994,3515,87.765,1.877,0.089,6.745,0.014,1.867,1.643
